Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Родниковская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730					
1	"Число избирателей, внесенных в список"	31269	2165	1713	1740	1623	1587	1603	1917	1959	2495	2210	2294	1950	1729	440	369	477	216	397	99	119	788	184	186	553	651	97	611	223	305	569					
2	Число полученных избирательных бюллетеней	28132	1946	1555	1550	1457	1409	1400	1652	1759	2222	2003	2048	1746	1553	396	332	413	193	359	98	111	707	190	193	492	597	98	559	197	382	515					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14943	1132	763	894	736	649	775	761	954	1254	865	1138	770	795	246	222	310	109	207	76	58	340	141	140	320	324	39	332	130	216	247					
5	"Число избирательных бюллетеней, выданных вне помещения"	2022	32	128	53	59	147	79	212	45	40	86	48	134	74	48	67	51	32	29	7	16	137	18	29	49	91	22	77	26	89	97					
6	Число погашенных избирательных бюллетеней	11167	782	664	603	662	613	546	679	760	928	1052	862	842	684	102	43	52	52	123	15	37	230	31	24	123	182	37	150	41	77	171					
7	Число избирательных бюллетеней в переносных ящиках	2022	32	128	53	59	147	79	212	45	40	86	48	134	74	48	67	51	32	29	7	16	137	18	29	49	91	22	77	26	89	97					
8	Число бюллетеней в стационарных ящиках для голосования	14939	1130	763	893	736	649	775	761	953	1254	865	1138	770	795	246	222	310	109	207	76	58	340	141	140	320	324	39	332	130	216	247					
9	Число недействительных избирательных бюллетеней	99	8	1	10	3	5	2	9	6	10	7	7	3	4	3	2	0	0	3	0	1	3	1	1	3	2	1	2	1	1	0					
10	Число действительных избирательных бюллетеней	16862	1154	890	936	792	791	852	964	992	1284	944	1179	901	865	291	287	361	141	233	83	73	474	158	168	366	413	60	407	155	304	344					
11	Число полученных открепительных  удостоверений	440	20	20	20	20	20	20	20	20	20	20	20	20	20	10	10	10	10	10	10	10	10	15	15	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	143	11	3	4	4	1	3	8	9	9	14	12	6	6	4	0	1	1	4	2	0	2	12	10	1	9	0	5	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	171	10	6	8	12	10	6	13	9	11	3	10	5	12	3	1	6	1	2	6	6	4	4	3	1	8	1	0	4	3	3					
14	Число неиспользованных открепительных удостоверений	297	9	17	16	16	19	17	12	11	11	6	8	14	14	6	10	9	9	6	8	10	8	3	5	9	1	10	5	10	9	9					
15	"Число открепительных удостоверений, выданных в ТИК"	4	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	637	57	24	38	42	23	38	46	42	48	30	45	25	34	3	9	15	3	11	1	2	14	6	5	12	15	2	11	0	18	18					
		3.76%	4.91%	2.69%	4.02%	5.28%	2.89%	4.45%	4.73%	4.21%	3.71%	3.15%	3.79%	2.77%	3.91%	1.02%	3.11%	4.16%	2.13%	4.66%	1.20%	2.70%	2.94%	3.77%	2.96%	3.25%	3.61%	3.28%	2.69%	0.00%	5.90%	5.23%					
19	. Малышкин Олег Александрович	717	43	29	45	46	44	31	33	49	79	53	52	35	29	6	8	9	2	3	5	5	9	9	9	18	13	0	13	6	20	14					
		4.23%	3.70%	3.25%	4.76%	5.79%	5.53%	3.63%	3.39%	4.91%	6.11%	5.57%	4.38%	3.87%	3.34%	2.04%	2.77%	2.49%	1.42%	1.27%	6.02%	6.76%	1.89%	5.66%	5.33%	4.88%	3.13%	0.00%	3.18%	3.85%	6.56%	4.07%					
20	. Миронов Сергей Михайлович	153	9	10	8	7	4	13	16	12	11	7	5	7	5	1	5	1	3	1	2	1	2	1	1	2	4	0	7	0	2	6					
		0.90%	0.77%	1.12%	0.85%	0.88%	0.50%	1.52%	1.64%	1.20%	0.85%	0.74%	0.42%	0.77%	0.58%	0.34%	1.73%	0.28%	2.13%	0.42%	2.41%	1.35%	0.42%	0.63%	0.59%	0.54%	0.96%	0.00%	1.71%	0.00%	0.66%	1.74%					
21	. Путин Владимир Владимирович	11413	756	617	633	510	550	552	615	631	901	663	787	598	592	182	165	279	111	145	57	55	343	122	139	271	270	31	269	123	189	257					
		67.29%	65.06%	69.25%	66.91%	64.15%	69.10%	64.64%	63.21%	63.23%	69.63%	69.72%	66.36%	66.15%	68.12%	61.90%	57.09%	77.29%	78.72%	61.44%	68.67%	74.32%	71.91%	76.73%	82.25%	73.44%	65.06%	50.82%	65.77%	78.85%	61.97%	74.71%					
22	. Хакамада Ирина Муцуовна	382	28	16	18	17	19	14	24	29	36	25	37	26	13	5	6	8	2	5	1	0	13	5	2	5	5	2	9	1	4	7					
		2.25%	2.41%	1.80%	1.90%	2.14%	2.39%	1.64%	2.47%	2.91%	2.78%	2.63%	3.12%	2.88%	1.50%	1.70%	2.08%	2.22%	1.42%	2.12%	1.20%	0.00%	2.73%	3.14%	1.18%	1.36%	1.20%	3.28%	2.20%	0.64%	1.31%	2.03%					
23	. Харитонов Николай Михайлович	2870	220	149	147	139	124	169	191	186	132	127	187	179	174	85	81	33	13	60	14	9	82	12	9	54	91	24	57	24	66	32					
		16.92%	18.93%	16.72%	15.54%	17.48%	15.58%	19.79%	19.63%	18.64%	10.20%	13.35%	15.77%	19.80%	20.02%	28.91%	28.03%	9.14%	9.22%	25.42%	16.87%	12.16%	17.19%	7.55%	5.33%	14.63%	21.93%	39.34%	13.94%	15.38%	21.64%	9.30%					
																																					
24	Против всех	690	41	45	47	31	27	35	39	43	77	39	66	31	18	9	13	16	7	8	3	1	11	3	3	4	15	1	41	1	5	10					
		4.07%	3.53%	5.05%	4.97%	3.90%	3.39%	4.10%	4.01%	4.31%	5.95%	4.10%	5.56%	3.43%	2.07%	3.06%	4.50%	4.43%	4.96%	3.39%	3.61%	1.35%	2.31%	1.89%	1.78%	1.08%	3.61%	1.64%	10.02%	0.64%	1.64%	2.91%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
