Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Варгашинская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №1090	УИК №1099	УИК №1179	УИК №1180					
1	"Число избирателей, внесенных в список избирателей"	16613	727	522	751	761	619	529	688	461	1012	70	409	450	262	510	400	311	451	287	432	768	95	360	642	71	414	358	285	276	307	260	461	172	400	266	465	525	559	277					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16250	700	500	700	750	600	500	700	450	1000	70	400	400	270	500	400	300	450	290	400	750	90	350	650	75	400	350	290	280	300	260	450	185	400	270	450	500	550	270					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8227	393	267	368	363	293	227	330	241	525	55	201	221	111	215	222	162	240	139	228	415	50	199	286	28	178	187	162	145	128	111	249	111	169	85	200	280	314	129					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1423	18	22	14	26	29	32	42	27	56	2	63	40	36	70	34	40	49	25	33	31	12	70	28	18	47	37	24	35	65	41	101	30	81	84	20	16	16	9					
6	Число погашенных избирательных бюллетеней	6600	289	211	318	361	278	241	328	182	419	13	136	139	123	215	144	98	161	126	139	304	28	81	336	29	175	126	104	100	107	108	100	44	150	101	230	204	220	132					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1422	18	22	14	26	29	32	42	27	56	2	63	40	36	70	34	40	49	25	33	31	12	70	28	18	47	37	24	35	65	41	101	30	81	84	19	16	16	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8227	393	267	368	363	293	227	330	241	525	55	201	221	111	215	222	162	240	139	228	415	50	199	286	28	178	187	162	145	128	111	249	111	169	85	200	280	314	129					
9	Число недействительных избирательных бюллетеней	132	12	1	4	11	2	5	6	2	3	0	7	10	0	4	3	2	3	0	2	6	1	1	6	0	0	4	0	7	3	1	4	0	4	1	3	9	2	3					
10	Число действительных избирательных бюллетеней	9517	399	288	378	378	320	254	366	266	578	57	257	251	147	281	253	200	286	164	259	440	61	268	308	46	225	220	186	173	190	151	346	141	246	168	216	287	328	135					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	419	14	12	12	12	12	12	12	12	23	7	12	10	10	10	10	10	15	10	10	12	7	10	10	7	10	10	10	12	10	10	10	10	10	10	12	12	12	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	307	13	7	7	9	6	5	11	12	23	0	2	7	8	10	5	10	11	10	10	11	7	10	2	1	6	10	10	12	10	6	10	10	10	10	3	4	7	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	130	9	8	5	4	6	4	2	5	9	1	1	4	2	2	1	4	1	4	7	6	5	1	0	2	4	6	2	1	1	2	1	1	1	1	6	4	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	112	1	5	5	3	6	7	1	0	0	7	10	3	2	0	5	0	4	0	0	1	0	0	8	6	4	0	0	0	0	4	0	0	0	0	9	8	5	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
