Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Кемская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №221	УИК №222	УИК №223	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239					
1	"Число избирателей, внесенных в списки"	17084	2063	402	1886	1492	1100	273	1370	376	252	909	2135	1138	397	492	82	115	594	2008					
2	"Число бюллетеней, полученных участковыми комиссиями"	15660	1900	380	1700	1400	1000	250	1250	350	250	820	1900	1050	400	500	82	108	520	1800					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8183	1066	209	1029	719	424	98	570	105	136	403	788	627	237	229	57	62	316	1108					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	410	33	7	30	19	16	8	24	16	17	41	52	34	20	14	4	15	30	30					
6	Число погашенных бюллетеней	7067	801	164	641	662	560	144	656	229	97	376	1060	389	143	257	21	31	174	662					
7	Число бюллетеней в переносных ящиках для голосования	410	33	7	30	19	16	8	24	16	17	41	52	34	20	14	4	15	30	30					
8	Число бюллетеней в стационарных ящиках для голосования	8178	1065	209	1025	719	424	98	570	105	136	403	788	627	237	229	57	62	316	1108					
9	Число недействительных бюллетеней	146	14	4	11	14	8	3	4	3	2	19	15	7	4	6	4	4	6	18					
10	Число действительных бюллетеней	8442	1084	212	1044	724	432	103	590	118	151	425	825	654	253	237	57	73	340	1120					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	180	20	5	20	15	10	5	10	5	5	10	15	10	5	10	5	5	10	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	101	16	2	16	9	1	3	5	4	3	6	8	6	0	8	1	1	7	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	52	5	2	2	2	2	3	9	1	2	4	0	2	1	5	0	5	3	4					
14	Число погашенных открепительных удостоверений	79	4	3	4	6	9	2	5	1	2	4	7	4	5	2	4	4	3	10					
15	Число открепительных удостоверений выданных ТИК	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	119	14	3	6	9	5	1	19	1	7	8	8	14	2	8	1	4	2	7					
		1.38%	1.27%	1.38%	0.56%	1.21%	1.13%	0.94%	3.19%	0.82%	4.57%	1.80%	0.95%	2.11%	0.77%	3.29%	1.63%	5.19%	0.57%	0.61%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	462	68	10	59	40	27	10	52	4	8	15	26	24	2	5	0	0	23	89					
		5.37%	6.19%	4.62%	5.59%	5.42%	6.13%	9.43%	8.75%	3.30%	5.22%	3.37%	3.09%	3.63%	0.77%	2.05%	0.0%	0.0%	6.64%	7.82%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	235	28	7	44	20	12	2	17	4	3	15	16	22	7	3	5	0	3	27					
		2.73%	2.55%	3.24%	4.17%	2.71%	2.72%	1.88%	2.86%	3.30%	1.96%	3.37%	1.90%	3.32%	2.72%	1.23%	8.19%	0.0%	0.86%	2.37%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	314	51	12	61	29	12	3	24	3	1	10	21	4	1	1	0	1	15	65					
		3.65%	4.64%	5.55%	5.78%	3.92%	2.72%	2.83%	4.04%	2.47%	0.65%	2.25%	2.5%	0.60%	0.38%	0.41%	0.0%	1.29%	4.33%	5.71%					
22	"5. ""За Русь Святую"""	31	3	2	7	3	0	0	2	1	0	0	2	4	3	0	1	0	1	2					
		0.36%	0.27%	0.92%	0.66%	0.40%	0.0%	0.0%	0.33%	0.82%	0.0%	0.0%	0.23%	0.60%	1.16%	0.0%	1.63%	0.0%	0.28%	0.17%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	3	1	1	2	1	1	0	0	2	1	2	0	2	1	0	0	2	5					
		0.27%	0.27%	0.46%	0.09%	0.27%	0.22%	0.94%	0.0%	0.0%	1.30%	0.22%	0.23%	0.0%	0.77%	0.41%	0.0%	0.0%	0.57%	0.43%					
24	"7. ""Новый курс - Автомобильная Россия"""	43	4	1	8	3	3	0	2	1	0	2	2	7	1	0	0	1	1	7					
		0.50%	0.36%	0.46%	0.75%	0.40%	0.68%	0.0%	0.33%	0.82%	0.0%	0.45%	0.23%	1.05%	0.38%	0.0%	0.0%	1.29%	0.28%	0.61%					
25	"8. ""Народно-республиканская партия России"""	9	2	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1					
		0.10%	0.18%	0.46%	0.0%	0.13%	0.22%	0.0%	0.0%	0.0%	0.65%	0.0%	0.11%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.08%					
26	"9. ""Российская экологическая партия ""Зеленые"""	17	3	0	3	1	1	0	3	0	0	1	0	1	0	0	1	0	2	1					
		0.19%	0.27%	0.0%	0.28%	0.13%	0.22%	0.0%	0.50%	0.0%	0.0%	0.22%	0.0%	0.15%	0.0%	0.0%	1.63%	0.0%	0.57%	0.08%					
27	"10. ""Аграрная партия России"""	159	23	1	20	23	5	5	9	2	2	15	8	7	2	7	1	0	5	24					
		1.85%	2.09%	0.46%	1.89%	3.11%	1.13%	4.71%	1.51%	1.65%	1.30%	3.37%	0.95%	1.05%	0.77%	2.88%	1.63%	0.0%	1.44%	2.10%					
28	"11. ""Истинные патриоты России"""	4	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.04%	0.0%	0.46%	0.09%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	96	20	0	12	5	5	1	11	0	2	8	7	3	2	0	0	1	3	16					
		1.11%	1.82%	0.0%	1.13%	0.67%	1.13%	0.94%	1.85%	0.0%	1.30%	1.80%	0.83%	0.45%	0.77%	0.0%	0.0%	1.29%	0.86%	1.40%					
30	"13. ""Демократическая партия России"""	19	7	0	1	2	1	0	0	0	0	2	2	0	1	0	0	0	3	0					
		0.22%	0.63%	0.0%	0.09%	0.27%	0.22%	0.0%	0.0%	0.0%	0.0%	0.45%	0.23%	0.0%	0.38%	0.0%	0.0%	0.0%	0.86%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	20	3	0	4	0	0	1	1	0	1	0	0	3	2	2	0	0	1	2					
		0.23%	0.27%	0.0%	0.37%	0.0%	0.0%	0.94%	0.16%	0.0%	0.65%	0.0%	0.0%	0.45%	0.77%	0.82%	0.0%	0.0%	0.28%	0.17%					
32	"15. ""Партия СЛОН"""	7	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	2					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.11%	0.15%	0.0%	0.0%	0.0%	0.0%	0.57%	0.17%					
33	"16. ""Родина"" (народно-патриотический союз)"""	640	100	9	103	69	25	10	26	7	4	25	52	37	6	16	0	8	51	92					
		7.45%	9.10%	4.16%	9.76%	9.34%	5.68%	9.43%	4.37%	5.78%	2.61%	5.63%	6.19%	5.59%	2.33%	6.58%	0.0%	10.38%	14.73%	8.08%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	19	2	1	0	2	0	0	3	1	0	1	2	1	2	1	1	0	0	2					
		0.22%	0.18%	0.46%	0.0%	0.27%	0.0%	0.0%	0.50%	0.82%	0.0%	0.22%	0.23%	0.15%	0.77%	0.41%	1.63%	0.0%	0.0%	0.17%					
35	"18. ""ЛДПР"""	1122	115	20	104	94	71	20	82	13	21	53	113	135	27	49	8	9	36	152					
		13.06%	10.47%	9.25%	9.85%	12.73%	16.13%	18.86%	13.80%	10.74%	13.72%	11.93%	13.45%	20.42%	10.50%	20.16%	13.11%	11.68%	10.40%	13.35%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	222	32	6	28	16	15	1	12	1	7	9	16	21	11	9	2	3	8	25					
		2.58%	2.91%	2.77%	2.65%	2.16%	3.40%	0.94%	2.02%	0.82%	4.57%	2.02%	1.90%	3.17%	4.28%	3.70%	3.27%	3.89%	2.31%	2.19%					
37	"20. ""Политическая партия ""Единая Россия"""	3791	423	110	413	304	202	41	261	66	76	213	447	301	162	114	28	39	140	451					
		44.14%	38.52%	50.92%	39.14%	41.19%	45.90%	38.67%	43.93%	54.54%	49.67%	47.97%	53.21%	45.53%	63.03%	46.91%	45.90%	50.64%	40.46%	39.63%					
38	"21. ""Российская Конституционно-демократическая партия"""	9	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	1	2					
		0.10%	0.0%	0.0%	0.09%	0.13%	0.22%	0.0%	0.0%	0.82%	0.0%	0.0%	0.11%	0.0%	0.38%	0.0%	0.0%	0.0%	0.28%	0.17%					
39	"22. ""Развитие предпринимательства"""	12	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3					
		0.13%	0.09%	0.46%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.26%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	688	124	21	112	72	30	4	30	9	14	34	48	43	17	14	2	5	20	89					
		8.01%	11.29%	9.72%	10.61%	9.75%	6.81%	3.77%	5.05%	7.43%	9.15%	7.65%	5.71%	6.50%	6.61%	5.76%	3.27%	6.49%	5.78%	7.82%					
																									
41	Против всех	380	58	5	53	27	15	3	35	4	2	13	49	26	2	6	7	2	18	55					
		4.42%	5.28%	2.31%	5.02%	3.65%	3.40%	2.83%	5.89%	3.30%	1.30%	2.92%	5.83%	3.93%	0.77%	2.46%	11.47%	2.59%	5.20%	4.83%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
