Выборы Президента Российской Федерации																				
																				
Наименование Избирательной комиссии:    Светлинская																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497					
1	"Число избирателей, внесенных в список"	12910	2340	2104	2162	240	593	739	717	380	925	674	700	730	606					
2	Число полученных избирательных бюллетеней	13454	2480	2160	2270	264	610	770	750	390	960	700	710	750	640					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7942	1308	997	1196	172	440	512	609	238	654	505	439	507	365					
5	"Число избирательных бюллетеней, выданных вне помещения"	716	141	120	112	0	42	31	10	80	19	21	95	0	45					
6	Число погашенных избирательных бюллетеней	4796	1031	1043	962	92	128	227	131	72	287	174	176	243	230					
7	Число избирательных бюллетеней в переносных ящиках	716	141	120	112	0	42	31	10	80	19	21	95	0	45					
8	Число бюллетеней в стационарных ящиках для голосования	7942	1308	997	1196	172	440	512	609	238	654	505	439	507	365					
9	Число недействительных избирательных бюллетеней	83	8	6	12	2	11	10	4	0	8	9	5	3	5					
10	Число действительных избирательных бюллетеней	8575	1441	1111	1296	170	471	533	615	318	665	517	529	504	405					
11	Число полученных открепительных  удостоверений	188	30	30	30	8	10	10	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	116	21	21	25	0	8	4	6	3	1	2	10	10	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	18	1	2	2	1	1	1	1	2	1	0	2	1	3					
14	Число неиспользованных открепительных удостоверений	72	9	9	5	8	2	6	4	7	9	8	0	0	5					
15	"Число открепительных удостоверений, выданных в ТИК"	14	6	3	3	0	0	0	0	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	282	55	39	58	2	5	20	12	4	13	29	19	12	14					
		3.26%	3.80%	3.49%	4.43%	1.16%	1.04%	3.68%	1.94%	1.26%	1.93%	5.51%	3.56%	2.37%	3.41%					
19	. Малышкин Олег Александрович	277	40	36	41	4	18	27	26	8	8	18	19	7	25					
		3.20%	2.76%	3.22%	3.13%	2.33%	3.73%	4.97%	4.20%	2.52%	1.19%	3.42%	3.56%	1.38%	6.10%					
20	. Миронов Сергей Михайлович	51	7	6	8	0	6	6	2	1	5	2	1	3	4					
		0.59%	0.48%	0.54%	0.61%	0.00%	1.24%	1.10%	0.32%	0.31%	0.74%	0.38%	0.19%	0.59%	0.98%					
21	. Путин Владимир Владимирович	5690	951	693	834	133	265	291	455	228	475	322	381	394	268					
		65.72%	65.63%	62.04%	63.76%	77.33%	54.98%	53.59%	73.51%	71.70%	70.58%	61.22%	71.35%	77.71%	65.37%					
22	. Хакамада Ирина Муцуовна	153	24	35	31	2	8	8	9	4	13	4	4	5	6					
		1.77%	1.66%	3.13%	2.37%	1.16%	1.66%	1.47%	1.45%	1.26%	1.93%	0.76%	0.75%	0.99%	1.46%					
23	. Харитонов Николай Михайлович	1941	315	269	293	21	164	176	104	70	150	127	99	75	78					
		22.42%	21.74%	24.08%	22.40%	12.21%	34.02%	32.41%	16.80%	22.01%	22.29%	24.14%	18.54%	14.79%	19.02%					
																				
24	Против всех	181	49	33	31	8	5	5	7	3	1	15	6	8	10					
		2.09%	3.38%	2.95%	2.37%	4.65%	1.04%	0.92%	1.13%	0.94%	0.15%	2.85%	1.12%	1.58%	2.44%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
