Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Одесская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК  725	УИК  726	УИК  727	УИК  728	УИК  729	УИК  730	УИК  731	УИК  732	УИК  733	УИК  734	УИК  735	УИК  736	УИК  737	УИК  738	УИК  739	УИК  740	УИК  741	УИК  742	УИК  743					
1	"Число избирателей, внесенных в списки"	12970	2297	2321	152	722	676	601	718	760	1332	215	704	171	200	78	1293	280	133	178	139					
2	"Число бюллетеней, полученных участковыми комиссиями"	12796	2260	2300	148	710	680	590	700	770	1300	210	690	169	192	79	1280	270	130	178	140					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7900	1262	1266	122	523	376	373	466	521	769	152	464	135	128	61	755	209	114	100	104					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	323	52	38	0	31	25	17	20	21	47	10	6	6	16	4	12	13	3	2	0					
6	Число погашенных бюллетеней	4573	946	996	26	156	279	200	214	228	484	48	220	28	48	14	513	48	13	76	36					
7	Число бюллетеней в переносных ящиках для голосования	323	52	38	0	31	25	17	20	21	47	10	6	6	16	4	12	13	3	2	0					
8	Число бюллетеней в стационарных ящиках для голосования	7900	1262	1266	122	523	376	373	466	521	769	152	464	135	128	61	755	209	114	100	104					
9	Число недействительных бюллетеней	140	22	9	0	14	6	6	11	0	27	0	13	9	0	0	19	1	3	0	0					
10	Число действительных бюллетеней	8083	1292	1295	122	540	395	384	475	542	789	162	457	132	144	65	748	221	114	102	104					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	30	30	5	10	10	10	15	10	15	5	10	5	5	5	15	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	47	17	16	2	0	0	0	0	3	3	0	2	0	0	0	3	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	50	1	5	2	6	2	3	2	5	1	0	3	1	3	1	6	6	1	1	1					
14	Число погашенных открепительных удостоверений	153	13	14	3	10	10	10	15	7	12	5	8	5	5	5	12	4	5	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	224	31	23	2	19	17	16	15	18	21	7	10	7	7	0	20	5	3	0	3					
		2.72%	2.35%	1.76%	1.63%	3.42%	4.23%	4.10%	3.08%	3.32%	2.57%	4.32%	2.12%	4.96%	4.86%	0.0%	2.60%	2.25%	2.56%	0.0%	2.88%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	98	16	18	2	5	4	1	9	7	15	1	4	1	4	0	6	2	1	0	2					
		1.19%	1.21%	1.38%	1.63%	0.90%	0.99%	0.25%	1.85%	1.29%	1.83%	0.61%	0.85%	0.70%	2.77%	0.0%	0.78%	0.90%	0.85%	0.0%	1.92%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	185	28	32	1	6	8	13	9	9	24	1	7	5	5	0	21	8	3	2	3					
		2.24%	2.13%	2.45%	0.81%	1.08%	1.99%	3.33%	1.85%	1.66%	2.94%	0.61%	1.48%	3.54%	3.47%	0.0%	2.73%	3.60%	2.56%	1.96%	2.88%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	106	27	17	0	4	5	1	8	6	17	1	2	1	2	0	6	4	0	0	5					
		1.28%	2.05%	1.30%	0.0%	0.72%	1.24%	0.25%	1.64%	1.10%	2.08%	0.61%	0.42%	0.70%	1.38%	0.0%	0.78%	1.80%	0.0%	0.0%	4.80%					
22	"5. ""За Русь Святую"""	37	3	6	0	0	1	1	1	4	11	1	2	1	2	0	1	2	1	0	0					
		0.44%	0.22%	0.46%	0.0%	0.0%	0.24%	0.25%	0.20%	0.73%	1.34%	0.61%	0.42%	0.70%	1.38%	0.0%	0.13%	0.90%	0.85%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	22	0	4	2	4	0	1	2	1	2	0	1	0	1	0	1	1	1	1	0					
		0.26%	0.0%	0.30%	1.63%	0.72%	0.0%	0.25%	0.41%	0.18%	0.24%	0.0%	0.21%	0.0%	0.69%	0.0%	0.13%	0.45%	0.85%	0.98%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	31	6	6	1	1	0	3	0	3	2	2	1	0	1	0	4	0	1	0	0					
		0.37%	0.45%	0.46%	0.81%	0.18%	0.0%	0.76%	0.0%	0.55%	0.24%	1.23%	0.21%	0.0%	0.69%	0.0%	0.52%	0.0%	0.85%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	16	2	2	0	1	1	0	1	1	3	0	1	0	1	0	2	1	0	0	0					
		0.19%	0.15%	0.15%	0.0%	0.18%	0.24%	0.0%	0.20%	0.18%	0.36%	0.0%	0.21%	0.0%	0.69%	0.0%	0.26%	0.45%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	4	1	0	3	0	0	0	2	1	1	3	0	0	0	0	0	0	0	1					
		0.19%	0.30%	0.07%	0.0%	0.54%	0.0%	0.0%	0.0%	0.36%	0.12%	0.61%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.96%					
27	"10. ""Аграрная партия России"""	628	50	59	12	57	59	22	30	47	116	12	36	8	7	3	64	28	15	0	3					
		7.63%	3.80%	4.52%	9.83%	10.28%	14.71%	5.64%	6.17%	8.67%	14.21%	7.40%	7.65%	5.67%	4.86%	4.61%	8.34%	12.61%	12.82%	0.0%	2.88%					
28	"11. ""Истинные патриоты России"""	13	0	2	0	2	0	0	1	0	1	2	1	0	1	0	0	1	1	0	1					
		0.15%	0.0%	0.15%	0.0%	0.36%	0.0%	0.0%	0.20%	0.0%	0.12%	1.23%	0.21%	0.0%	0.69%	0.0%	0.0%	0.45%	0.85%	0.0%	0.96%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	92	11	13	4	6	5	6	5	6	9	1	6	0	3	1	6	4	2	3	1					
		1.11%	0.83%	0.99%	3.27%	1.08%	1.24%	1.53%	1.02%	1.10%	1.10%	0.61%	1.27%	0.0%	2.08%	1.53%	0.78%	1.80%	1.70%	2.94%	0.96%					
30	"13. ""Демократическая партия России"""	39	8	9	0	4	1	2	1	4	1	0	1	1	1	0	4	2	0	0	0					
		0.47%	0.60%	0.69%	0.0%	0.72%	0.24%	0.51%	0.20%	0.73%	0.12%	0.0%	0.21%	0.70%	0.69%	0.0%	0.52%	0.90%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	10	1	1	0	4	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0					
		0.12%	0.07%	0.07%	0.0%	0.72%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.45%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	8	2	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0					
		0.09%	0.15%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.12%	0.0%	0.0%	0.70%	0.0%	0.0%	0.13%	0.0%	0.0%	0.98%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	318	62	54	11	13	14	17	14	30	45	3	8	8	5	0	23	6	4	1	0					
		3.86%	4.71%	4.14%	9.01%	2.34%	3.49%	4.35%	2.88%	5.53%	5.51%	1.85%	1.70%	5.67%	3.47%	0.0%	2.99%	2.70%	3.41%	0.98%	0.0%					
