7	Число избирательных бюллетеней в переносных ящиках для голосования	4016	103	154	168	167	90	112	49	74	75	50	52	57	73	81	102	66	149	71	122	22	58	80	26	70	91	80	53	41	27	34	93	102	94	46	27	48	74	83	27	163	97	58	95	169	21	125	140	124	19	14					
8	Число бюллетеней в стационарных ящиках для голосования	20597	643	588	777	767	421	509	573	548	210	193	613	547	686	783	780	557	751	575	601	63	108	730	102	384	169	263	184	100	147	100	765	202	126	313	142	147	133	490	165	1088	292	102	1108	449	90	477	339	416	187	94					
9	Число недействительных избирательных бюллетеней	227	7	4	20	8	7	1	6	6	4	4	9	5	2	7	8	8	4	8	5	0	1	7	1	0	1	2	3	1	0	0	15	1	4	4	1	2	0	1	2	6	25	1	3	6	3	4	7	2	0	1					
10	Число действительных избирательных бюллетеней	24386	739	738	925	926	504	620	616	616	281	239	656	599	757	857	874	615	896	638	718	85	165	803	127	454	259	341	234	140	174	134	843	303	216	355	168	193	207	572	190	1245	364	159	1200	612	108	598	472	538	206	107					
11	Число полученных открепительных  удостоверений	499	25	17	15	20	5	12	9	45	11	2	7	10	5	11	9	3	14	7	5	5	5	13	15	11	3	14	11	5	2	0	15	5	5	12	3	2	7	35	5	12	5	5	15	12	8	15	6	9	5	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	499	25	17	15	20	5	12	9	45	11	2	7	10	5	11	9	3	14	7	5	5	5	13	15	11	3	14	11	5	2	0	15	5	5	12	3	2	7	35	5	12	5	5	15	12	8	15	6	9	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	391	14	15	13	18	10	9	12	12	9	2	5	5	7	11	10	9	7	6	47	6	7	6	1	3	4	5	4	2	3	4	9	1	6	8	10	8	7	4	4	6	6	1	5	9	8	4	3	14	6	6					
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	Богданов Андрей Владимирович	268	13	11	14	11	4	11	10	3	2	2	5	12	7	23	5	3	11	11	6	0	0	7	2	9	1	4	2	2	0	1	11	3	1	1	2	3	7	1	1	13	3	1	7	7	2	5	3	5	0	0					
		1.09%	1.74%	1.48%	1.48%	1.18%	0.78%	1.77%	1.61%	0.48%	0.70%	0.82%	0.75%	1.99%	0.92%	2.66%	0.57%	0.48%	1.22%	1.70%	0.83%	0.00%	0.00%	0.86%	1.56%	1.98%	0.38%	1.17%	0.84%	1.42%	0.00%	0.75%	1.28%	0.99%	0.45%	0.28%	1.18%	1.54%	3.38%	0.17%	0.52%	1.04%	0.77%	0.63%	0.58%	1.13%	1.80%	0.83%	0.63%	0.93%	0.00%	0.00%					
19	Жириновский Владимир Вольфович	2756	78	81	106	128	57	71	59	124	25	30	69	59	99	107	110	81	84	96	62	19	25	104	11	48	41	33	34	16	15	15	80	34	18	34	13	16	31	37	16	128	26	16	110	71	12	67	67	59	16	18					
		11.20%	10.46%	10.92%	11.22%	13.70%	11.15%	11.43%	9.49%	19.94%	8.77%	12.35%	10.38%	9.77%	13.04%	12.38%	12.47%	13.00%	9.33%	14.86%	8.58%	22.35%	15.06%	12.84%	8.59%	10.57%	15.77%	9.62%	14.35%	11.35%	8.62%	11.19%	9.32%	11.18%	8.18%	9.47%	7.69%	8.21%	14.98%	6.46%	8.33%	10.23%	6.68%	10.00%	9.14%	11.49%	10.81%	11.13%	13.99%	10.93%	7.77%	16.67%					
20	Зюганов Геннадий Андреевич	5489	158	186	188	220	111	139	148	96	84	46	148	136	205	218	253	125	258	156	92	21	22	185	17	118	53	58	39	22	30	30	222	42	36	61	53	30	59	135	35	227	74	20	414	125	20	117	78	122	43	14					
		22.30%	21.18%	25.07%	19.89%	23.55%	21.72%	22.38%	23.79%	15.43%	29.47%	18.93%	22.26%	22.52%	27.01%	25.23%	28.68%	20.06%	28.67%	24.15%	12.72%	24.71%	13.25%	22.84%	13.28%	25.99%	20.38%	16.91%	16.46%	15.60%	17.24%	22.39%	25.87%	13.82%	16.36%	16.99%	31.36%	15.38%	28.50%	23.56%	18.23%	18.15%	19.02%	12.50%	34.41%	20.23%	18.02%	19.44%	16.28%	22.59%	20.87%	12.96%					
21	Медведев Дмитрий Анатольевич	15873	490	460	617	567	332	399	399	393	170	161	434	392	446	509	506	406	543	375	558	45	118	507	97	279	164	246	159	100	129	88	530	224	161	259	100	144	110	399	138	877	261	122	669	409	74	409	324	352	147	75					
		64.49%	65.68%	61.99%	65.29%	60.71%	64.97%	64.25%	64.15%	63.18%	59.65%	66.26%	65.26%	64.90%	58.76%	58.91%	57.37%	65.17%	60.33%	58.05%	77.18%	52.94%	71.08%	62.59%	75.78%	61.45%	63.08%	71.72%	67.09%	70.92%	74.14%	65.67%	61.77%	73.68%	73.18%	72.14%	59.17%	73.85%	53.14%	69.63%	71.88%	70.10%	67.10%	76.25%	55.61%	66.18%	66.67%	67.94%	67.64%	65.19%	71.36%	69.44%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
