Выборы Президента Российской Федерации																																																										
																																																										
Наименование Избирательной комиссии:    Среднеахтубинская																																																										
																																																										
Итоги голосования 																																																										
																																																										
		Сумма	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516					
1	"Число избирателей, внесенных в список"	40493	1450	990	1295	1486	963	1028	1013	951	1195	180	404	353	1345	1589	1647	1534	1277	1680	1079	946	511	257	277	141	282	948	1731	588	195	140	170	758	407	546	374	246	228	432	510	1549	499	386	988	833	757	314	136	1176	1719	758	232					
2	Число полученных избирательных бюллетеней	41058	1450	970	1260	1490	950	970	1000	990	1280	178	400	350	1350	1620	1660	1530	1300	1690	1080	970	520	250	280	150	300	970	1770	600	194	150	177	760	410	550	380	240	230	450	570	1540	540	390	1000	840	770	310	139	1200	1790	850	250					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17060	532	358	421	585	376	396	323	466	580	76	166	163	623	707	634	668	466	735	445	343	278	113	131	53	138	397	673	258	116	71	97	362	155	239	164	88	92	248	210	562	198	168	386	278	362	149	62	505	896	384	164					
5	"Число избирательных бюллетеней, выданных вне помещения"	1179	22	26	21	19	17	22	21	16	0	2	13	16	18	32	33	22	41	58	25	29	31	3	10	29	53	90	60	20	0	0	5	29	18	12	13	36	26	13	46	23	26	26	10	30	26	15	7	32	19	18	0					
6	Число погашенных избирательных бюллетеней	22819	896	586	818	886	557	552	656	508	700	100	221	171	709	881	993	840	793	897	610	598	211	134	139	68	109	483	1037	322	78	79	75	369	237	299	203	116	112	189	314	955	316	196	604	532	382	146	70	663	875	448	86					
7	Число избирательных бюллетеней в переносных ящиках	1179	22	26	21	19	17	22	21	16	0	2	13	16	18	32	33	22	41	58	25	29	31	3	10	29	53	90	60	20	0	0	5	29	18	12	13	36	26	13	46	23	26	26	10	30	26	15	7	32	19	18	0					
8	Число бюллетеней в стационарных ящиках для голосования	17056	532	358	421	585	376	396	323	466	580	76	166	163	620	707	634	668	466	735	445	343	278	113	131	53	138	397	673	258	116	71	97	361	155	239	164	88	92	248	210	562	198	168	386	278	362	149	62	505	896	384	164					
9	Число недействительных избирательных бюллетеней	215	10	2	5	14	2	5	3	3	0	1	3	4	4	9	4	7	10	9	1	5	7	1	2	0	2	7	8	5	1	0	2	1	0	3	0	0	1	1	4	8	1	0	8	1	4	2	1	16	23	5	0					
10	Число действительных избирательных бюллетеней	18020	544	382	437	590	391	413	341	479	580	77	176	175	634	730	663	683	497	784	469	367	302	115	139	82	189	480	725	273	115	71	100	389	173	248	177	124	117	260	252	577	223	194	388	307	384	162	68	521	892	397	164					
