Выборы Президента Российской Федерации																																																																																						
Дата голосования: 04.03.2012																																																																																						
																																																																																						
Наименование Избирательной комиссии:    Ленинская																																																																																						
																																																																																						
Сводная таблица итогов голосования																																																																																						
																																																																																						
	Число участковых избирательных комиссий	75																																																																																				
	Число участковых избирательных комиссий, приступивших к передаче сведений	75																																																																																				
																																																																																						
		Сумма	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №3377	УИК №3381	УИК №3382									
1	Число избирателей, включенных в список избирателей	139920	1068	1120	2231	1790	2109	2426	1806	2117	1220	2869	1962	1995	2639	2490	2381	2669	2206	2697	1585	2025	1622	1019	1151	1510	1707	727	639	1400	2461	2497	2742	2925	2551	1113	917	1771	2425	2664	1740	439	1981	1976	2734	2982	723	536	2410	2346	2152	1707	2433	393	339	2365	2074	2575	2277	2810	1183	921	1836	2764	2913	3026	2230	2262	1830	630	1578	2237	595	475	1039	2879	1284									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	130314	977	980	2100	1580	2114	2100	1640	2125	1060	2400	1760	1800	2490	2411	2180	2400	2225	2400	1400	1800	1400	780	900	1425	1635	650	530	1230	2160	2260	2500	2600	2390	1060	850	1210	1900	2400	1629	370	1730	1700	2600	2770	590	460	2270	2200	2000	1702	2200	300	300	2268	1970	2400	2100	2900	1080	800	1803	2600	2700	2945	2000	2070	1700	603	1500	2000	632	500	2650	2850	1600									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	83498	572	925	1172	992	1110	1392	971	1120	660	1716	1044	1146	1583	1513	1466	1436	1092	1630	865	1141	848	526	615	831	1013	443	343	862	1380	1358	1618	1711	1512	716	461	990	1252	1405	870	239	1082	1116	1789	2013	494	325	1559	1652	1380	1028	1401	190	183	1351	1181	1573	1335	2785	586	488	967	1623	1659	1717	1271	1315	1186	309	812	1128	502	413	1039	2812	695									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4159	67	29	139	78	39	68	23	40	27	11	21	13	15	35	32	43	50	26	28	64	44	40	47	67	36	24	36	15	143	139	58	138	24	116	138	199	208	46	151	36	92	21	17	12	28	41	24	33	39	66	90	82	16	46	29	8	16	0	38	14	15	25	38	33	27	12	24	38	57	23	78	0	0	0	524									
6	Число погашенных избирательных бюллетеней	42657	338	26	789	510	965	640	646	965	373	673	695	641	892	863	682	921	1083	744	507	595	508	214	238	527	586	183	151	353	637	763	824	751	854	228	251	21	440	949	608	95	556	563	794	745	68	94	687	515	581	608	709	28	101	871	760	819	749	115	456	298	821	952	1003	1195	702	743	490	256	631	849	52	87	1611	38	381									
