Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Севская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859					
1	"Число избирателей, внесенных в список избирателей"	13207	413	213	345	191	242	466	186	194	238	173	333	394	287	456	246	214	164	84	181	287	408	220	377	375	2664	2340	1114	402					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13900	450	238	375	200	250	500	225	200	250	200	350	425	325	475	275	225	175	100	200	300	400	225	400	379	2771	2462	1100	425					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7115	221	107	163	151	174	208	150	99	140	115	267	319	156	267	165	129	106	54	112	171	254	123	172	202	1243	1205	422	220					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1223	69	71	120	5	8	47	15	13	18	29	20	8	31	35	9	25	3	12	35	50	56	31	100	11	129	100	136	37					
6	Число погашенных избирательных бюллетеней	5562	160	60	92	44	68	245	60	88	92	56	63	98	138	173	101	71	66	34	53	79	90	71	128	166	1399	1157	542	168					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1223	69	71	120	5	8	47	15	13	18	29	20	8	31	35	9	25	3	12	35	50	56	31	100	11	129	100	136	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7115	221	107	163	151	174	208	150	99	140	115	267	319	156	267	165	129	106	54	112	171	254	123	172	202	1243	1205	422	220					
9	Число недействительных избирательных бюллетеней	98	7	0	2	0	1	1	0	2	0	0	7	18	4	1	0	2	0	0	2	2	1	1	6	3	17	15	2	4					
10	Число действительных избирательных бюллетеней	8240	283	178	281	156	181	254	165	110	158	144	280	309	183	301	174	152	109	66	145	219	309	153	266	210	1355	1290	556	253					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	214	2	2	2	2	2	2	7	2	2	2	2	7	22	12	7	7	7	7	12	7	7	2	2	2	31	41	7	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	214	2	2	2	2	2	2	7	2	2	2	2	7	22	12	7	7	7	7	12	7	7	2	2	2	31	41	7	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	52	0	1	1	1	2	1	2	1	0	0	1	1	2	2	3	0	1	0	3	2	0	1	0	2	3	9	10	3					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	13	3	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	865	17	13	33	13	24	35	15	14	13	4	26	30	14	31	16	15	12	9	19	17	13	11	23	25	206	149	50	18					
		10.37%	5.86%	7.30%	11.66%	8.33%	13.19%	13.73%	9.09%	12.50%	8.23%	2.78%	9.06%	9.17%	7.49%	10.26%	9.20%	9.74%	11.01%	13.64%	12.93%	7.69%	4.19%	7.14%	8.46%	11.74%	15.01%	11.42%	8.96%	7.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	993	36	24	25	23	19	23	22	9	24	17	23	20	11	33	31	11	13	8	5	9	27	19	29	31	203	204	65	29					
