Выборы Президента Российской Федерации																																																												
Дата голосования: 04.03.2012																																																												
																																																												
Наименование Избирательной комиссии:    Бузулукская																																																												
																																																												
Сводная таблица итогов голосования																																																												
																																																												
	Число участковых избирательных комиссий	49																																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	49																																																										
																																																												
		Сумма	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356									
1	Число избирателей, включенных в список избирателей	27325	516	410	582	89	159	409	342	125	339	154	1079	551	617	418	128	1685	735	170	955	360	98	499	554	161	586	624	1451	443	365	354	172	1593	430	743	217	581	730	563	508	1096	284	436	455	627	1611	1413	652	151	105									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	27537	516	405	593	92	159	423	344	125	344	149	1078	560	627	420	126	1698	740	172	966	363	97	509	561	163	588	631	1455	448	366	361	178	1604	430	751	219	582	740	563	521	1100	287	441	463	637	1610	1417	649	158	108									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	14011	233	103	298	39	91	219	168	78	202	71	588	298	287	190	60	837	344	89	466	157	51	268	328	59	257	251	815	259	180	205	86	964	218	396	89	287	419	323	286	546	148	306	232	310	776	591	349	104	90									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2425	62	176	67	24	19	52	56	26	15	24	63	84	67	70	24	79	37	14	69	67	33	48	39	4	60	124	8	15	14	39	20	75	32	30	31	80	50	51	79	118	37	19	46	66	84	86	36	6	0									
6	Число погашенных избирательных бюллетеней	11101	221	126	228	29	49	152	120	21	127	54	427	178	273	160	42	782	359	69	431	139	13	193	194	100	271	256	632	174	172	117	72	565	180	325	99	215	271	189	156	436	102	116	185	261	750	740	264	48	18									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2425	62	176	67	24	19	52	56	26	15	24	63	84	67	70	24	79	37	14	69	67	33	48	39	4	60	124	8	15	14	39	20	75	32	30	31	80	50	51	79	118	37	19	46	66	84	86	36	6	0									
8	Число бюллетеней в стационарных ящиках для голосования	14011	233	103	298	39	91	219	168	78	202	71	588	298	287	190	60	837	344	89	466	157	51	268	328	59	257	251	815	259	180	205	86	964	218	396	89	287	419	323	286	546	148	306	232	310	776	591	349	104	90									
9	Число недействительных избирательных бюллетеней	133	1	2	2	0	0	5	3	0	1	0	8	6	7	0	0	9	6	0	2	0	0	4	5	1	0	4	5	3	1	3	1	6	3	1	4	2	4	2	1	10	1	1	4	2	8	3	2	0	0									
10	Число действительных избирательных бюллетеней	16303	294	277	363	63	110	266	221	104	216	95	643	376	347	260	84	907	375	103	533	224	84	312	362	62	317	371	818	271	193	241	105	1033	247	425	116	365	465	372	364	654	184	324	274	374	852	674	383	110	90									
11	Число полученных открепительных  удостоверений	278	3	6	8	3	3	7	4	2	6	2	8	11	4	3	2	11	1	2	6	4	1	5	6	3	3	5	10	6	3	8	3	16	5	7	1	6	8	3	10	10	4	16	10	7	12	6	4	2	2									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	276	3	6	8	3	3	7	4	2	6	2	8	11	4	3	2	11	1	2	6	3	1	5	6	3	3	5	10	6	3	8	3	16	5	7	1	6	8	3	10	10	4	16	10	7	12	6	4	2	1									
13	Число избирателей, проголосовавших по открепительным удостоверениям	132	2	12	3	0	1	2	2	0	0	3	4	0	0	1	4	6	1	0	3	1	2	3	3	1	4	0	6	3	3	1	0	2	1	1	0	2	0	3	1	13	4	6	3	1	8	6	9	1	0									
14	Число неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
15	Число открепительных удостоверений, выданных избирателям ТИК	20	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	3	1	2	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																												
19	Жириновский Владимир Вольфович	1328	13	22	21	2	9	16	16	8	10	6	59	30	27	30	6	80	34	9	35	25	13	33	21	11	43	30	78	20	9	19	17	98	26	44	6	40	52	21	20	52	21	17	29	29	39	40	26	10	6									
