Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Сланцевская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №962									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	37245	1421	1340	1357	1458	1380	1346	1457	1443	1397	1403	1455	1471	1465	1339	1454	1012	547	1422	1338	1546	1436	1459	733	1224	1276	437	465	849	900	734	96	494	91									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26916	1015	984	972	1043	994	947	1044	1020	1017	996	1033	1065	1058	951	1029	655	390	1052	979	1075	1030	1047	592	961	906	329	336	590	716	534	91	372	93									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15414	657	567	652	602	697	644	629	608	707	645	641	672	539	566	621	239	170	404	471	645	499	595	306	572	560	51	156	334	328	274	41	232	90									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1526	27	13	7	29	21	12	3	7	11	10	12	19	10	13	6	163	48	18	27	19	21	18	135	98	33	227	106	205	90	51	26	41	0									
6	Число погашенных избирательных бюллетеней	9976	331	404	313	412	276	291	412	405	299	341	380	374	509	372	402	253	172	630	481	411	510	434	151	291	313	51	74	51	298	209	24	99	3									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1526	27	13	7	29	21	12	3	7	11	10	12	19	10	13	6	163	48	18	27	19	21	18	135	98	33	227	106	205	90	51	26	41	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	15414	657	567	652	602	697	644	629	608	707	645	641	672	539	566	621	239	170	404	471	645	499	595	306	572	560	51	156	334	328	274	41	232	90									
9	Число недействительных избирательных бюллетеней	492	19	14	16	22	21	10	24	25	14	35	27	34	18	18	27	6	2	14	20	28	8	11	13	0	19	2	1	15	5	11	1	12	0									
10	Число действительных избирательных бюллетеней	16448	665	566	643	609	697	646	608	590	704	620	626	657	531	561	600	396	216	408	478	636	512	602	428	670	574	276	261	524	413	314	66	261	90									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	448	10	10	14	10	11	9	10	10	12	12	10	10	10	11	10	2	10	10	12	8	7	40	33	40	10	13	12	30	10	10	2	40	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	418	9	10	11	10	11	9	10	8	12	11	9	9	10	10	9	1	5	8	12	7	7	40	33	40	10	10	12	30	10	10	0	35	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	243	1	10	11	5	10	2	8	9	1	8	12	16	16	2	15	5	7	5	3	8	6	7	11	5	1	11	6	7	19	1	14	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	30	1	0	3	0	0	0	0	2	0	1	1	1	0	1	1	1	5	2	0	1	0	0	0	0	0	3	0	0	0	0	2	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	302	1	2	1	1	1	3	2	1	2	2	2	5	2	0	8	1	0	0	1	0	1	2	68	89	0	0	0	1	105	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	167	8	16	5	8	6	11	10	6	7	9	4	9	3	6	4	2	1	5	5	8	4	5	2	0	5	1	5	1	4	3	1	3	0									
		0.99%	1.17%	2.76%	0.76%	1.27%	0.84%	1.68%	1.58%	0.98%	0.97%	1.37%	0.61%	1.30%	0.55%	1.04%	0.64%	0.50%	0.46%	1.18%	1.00%	1.20%	0.77%	0.82%	0.45%	0.00%	0.84%	0.36%	1.91%	0.19%	0.96%	0.92%	1.49%	1.10%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	387	12	11	15	27	19	12	22	12	14	24	8	20	16	12	23	5	9	7	18	19	8	7	6	5	8	13	4	5	9	7	1	4	5									
		2.28%	1.75%	1.90%	2.28%	4.28%	2.65%	1.83%	3.48%	1.95%	1.95%	3.66%	1.23%	2.89%	2.91%	2.07%	3.67%	1.24%	4.13%	1.66%	3.61%	2.86%	1.54%	1.14%	1.36%	0.75%	1.35%	4.68%	1.53%	0.93%	2.15%	2.15%	1.49%	1.47%	5.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	348	10	13	14	18	19	13	11	12	18	15	13	12	5	9	16	5	7	7	19	23	8	14	6	13	12	4	4	5	10	8	0	4	1									
		2.05%	1.46%	2.24%	2.12%	2.85%	2.65%	1.98%	1.74%	1.95%	2.51%	2.29%	1.99%	1.74%	0.91%	1.55%	2.55%	1.24%	3.21%	1.66%	3.82%	3.46%	1.54%	2.28%	1.36%	1.94%	2.02%	1.44%	1.53%	0.93%	2.39%	2.46%	0.00%	1.47%	1.11%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8766	342	248	288	309	364	341	281	242	343	255	319	306	264	285	288	259	107	200	215	316	296	357	287	388	350	199	205	378	237	224	45	189	39									
		51.75%	50.00%	42.76%	43.70%	48.97%	50.70%	51.98%	44.46%	39.35%	47.77%	38.93%	48.85%	44.28%	48.09%	49.22%	45.93%	64.43%	49.08%	47.39%	43.17%	47.59%	56.92%	58.24%	65.08%	57.91%	59.02%	71.58%	78.24%	70.13%	56.70%	68.92%	67.16%	69.23%	43.33%									
