Выборы Президента Российской Федерации																																																																																																								
Дата голосования: 18.03.2018																																																																																																								
																																																																																																								
Наименование Избирательной комиссии:    Солнечногорская																																																																																																								
																																																																																																								
Сводная таблица итогов голосования																																																																																																								
																																																																																																								
	Число участковых избирательных комиссий	93																																																																																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	93																																																																																																						
																																																																																																								
		Сумма	УИК №2966	УИК №2967	УИК №2968	УИК №2969	УИК №2970	УИК №2971	УИК №2972	УИК №2973	УИК №2974	УИК №2975	УИК №2976	УИК №2977	УИК №2978	УИК №2979	УИК №2980	УИК №2981	УИК №2982	УИК №2983	УИК №2984	УИК №2985	УИК №2986	УИК №2987	УИК №2988	УИК №2989	УИК №2990	УИК №2991	УИК №2992	УИК №2993	УИК №2994	УИК №2995	УИК №2996	УИК №2997	УИК №2998	УИК №2999	УИК №3000	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №4091	УИК №4092	УИК №4093	УИК №4094	УИК №4095	УИК №4096	УИК №4097	УИК №4098	УИК №4099	УИК №4100	УИК №4101	УИК №4102	УИК №4103	УИК №4104	УИК №4105	УИК №4106	УИК №4107	УИК №4108	УИК №4109	УИК №4110	УИК №4111	УИК №4112	УИК №4113	УИК №4114	УИК №4237	УИК №4238									
1	"Число избирателей, включенных в список избирателей"	120576	1593	1968	1307	1409	2671	1804	1924	790	2061	2012	1613	1892	1630	434	1664	1738	1488	1232	1203	1099	1038	1162	972	1206	1040	1043	1159	1590	1899	1364	1185	858	1215	1709	1500	516	485	1662	1950	1500	1426	1288	813	1454	1262	853	2587	1119	1791	1424	1739	805	1324	1011	997	1774	2017	1734	979	1747	895	686	579	958	583	577	1551	1051	1279	1332	1796	1831	1012	972	1312	1384	1264	1055	752	1038	1123	1410	723	1352	938	1160	1276	1342	1228	1534	1062	427	365									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	94880	1170	1440	1030	1080	1540	1390	1590	560	1590	1600	1350	1510	1260	470	1380	1450	1080	1010	900	900	850	920	1300	970	840	800	900	1240	1520	1110	960	620	940	1260	1050	370	310	1220	1510	1320	1150	1160	640	1260	920	660	1860	780	1100	1110	1370	770	1010	810	760	1370	1550	1370	790	1360	610	560	650	670	430	450	1370	780	1000	1060	1380	1300	810	780	1050	1130	1000	810	950	870	950	1030	730	1080	750	820	950	940	970	1280	800	360	450									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	68549	797	1049	612	706	1395	874	1001	469	1089	1067	825	936	908	405	987	988	744	648	600	619	612	679	959	702	455	596	761	832	1058	709	661	451	633	928	803	255	234	1113	1044	803	791	768	420	903	770	389	1533	560	932	958	1062	607	578	621	701	1003	1507	802	483	1014	483	415	341	609	304	311	1020	611	662	677	1005	1046	574	603	681	793	727	600	735	652	595	775	651	640	516	638	754	841	758	802	760	234	327									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2287	42	23	7	15	37	8	29	2	19	23	31	38	35	29	23	15	12	19	13	8	16	19	13	11	4	9	6	9	21	22	15	15	20	33	15	103	23	2	20	247	20	24	9	18	26	32	24	38	26	6	17	14	40	13	19	26	34	54	30	102	41	16	133	26	7	39	5	9	10	14	5	23	9	8	14	8	12	17	17	22	1	9	5	18	9	8	16	9	9	9	2	96	38									
6	Число погашенных избирательных бюллетеней	24041	328	368	411	359	108	508	560	89	482	510	494	536	317	36	370	447	324	343	287	273	222	222	328	257	381	195	133	399	441	379	284	154	287	299	232	12	53	105	446	270	339	368	211	339	124	239	303	182	142	146	291	149	392	176	40	341	9	514	277	244	86	129	176	35	119	100	345	160	328	369	370	231	227	169	355	329	261	193	198	196	354	246	74	422	225	174	180	90	203	469	38	30	85									
