Выборы Президента Российской Федерации																																																																														
Дата голосования: 04.03.2012																																																																														
																																																																														
Наименование Избирательной комиссии:    Солнечногорская																																																																														
																																																																														
Сводная таблица итогов голосования																																																																														
																																																																														
	Число участковых избирательных комиссий	67																																																																												
	Число участковых избирательных комиссий, приступивших к передаче сведений	67																																																																												
																																																																														
		Сумма	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №2864	УИК №2865	УИК №2866	УИК №2867	УИК №2868	УИК №2869	УИК №2870	УИК №2871	УИК №2872	УИК №2873	УИК №2874	УИК №2875	УИК №2876	УИК №2877	УИК №2878									
1	Число избирателей, включенных в список избирателей	118059	2674	3129	2697	2054	1325	2000	2510	732	2327	2132	1973	1360	2088	1605	1903	1738	2430	2359	2586	2886	2382	2248	2791	2744	2559	2459	2651	3332	1868	2617	2328	946	1703	1516	2338	505	365	3059	1601	1332	2692	2802	1218	1150	1110	703	816	787	836	1333	1654	1314	1262	1025	944	1848	2240	1298	2356	1553	686	867	433	751	511	430	1588									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	105640	2430	2820	2480	1940	1330	1820	2130	670	2010	1900	1810	1260	1940	1510	1660	1510	2210	2110	2290	2420	2160	2130	2530	2190	2520	2210	2240	2520	1720	2360	2150	730	1480	1420	2160	430	320	2690	1430	1940	2480	2380	1130	1060	1030	720	730	660	660	1160	1280	910	960	890	880	1610	2040	1170	2050	1470	590	720	390	700	480	370	1540									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	69672	1396	1704	1469	1109	432	1132	1558	491	1598	1391	944	807	1035	915	1123	1003	1284	1403	1993	2057	1332	1304	1977	1791	1669	1758	1334	1714	1246	1494	1876	513	1044	975	1283	275	154	1728	1059	1162	1877	1740	818	671	640	372	455	381	442	755	867	643	896	506	530	970	1184	569	1103	824	284	446	218	471	278	210	990									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4754	62	23	28	28	349	27	63	2	50	22	99	26	43	50	49	18	52	17	24	10	34	57	51	33	8	28	720	499	6	43	32	57	275	73	28	92	25	22	28	170	20	29	10	26	37	34	23	60	34	7	118	80	21	77	16	108	112	63	125	99	106	68	83	25	9	40	1									
6	Число погашенных избирательных бюллетеней	31180	972	1093	983	803	549	661	509	177	362	471	767	427	862	545	488	489	874	690	273	353	794	769	493	366	843	424	186	307	468	823	242	160	161	372	847	63	141	940	336	608	583	611	302	363	353	314	252	219	184	398	295	187	43	307	334	532	744	538	822	547	200	206	89	204	193	120	549									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4754	62	23	28	28	349	27	63	2	50	22	99	26	43	50	49	18	52	17	24	10	34	57	51	33	8	28	720	499	6	43	32	57	275	73	28	92	25	22	28	170	20	29	10	26	37	34	23	60	34	7	118	80	21	77	16	108	112	63	125	99	106	68	83	25	9	40	1									
