Выборы Президента Российской Федерации																					
																					
Наименование Избирательной комиссии:    Дзун-Хемчикская																					
																					
Итоги голосования 																					
																					
		Сумма	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
1	"Число избирателей, внесенных в список"	10927	1180	1256	1178	1232	956	707	458	648	948	515	312	653	482	402					
2	Число полученных избирательных бюллетеней	10978	1125	1346	1112	1192	950	740	468	650	980	536	311	635	536	397					
3	"Число избирательных бюллетеней, выданных  досрочно"	70	0	0	0	0	0	0	0	0	0	53	0	0	0	17					
4	"Число избирательных бюллетеней, выданных в день голосования"	6880	608	629	591	556	745	517	380	528	645	355	211	468	378	269					
5	"Число избирательных бюллетеней, выданных вне помещения"	768	57	19	81	23	128	52	33	43	78	23	33	66	61	71					
6	Число погашенных избирательных бюллетеней	3260	460	698	440	613	77	171	55	79	257	105	67	101	97	40					
7	Число избирательных бюллетеней в переносных ящиках	837	57	18	81	23	128	52	33	43	78	76	33	66	61	88					
8	Число бюллетеней в стационарных ящиках для голосования	6880	608	629	591	556	745	517	380	528	645	355	211	468	378	269					
9	Число недействительных избирательных бюллетеней	91	15	18	7	12	0	6	11	9	6	1	1	0	4	1					
10	Число действительных избирательных бюллетеней	7626	650	629	665	567	873	563	402	562	717	430	243	534	435	356					
11	Число полученных открепительных  удостоверений	200	15	15	15	15	14	14	14	14	14	14	14	14	14	14					
12	Число выданных открепительных удостоверений	72	6	8	11	7	6	6	1	6	7	2	1	7	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	30	3	2	0	1	1	1	2	0	1	4	3	5	4	3					
14	Число неиспользованных открепительных удостоверений	128	9	7	4	8	8	8	13	8	7	12	13	7	14	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																					
18	. Глазьев Сергей Юрьевич	50	7	3	5	4	8	3	2	3	5	2	0	5	3	0					
		0.65%	1.05%	0.46%	0.74%	0.69%	0.92%	0.53%	0.48%	0.53%	0.69%	0.46%	0.00%	0.94%	0.68%	0.00%					
19	. Малышкин Олег Александрович	15	0	1	5	0	1	2	0	1	1	2	0	1	1	0					
		0.19%	0.00%	0.15%	0.74%	0.00%	0.11%	0.35%	0.00%	0.18%	0.14%	0.46%	0.00%	0.19%	0.23%	0.00%					
20	. Миронов Сергей Михайлович	28	5	5	2	3	0	3	1	3	0	0	0	4	1	1					
		0.36%	0.75%	0.77%	0.30%	0.52%	0.00%	0.53%	0.24%	0.53%	0.00%	0.00%	0.00%	0.75%	0.23%	0.28%					
21	. Путин Владимир Владимирович	7207	605	568	615	525	853	534	392	529	689	399	234	513	399	352					
		93.39%	90.98%	87.79%	91.52%	90.67%	97.71%	93.85%	94.92%	92.64%	95.30%	92.58%	95.90%	96.07%	90.89%	98.60%					
22	. Хакамада Ирина Муцуовна	68	11	10	9	5	2	5	3	6	2	4	3	3	4	1					
		0.88%	1.65%	1.55%	1.34%	0.86%	0.23%	0.88%	0.73%	1.05%	0.28%	0.93%	1.23%	0.56%	0.91%	0.28%					
23	. Харитонов Николай Михайлович	243	18	40	26	28	9	15	4	19	18	23	6	8	27	2					
		3.15%	2.71%	6.18%	3.87%	4.84%	1.03%	2.64%	0.97%	3.33%	2.49%	5.34%	2.46%	1.50%	6.15%	0.56%					
																					
24	Против всех	15	4	2	3	2	0	1	0	1	2	0	0	0	0	0					
		0.19%	0.60%	0.31%	0.45%	0.35%	0.00%	0.18%	0.00%	0.18%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
