Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
"Наименование Избирательной комиссии:    Оренбург, Центральная"																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	73137	1373	1963	2562	673	2113	2196	2327	1557	1914	1450	1883	2314	2432	1694	1649	2371	2511	2272	2571	2165	2092	2670	1639	2808	2392	2280	2731	1792	1650	1668	1627	1981	2420	2056	1929	1412									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	61750	1070	1500	1960	470	1700	1780	1950	1280	1630	1240	1600	2100	2140	1480	1500	2070	2250	1700	2200	1820	1800	2270	1400	2320	2000	2000	2350	1600	1400	1450	1320	1630	2250	1780	1640	1100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	25835	438	554	652	264	594	650	657	651	605	563	640	1312	788	577	708	1045	713	762	898	630	720	925	472	1058	980	733	838	441	740	930	606	817	768	732	743	631									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1358	6	27	21	23	14	136	26	49	26	19	166	72	18	29	7	25	11	186	38	13	36	26	26	20	35	80	40	19	23	4	15	16	19	29	17	41									
6	Число погашенных избирательных бюллетеней	34557	626	919	1287	183	1092	994	1267	580	999	658	794	716	1334	874	785	1000	1526	752	1264	1177	1044	1319	902	1242	985	1187	1472	1140	637	516	699	797	1463	1019	880	428									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1357	6	27	21	23	14	136	26	49	26	19	166	72	18	29	7	25	11	186	38	13	36	26	26	20	35	79	40	19	23	4	15	16	19	29	17	41									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	25799	438	554	652	264	594	648	656	651	605	563	640	1312	770	577	708	1045	702	762	898	630	719	925	472	1058	980	732	838	441	740	930	606	817	768	732	741	631									
9	Число недействительных избирательных бюллетеней	701	11	20	21	8	28	21	14	17	18	9	8	36	34	11	9	20	14	22	12	19	25	11	15	15	76	24	17	21	12	16	23	26	14	22	19	13									
10	Число действительных избирательных бюллетеней	26455	433	561	652	279	580	763	668	683	613	573	798	1348	754	595	706	1050	699	926	924	624	730	940	483	1063	939	787	861	439	751	918	598	807	773	739	739	659									
