Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Кагальницкая районная																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №1003	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2458	УИК №2459	УИК №2516	УИК №2517	УИК №2576	УИК №2577	УИК №2578	УИК №2579					
1	"Число избирателей, внесенных в списки избирателей"	24537	206	1432	774	1216	936	573	715	470	196	650	174	228	573	436	706	187	1383	716	1704	1081	313	101	1907	981	667	520	124	139	245	657	56	389	137	318	607	1008	926	181	606	157	142					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22470	200	1295	700	1105	855	530	655	430	195	610	190	210	530	400	620	185	1245	645	1565	985	300	105	1730	880	600	465	130	135	220	605	55	350	135	285	540	910	825	200	550	155	145					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16019	151	738	384	615	549	261	456	369	165	489	165	191	439	290	529	138	1028	528	978	581	205	67	1143	684	478	427	98	103	206	508	49	315	112	226	410	561	718	145	330	107	83					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1320	32	48	39	37	43	81	28	24	14	40	5	19	29	54	36	18	47	46	153	100	0	3	107	15	0	23	6	22	11	28	3	24	18	24	10	54	27	1	36	6	9					
6	Число погашенных избирательных бюллетеней	5131	17	509	277	453	263	188	171	37	16	81	20	0	62	56	55	29	170	71	434	304	95	35	480	181	122	15	26	10	3	69	3	11	5	35	120	295	80	54	184	42	53					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1320	32	48	39	37	43	81	28	24	14	40	5	19	29	54	36	18	47	46	153	100	0	3	107	15	0	23	6	22	11	28	3	24	18	24	10	54	27	1	36	6	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16015	151	738	384	615	549	261	456	369	165	489	165	191	439	290	529	138	1028	528	976	581	205	67	1143	684	478	427	98	103	206	508	49	315	112	226	408	561	718	145	330	107	83					
9	Число недействительных избирательных бюллетеней	142	1	2	4	9	4	3	6	18	1	0	0	0	1	4	0	0	0	5	29	6	1	0	10	0	2	0	3	0	1	4	0	1	0	3	9	7	5	0	3	0	0					
10	Число действительных избирательных бюллетеней	17193	182	784	419	643	588	339	478	375	178	529	170	210	467	340	565	156	1075	569	1100	675	204	70	1240	699	476	450	101	125	216	532	52	338	130	247	409	608	740	146	363	113	92					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	496	5	20	10	20	20	15	7	10	8	10	10	10	10	10	10	5	20	10	34	20	15	5	29	20	10	10	10	5	10	19	5	4	5	10	10	20	20	5	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	350	1	14	9	12	19	15	5	6	7	10	10	0	10	5	10	0	9	6	34	20	15	1	29	8	10	3	6	0	3	19	1	3	0	5	8	13	4	5	10	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	113	1	9	9	2	3	2	2	2	3	0	0	0	3	1	1	0	2	2	6	8	0	2	5	9	5	2	0	0	0	10	2	7	0	4	1	1	3	0	3	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	146	4	6	1	8	1	0	2	4	1	0	0	10	0	5	0	5	11	4	0	0	0	4	0	12	0	7	4	5	7	0	4	1	5	5	2	7	16	0	0	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	252	4	20	7	14	6	7	6	5	2	13	5	4	3	4	14	2	5	10	12	0	16	5	5	0	11	9	2	1	1	11	1	4	0	11	0	9	8	1	12	0	2					
		1.45%	2.19%	2.54%	1.65%	2.15%	1.01%	2.05%	1.24%	1.27%	1.12%	2.46%	2.94%	1.90%	0.64%	1.16%	2.48%	1.28%	0.47%	1.74%	1.06%	0.00%	7.80%	7.14%	0.40%	0.00%	2.30%	2.00%	1.92%	0.80%	0.46%	2.05%	1.92%	1.18%	0.00%	4.40%	0.00%	1.46%	1.07%	0.68%	3.28%	0.00%	2.17%					
19	2.Всероссийская политическая партия «Гражданская Сила»	43	0	2	1	5	3	3	3	1	0	3	0	0	0	0	1	0	1	3	0	0	0	1	2	0	1	1	0	0	0	3	0	0	0	0	0	3	3	0	2	0	1					
		0.25%	0.00%	0.25%	0.24%	0.77%	0.51%	0.88%	0.62%	0.25%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.09%	0.52%	0.00%	0.00%	0.00%	1.43%	0.16%	0.00%	0.21%	0.22%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.40%	0.00%	0.55%	0.00%	1.09%					
20	3.Политическая партия «Демократическая партия России»	11	0	0	1	0	0	1	0	0	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0					
		0.06%	0.00%	0.00%	0.24%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.53%	0.00%	0.09%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1716	7	105	85	109	89	78	57	27	20	65	4	4	63	48	63	14	0	39	169	111	20	13	109	32	32	22	7	14	32	39	2	15	3	42	9	48	55	14	41	6	4					
		9.90%	3.83%	13.36%	20.09%	16.72%	15.03%	22.81%	11.78%	6.87%	11.17%	12.29%	2.35%	1.90%	13.46%	13.95%	11.15%	8.97%	0.00%	6.79%	14.97%	16.30%	9.76%	18.57%	8.72%	4.58%	6.69%	4.89%	6.73%	11.20%	14.75%	7.28%	3.85%	4.42%	2.31%	16.80%	2.15%	7.80%	7.38%	9.59%	11.20%	5.31%	4.35%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	27	0	1	0	0	0	1	1	2	0	0	1	0	0	0	0	2	5	1	0	0	0	0	4	0	1	1	0	0	0	1	0	0	0	0	0	2	1	0	3	0	0					
		0.16%	0.00%	0.13%	0.00%	0.00%	0.00%	0.29%	0.21%	0.51%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	1.28%	0.47%	0.17%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.21%	0.22%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.13%	0.00%	0.82%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	17	0	0	0	4	3	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	1					
		0.10%	0.00%	0.00%	0.00%	0.61%	0.51%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	1.09%					
24	7.Политическая партия «Либерально-демократическая партия России»	936	12	67	33	44	36	24	21	29	6	16	5	10	15	19	26	8	64	29	58	50	13	10	81	18	33	26	5	6	0	18	2	17	2	6	6	34	29	11	40	0	7					
		5.40%	6.56%	8.52%	7.80%	6.75%	6.08%	7.02%	4.34%	7.38%	3.35%	3.02%	2.94%	4.76%	3.21%	5.52%	4.60%	5.13%	5.95%	5.05%	5.14%	7.34%	6.34%	14.29%	6.48%	2.58%	6.90%	5.78%	4.81%	4.80%	0.00%	3.36%	3.85%	5.01%	1.54%	2.40%	1.44%	5.53%	3.89%	7.53%	10.93%	0.00%	7.61%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	725	6	55	47	62	35	11	22	31	13	19	7	5	4	21	44	11	84	38	0	0	9	2	32	0	6	10	3	1	0	20	0	18	0	8	0	50	32	0	16	0	3					
		4.18%	3.28%	6.99%	11.11%	9.51%	5.91%	3.22%	4.55%	7.89%	7.26%	3.59%	4.12%	2.38%	0.85%	6.10%	7.79%	7.05%	7.81%	6.62%	0.00%	0.00%	4.39%	2.86%	2.56%	0.00%	1.26%	2.22%	2.88%	0.80%	0.00%	3.73%	0.00%	5.31%	0.00%	3.20%	0.00%	8.13%	4.30%	0.00%	4.37%	0.00%	3.26%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	82	1	9	1	7	4	4	1	3	0	4	3	5	0	1	4	1	3	5	0	0	2	0	5	0	0	5	0	1	0	4	1	0	0	2	0	4	2	0	0	0	0					
		0.47%	0.55%	1.15%	0.24%	1.07%	0.68%	1.17%	0.21%	0.76%	0.00%	0.76%	1.76%	2.38%	0.00%	0.29%	0.71%	0.64%	0.28%	0.87%	0.00%	0.00%	0.98%	0.00%	0.40%	0.00%	0.00%	1.11%	0.00%	0.80%	0.00%	0.75%	1.92%	0.00%	0.00%	0.80%	0.00%	0.65%	0.27%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13299	151	521	242	395	408	202	364	277	136	406	142	180	382	245	409	116	905	440	852	514	144	39	998	649	386	375	84	102	183	432	46	282	125	176	394	453	599	120	244	107	74					
		76.72%	82.51%	66.28%	57.21%	60.58%	68.92%	59.06%	75.21%	70.48%	75.98%	76.75%	83.53%	85.71%	81.62%	71.22%	72.39%	74.36%	84.19%	76.66%	75.47%	75.48%	70.24%	55.71%	79.84%	92.85%	80.75%	83.33%	80.77%	81.60%	84.33%	80.60%	88.46%	83.19%	96.15%	70.40%	94.26%	73.66%	80.40%	82.19%	66.67%	94.69%	80.43%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	85	1	4	2	3	4	7	3	0	1	3	3	1	0	1	1	2	7	2	9	0	0	0	3	0	5	1	0	0	0	2	0	1	0	2	0	5	7	0	5	0	0					
		0.49%	0.55%	0.51%	0.47%	0.46%	0.68%	2.05%	0.62%	0.00%	0.56%	0.57%	1.76%	0.48%	0.00%	0.29%	0.18%	1.28%	0.65%	0.35%	0.80%	0.00%	0.00%	0.00%	0.24%	0.00%	1.05%	0.22%	0.00%	0.00%	0.00%	0.37%	0.00%	0.29%	0.00%	0.80%	0.00%	0.81%	0.94%	0.00%	1.37%	0.00%	0.00%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
