Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Буйнакская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249					
1	"Число избирателей, внесенных в списки избирателей"	43113	287	1016	409	2121	431	1116	1568	1956	257	1363	727	138	692	412	1312	863	2070	139	2326	1122	740	1730	1686	2230	2149	620	2355	2589	873	1742	1979	1762	1774	433	126					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	42483	303	1016	409	2089	431	1116	1536	1922	257	1331	727	138	685	412	1280	863	2038	139	2294	1090	740	1698	1654	2198	2117	620	2323	2500	873	1710	1943	1730	1742	433	126					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	40654	238	946	389	1897	404	1095	1530	1617	231	1245	727	132	653	391	1237	568	1924	125	2294	1089	710	1636	1605	2174	2117	593	2277	2458	861	1708	1939	1727	1588	403	126					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	391	39	0	0	0	18	0	0	150	0	86	0	5	15	17	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	53	0	0					
6	Число погашенных избирательных бюллетеней	1438	26	70	20	192	9	21	6	155	26	0	0	1	17	4	43	295	114	14	0	1	22	62	49	24	0	27	46	42	12	2	4	3	101	30	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	391	39	0	0	0	18	0	0	150	0	86	0	5	15	17	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	53	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	40654	238	946	389	1897	404	1095	1530	1617	231	1245	727	132	653	391	1237	568	1924	125	2294	1089	710	1636	1605	2174	2117	593	2277	2458	861	1708	1939	1727	1588	403	126					
9	Число недействительных избирательных бюллетеней	21	0	0	0	0	0	0	4	3	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	5	1	0					
10	Число действительных избирательных бюллетеней	41024	277	946	389	1897	422	1095	1526	1764	231	1331	727	137	668	406	1235	568	1924	125	2294	1089	717	1636	1605	2174	2115	593	2277	2458	861	1707	1939	1727	1636	402	126					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	811	10	31	20	20	15	25	20	40	10	15	20	15	15	10	25	30	25	10	25	20	15	25	20	35	40	30	35	25	20	40	40	30	30	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	21	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	790	10	31	20	20	13	25	20	40	10	15	10	15	15	10	25	29	25	10	25	20	15	25	20	35	40	30	35	17	20	40	40	30	30	15	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
