Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Азовская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496					
1	"Число избирателей, внесенных в списки избирателей"	14882	1213	593	952	1102	464	343	169	163	176	808	80	517	1468	222	868	603	258	193	199	444	252	354	1131	166	120	337	61	1358	268					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15790	1180	800	1000	1160	610	360	190	170	190	890	100	520	1550	240	850	610	270	200	190	450	260	350	1230	200	140	360	70	1380	270					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10704	774	570	634	784	447	253	109	136	139	517	72	350	931	194	609	441	194	169	154	368	208	322	704	151	97	224	55	882	216					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	571	59	23	67	26	17	24	10	11	11	23	2	24	60	0	27	26	16	6	8	9	0	0	49	2	6	5	2	50	8					
6	Число погашенных избирательных бюллетеней	4515	347	207	299	350	146	83	71	23	40	350	26	146	559	46	214	143	60	25	28	73	52	28	477	47	37	131	13	448	46					
7	Число избирательных бюллетеней в переносных ящиках для голосования	571	59	23	67	26	17	24	10	11	11	23	2	24	60	0	27	26	16	6	8	9	0	0	49	2	6	5	2	50	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10702	774	570	634	784	447	253	109	136	139	517	72	350	929	194	609	441	194	169	154	368	208	322	704	151	97	224	55	882	216					
9	Число недействительных избирательных бюллетеней	164	9	2	13	8	7	5	1	5	3	8	2	9	8	1	7	4	2	1	1	6	1	5	11	1	3	2	1	27	11					
10	Число действительных избирательных бюллетеней	11109	824	591	688	802	457	272	118	142	147	532	72	365	981	193	629	463	208	174	161	371	207	317	742	152	100	227	56	905	213					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	448	27	10	20	51	15	10	7	7	7	34	6	6	55	7	25	5	12	12	7	15	10	5	22	7	7	8	6	35	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	334	18	4	20	48	8	3	3	5	7	34	6	4	53	1	15	2	9	10	4	12	0	2	22	7	7	4	3	19	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	158	19	11	5	7	9	1	2	1	3	5	1	4	18	1	3	5	5	5	3	1	2	4	11	7	3	3	2	13	4					
14	Число погашенных неиспользованных открепительных удостоверений	114	9	6	0	3	7	7	4	2	0	0	0	2	2	6	10	3	3	2	3	3	10	3	0	0	0	4	3	16	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	364	34	17	32	26	20	4	3	2	2	14	1	21	36	4	24	13	6	2	2	3	0	11	32	4	1	6	2	38	4					
		3.23%	4.08%	2.87%	4.56%	3.21%	4.31%	1.44%	2.52%	1.36%	1.33%	2.59%	1.35%	5.61%	3.64%	2.06%	3.77%	2.78%	2.86%	1.14%	1.23%	0.80%	0.00%	3.42%	4.25%	2.61%	0.97%	2.62%	3.51%	4.08%	1.79%					
19	2.Всероссийская политическая партия «Гражданская Сила»	42	4	1	3	15	0	1	0	0	0	0	0	0	1	0	2	4	1	0	0	0	0	0	0	1	0	1	1	5	2					
