Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Азовская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503					
1	"Число избирателей, внесенных в список избирателей"	16361	1176	976	986	1189	647	368	175	164	169	896	87	537	1683	247	923	856	232	219	443	233	354	1340	161	130	399	74	1413	284					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16425	1120	975	1005	1185	640	365	170	160	170	915	95	540	1680	250	930	850	235	220	435	235	340	1360	210	145	405	75	1435	280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9897	664	596	595	806	424	222	109	92	104	538	75	289	785	165	549	582	170	139	339	141	272	737	155	110	227	72	772	168					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	549	61	17	55	20	16	34	11	17	19	50	5	21	24	0	31	21	13	7	6	16	13	20	6	5	17	0	37	7					
6	Число погашенных избирательных бюллетеней	5979	395	362	355	359	200	109	50	51	47	327	15	230	871	85	350	247	52	74	90	78	55	603	49	30	161	3	626	105					
7	Число избирательных бюллетеней в переносных ящиках для голосования	549	61	17	55	20	16	34	11	17	19	50	5	21	24	0	31	21	13	7	6	16	13	20	6	5	17	0	37	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9897	664	596	595	806	424	222	109	92	104	538	75	289	785	165	549	582	170	139	339	141	272	737	155	110	227	72	772	168					
9	Число недействительных избирательных бюллетеней	155	19	11	5	10	6	0	2	3	2	9	0	8	14	0	4	10	2	2	4	5	3	7	1	1	7	0	15	5					
10	Число действительных избирательных бюллетеней	10291	706	602	645	816	434	256	118	106	121	579	80	302	795	165	576	593	181	144	341	152	282	750	160	114	237	72	794	170					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	384	25	15	20	45	10	5	5	5	5	30	5	5	40	5	15	20	10	5	10	5	5	30	10	9	10	5	25	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	242	7	12	17	31	7	0	1	0	5	25	5	0	12	5	10	18	7	4	2	3	0	22	10	9	9	1	20	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	99	4	4	0	15	5	6	1	1	0	0	2	5	8	1	5	7	3	1	2	2	2	4	2	2	2	2	8	5					
14	Число погашенных неиспользованных открепительных удостоверений	142	18	3	3	14	3	5	4	5	0	5	0	5	28	0	5	2	3	1	8	2	5	8	0	0	1	4	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	981	69	53	63	100	22	33	9	2	6	45	2	23	111	17	55	64	14	9	40	6	9	82	11	2	29	0	87	18					
		9.39%	9.52%	8.65%	9.69%	12.11%	5.00%	12.89%	7.50%	1.83%	4.88%	7.65%	2.50%	7.42%	13.72%	10.30%	9.48%	10.61%	7.65%	6.16%	11.59%	3.82%	3.16%	10.83%	6.83%	1.74%	11.89%	0.00%	10.75%	10.29%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1406	107	98	91	82	75	34	11	9	14	58	4	36	130	3	88	104	23	34	59	9	43	127	23	9	24	3	96	12					
		13.46%	14.76%	15.99%	14.00%	9.93%	17.05%	13.28%	9.17%	8.26%	11.38%	9.86%	5.00%	11.61%	16.07%	1.82%	15.17%	17.25%	12.57%	23.29%	17.10%	5.73%	15.09%	16.78%	14.29%	7.83%	9.84%	4.17%	11.87%	6.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	85	2	5	6	1	3	1	1	1	1	9	0	0	8	1	6	8	3	0	0	2	0	7	1	0	5	0	11	3					
		0.81%	0.28%	0.82%	0.92%	0.12%	0.68%	0.39%	0.83%	0.92%	0.81%	1.53%	0.00%	0.00%	0.99%	0.61%	1.03%	1.33%	1.64%	0.00%	0.00%	1.27%	0.00%	0.92%	0.62%	0.00%	2.05%	0.00%	1.36%	1.71%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2541	225	186	205	251	100	41	25	17	14	124	5	115	208	26	148	120	23	38	108	29	39	163	21	14	56	9	196	35					
