Выборы Президента Российской Федерации																																																				
Дата голосования: 02.03.2008																																																				
																																																				
Наименование Избирательной комиссии:    Первомайская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
	Число участковых избирательных комиссий	45																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	45																																																		
																																																				
		Сумма	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338					
1	"Число избирателей, включенных в списки избирателей"	21054	165	670	324	592	204	552	200	545	390	183	218	884	74	89	88	744	180	205	79	174	619	101	144	363	814	112	640	2406	1002	1798	1533	349	252	153	124	158	68	253	400	625	431	466	288	778	617					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19485	165	600	300	550	200	500	200	500	350	185	220	800	75	90	90	700	185	205	80	180	600	105	145	350	750	115	600	2000	950	1500	1400	350	250	155	130	160	70	250	400	600	400	450	280	700	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	13340	132	434	242	320	154	366	165	356	324	142	141	648	60	72	74	550	117	146	67	148	401	89	117	261	549	79	399	1145	599	867	821	257	181	116	75	127	59	200	300	428	280	294	233	415	390					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1153	4	44	12	112	11	34	0	38	8	5	13	30	0	0	0	25	19	3	6	15	40	3	6	0	54	6	66	61	20	52	168	0	8	5	0	0	0	0	5	37	14	62	5	99	63					
6	Число погашенных избирательных бюллетеней	4992	29	122	46	118	35	100	35	106	18	38	66	122	15	18	16	125	49	56	7	17	159	13	22	89	147	30	135	794	331	581	411	93	61	34	55	33	11	50	95	135	106	94	42	186	147					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1153	4	44	12	112	11	34	0	38	8	5	13	30	0	0	0	25	19	3	6	15	40	3	6	0	54	6	66	61	20	52	168	0	8	5	0	0	0	0	5	37	14	62	5	99	63					
8	Число бюллетеней в стационарных ящиках для голосования	13340	132	434	242	320	154	366	165	356	324	142	141	648	60	72	74	550	117	146	67	148	401	89	117	261	549	79	399	1145	599	867	821	257	181	116	75	127	59	200	300	428	280	294	233	415	390					
9	Число недействительных избирательных бюллетеней	123	0	3	4	0	1	3	3	6	3	1	1	5	0	0	0	9	0	1	0	0	11	0	0	1	16	0	3	9	1	11	9	3	3	0	1	0	0	3	0	2	1	6	1	0	2					
10	Число действительных избирательных бюллетеней	14370	136	475	250	432	164	397	162	388	329	146	153	673	60	72	74	566	136	148	73	163	430	92	123	260	587	85	462	1197	618	908	980	254	186	121	74	127	59	197	305	463	293	350	237	514	451					
11	Число полученных открепительных  удостоверений	145	2	3	2	4	1	4	1	4	2	2	2	3	1	1	1	4	1	2	1	2	4	1	1	2	4	2	4	15	10	15	6	2	3	2	1	1	1	2	4	4	2	7	2	3	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	78	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	1	4	0	3	13	10	11	6	0	1	0	0	0	0	0	2	0	2	7	0	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	50	2	2	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	1	1	1	2	1	1	0	2	0	6	3	0	1	0	0	1	0	1	1	0	9	1	1	4	1					
14	Число неиспользованных открепительных удостоверений	67	2	2	2	2	1	1	1	4	2	2	2	3	1	1	1	4	1	2	1	1	0	1	0	1	0	2	1	2	0	4	0	2	2	2	1	1	1	2	2	4	0	0	2	0	1					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
