Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Пустошкинская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408					
1	"Число избирателей, внесенных в списки избирателей"	8956	2186	2259	548	180	246	487	319	349	172	107	221	363	166	230	380	310	133	300					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8565	2115	2162	531	163	231	459	312	328	163	103	210	346	152	219	381	274	127	289					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4378	1258	1245	231	83	117	181	124	133	50	41	89	155	77	88	189	141	49	127					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1452	95	104	132	43	43	145	98	80	64	37	73	91	44	86	94	89	53	81					
6	Число погашенных избирательных бюллетеней	2735	762	813	168	37	71	133	90	115	49	25	48	100	31	45	98	44	25	81					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1452	95	104	132	43	43	145	98	80	64	37	73	91	44	86	94	89	53	81					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4377	1258	1245	231	83	116	181	124	133	50	41	89	155	77	88	189	141	49	127					
9	Число недействительных избирательных бюллетеней	36	7	10	4	1	1	1	0	3	2	0	1	2	0	2	1	0	0	1					
10	Число действительных избирательных бюллетеней	5793	1346	1339	359	125	158	325	222	210	112	78	161	244	121	172	282	230	102	207					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	179	41	43	10	3	5	9	6	6	3	2	4	6	3	6	17	6	3	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	64	18	12	0	0	3	1	5	2	0	0	2	1	2	0	17	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	49	12	7	2	0	1	1	1	7	3	0	1	2	1	2	2	0	2	5					
14	Число погашенных неиспользованных открепительных удостоверений	115	23	31	10	3	2	8	1	4	3	2	2	5	1	6	0	5	3	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	237	41	37	21	4	7	12	8	12	6	1	5	6	8	8	26	17	9	9					
		4.07%	3.03%	2.74%	5.79%	3.17%	4.40%	3.68%	3.60%	5.63%	5.26%	1.28%	3.09%	2.44%	6.61%	4.60%	9.19%	7.39%	8.82%	4.33%					
19	2.Всероссийская политическая партия «Гражданская Сила»	33	13	11	1	2	0	1	1	0	0	0	0	1	0	0	2	0	0	1					
		0.57%	0.96%	0.82%	0.28%	1.59%	0.00%	0.31%	0.45%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.71%	0.00%	0.00%	0.48%					
20	3.Политическая партия «Демократическая партия России»	14	3	2	0	0	2	1	1	0	1	1	1	0	1	0	1	0	0	0					
		0.24%	0.22%	0.15%	0.00%	0.00%	1.26%	0.31%	0.45%	0.00%	0.88%	1.28%	0.62%	0.00%	0.83%	0.00%	0.35%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1008	253	281	64	10	34	36	26	43	23	12	19	39	25	20	37	40	20	26					
		17.29%	18.70%	20.83%	17.63%	7.94%	21.38%	11.04%	11.71%	20.19%	20.18%	15.38%	11.73%	15.85%	20.66%	11.49%	13.07%	17.39%	19.61%	12.50%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	13	6	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1					
