Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Пустошкинская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403					
1	"Число избирателей, внесенных в список избирателей"	8328	1528	580	977	1143	522	163	231	454	302	311	137	91	189	337	155	196	346	289	116	261					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7598	1414	531	877	1040	458	139	204	420	280	293	126	83	178	313	138	182	322	247	111	242					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3480	780	249	401	561	179	75	88	143	110	110	34	34	68	122	56	65	151	114	44	96					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1181	40	28	61	37	91	37	46	128	80	70	40	31	47	80	43	64	60	92	42	64					
6	Число погашенных избирательных бюллетеней	2937	594	254	415	442	188	27	70	149	90	113	52	18	63	111	39	53	111	41	25	82					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1181	40	28	61	37	91	37	46	128	80	70	40	31	47	80	43	64	60	92	42	64					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3480	780	249	401	561	179	75	88	143	110	110	34	34	68	122	56	65	151	114	44	96					
9	Число недействительных избирательных бюллетеней	51	10	1	3	6	5	1	1	2	2	6	1	0	2	2	1	0	1	4	1	2					
10	Число действительных избирательных бюллетеней	4610	810	276	459	592	265	111	133	269	188	174	73	65	113	200	98	129	210	202	85	158					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	159	29	10	15	23	7	3	5	8	6	7	4	2	5	7	3	4	8	5	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	138	29	5	15	17	3	3	5	8	6	7	1	0	5	7	3	3	8	5	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	112	24	7	12	19	1	3	6	5	5	2	2	4	2	4	6	4	2	3	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	21	0	5	0	6	4	0	0	0	0	0	3	2	0	0	0	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	2	1	1	3	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	962	177	55	113	134	47	16	29	43	52	33	12	13	27	40	23	22	52	31	7	36					
		20.64%	21.59%	19.86%	24.46%	22.41%	17.41%	14.29%	21.64%	15.87%	27.37%	18.33%	16.22%	20.00%	23.48%	19.80%	23.23%	17.05%	24.64%	15.05%	8.14%	22.50%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	560	91	36	37	87	23	17	8	48	15	13	9	9	22	20	13	19	30	28	11	24					
