Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Луховицкая																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256					
1	"Число избирателей, внесенных в списки"	50535	1244	302	1183	1375	1373	1204	500	1507	984	1418	1444	1556	1911	1475	1450	1580	1788	1727	1122	1275	1131	1184	712	1040	972	919	695	299	1297	345	198	268	551	499	648	1081	932	480	481	190	653	569	267	311	197	589	1183	1328	972	779	549	327	1758	713					
2	"Число бюллетеней, полученных участковыми комиссиями"	50458	1190	301	1153	1373	1373	1194	495	1499	888	1410	1437	1550	1914	1474	1444	1583	1790	1730	1121	1278	1140	1167	706	1041	981	900	718	300	1292	344	195	259	579	501	660	1027	977	463	600	196	665	568	261	318	208	587	1190	1340	959	780	555	329	1749	706					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	31368	672	240	652	808	833	595	239	898	601	843	839	887	1166	821	888	1028	1109	1041	647	805	783	763	316	559	612	556	606	172	807	218	135	194	453	284	451	850	644	291	347	92	421	265	198	208	146	379	832	1096	634	526	314	180	1030	394					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	4163	117	15	143	46	48	125	98	40	67	42	15	51	49	56	24	25	68	42	31	62	6	112	176	142	126	161	3	52	219	103	43	47	40	113	24	55	89	107	134	73	92	155	28	64	13	63	57	32	120	131	114	73	152	80					
6	Число погашенных бюллетеней	14927	401	46	358	519	492	474	158	561	220	525	583	612	699	597	532	530	613	647	443	411	351	292	214	340	243	183	109	76	266	23	17	18	86	104	185	122	244	65	119	31	152	148	35	46	49	145	301	212	205	123	127	76	567	232					
7	Число бюллетеней в переносных ящиках для голосования	4163	117	15	143	46	48	125	98	40	67	42	15	51	49	56	24	25	68	42	31	62	6	112	176	142	126	161	3	52	219	103	43	47	40	113	24	55	89	107	134	73	92	155	28	64	13	63	57	32	120	131	114	73	152	80					
8	Число бюллетеней в стационарных ящиках для голосования	31368	672	240	652	808	833	595	239	898	601	843	835	887	1166	820	888	1046	1109	1041	647	805	780	761	316	559	612	555	603	172	807	218	135	194	453	284	451	850	644	291	347	92	419	265	198	208	146	379	830	1096	634	526	314	180	1030	394					
9	Число недействительных бюллетеней	671	12	2	15	9	12	8	8	12	8	18	25	14	18	10	17	15	22	13	12	17	10	14	6	8	19	10	0	4	34	2	0	7	7	12	17	10	26	10	7	7	13	15	3	8	8	18	33	11	15	6	6	1	38	19					
10	Число действительных бюллетеней	34860	777	253	780	845	869	712	329	926	660	867	825	924	1197	866	895	1056	1155	1070	666	850	776	859	486	693	719	706	606	220	992	319	178	234	486	385	458	895	707	388	474	158	498	405	223	264	151	424	854	1117	739	651	422	252	1144	455					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1247	52	0	37	10	20	5	0	10	10	10	10	9	10	10	10	16	13	24	13	10	22	20	10	10	19	25	50	10	40	25	13	10	55	20	20	30	75	40	60	10	30	18	10	30	10	30	40	55	14	92	35	10	20	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1208	52	0	36	10	20	5	0	10	8	7	9	8	10	5	6	16	13	22	10	10	22	20	10	10	19	25	50	10	40	23	9	10	52	20	20	30	75	40	59	10	30	18	10	30	10	30	33	55	14	92	35	10	20	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	327	5	0	10	8	6	10	1	9	6	7	8	8	1	7	5	7	6	9	6	6	4	9	3	5	12	3	0	4	2	12	5	20	8	9	4	17	2	14	1	2	6	5	4	2	3	0	5	2	0	10	4	5	16	4					
