Выборы Президента Российской Федерации																																																																			
Дата голосования: 02.03.2008																																																																			
																																																																			
Наименование Избирательной комиссии:    Петроградская N18																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
	Число участковых избирательных комиссий	60																																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	60																																																																	
																																																																			
		Сумма	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366					
1	"Число избирателей, включенных в списки избирателей"	96235	1668	1547	1852	1453	2228	1528	1442	1738	2041	1886	2228	1431	2161	1890	1149	1129	1191	1949	1970	1587	1188	1503	1713	1897	941	1778	1482	1199	1260	1356	2046	1155	2325	455	456	1815	1404	1884	2779	1341	1477	2132	1555	1096	908	1297	2008	3189	3056	1615	1967	916	1005	1933	2270	1121	1839	1782	481	543					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	92850	1600	1400	1800	1400	2200	1500	1400	1700	2000	1900	2200	1400	2000	1800	1000	1500	1200	1900	1900	1500	1200	1400	1700	1900	1000	1700	1400	1000	1200	1300	2000	1000	2400	500	500	1800	1400	1800	2500	1300	1400	2000	1500	1100	700	1300	2000	3400	2700	1700	1800	800	1000	1600	2300	1100	1600	1500	500	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	72712	1310	1087	921	1098	1634	1097	1027	1318	1513	1420	1719	1003	1306	1180	769	1056	893	1419	1150	1278	838	1168	1449	1670	824	1246	1303	766	992	1049	1686	867	1673	455	456	1487	1036	1360	2010	907	1002	1903	1056	996	545	1283	1752	3013	2204	1450	1464	508	780	1355	1551	695	1499	1220	481	515					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1898	70	112	10	12	16	11	81	24	23	52	28	15	28	17	12	5	16	18	14	10	12	15	34	41	50	22	23	86	4	17	63	55	47	0	0	20	34	15	33	19	19	12	15	11	24	2	32	8	20	10	21	180	21	48	37	109	16	121	0	28					
6	Число погашенных избирательных бюллетеней	18240	220	201	869	290	550	392	292	358	464	428	453	382	666	603	219	439	291	463	736	212	350	217	217	189	126	432	74	148	204	234	251	78	680	45	44	293	330	425	457	374	379	85	429	93	131	15	216	379	476	240	315	112	199	197	712	296	85	159	19	7					
