Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    территориальная избирательная комиссия Судогодского района																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594					
1	"Число избирателей, внесенных в списки избирателей"	32801	1785	1724	1683	2196	1751	1525	1115	1862	1610	809	793	241	764	1222	201	1036	1130	329	463	407	281	92	935	618	287	234	637	487	1018	426	1407	1145	100	177	410	167	638	349	747					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29075	1570	1550	1455	1920	1570	1425	965	1620	1425	720	725	215	605	1100	185	930	985	280	410	360	245	75	830	535	265	205	550	420	915	380	1270	1030	90	165	375	155	580	310	665					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16656	881	888	883	1228	1030	807	461	837	768	430	404	97	425	822	102	555	565	102	219	255	147	55	448	293	134	79	291	247	495	185	795	576	26	71	207	56	286	166	340					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1416	35	30	48	38	12	11	66	21	27	22	33	42	59	40	15	33	61	72	44	23	17	7	76	29	0	62	44	22	52	25	44	39	25	8	60	52	31	23	68					
6	Число погашенных избирательных бюллетеней	11003	654	632	524	654	528	607	438	762	630	268	288	76	121	238	68	342	359	106	147	82	81	13	306	213	131	64	215	151	368	170	431	415	39	86	108	47	263	121	257					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1416	35	30	48	38	12	11	66	21	27	22	33	42	59	40	15	33	61	72	44	23	17	7	76	29	0	62	44	22	52	25	44	39	25	8	60	52	31	23	68					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16648	881	888	882	1226	1030	807	461	837	768	430	404	97	425	822	102	555	565	102	219	255	147	55	448	293	134	79	291	247	491	185	795	576	26	71	207	56	286	166	339					
9	Число недействительных избирательных бюллетеней	209	11	13	12	17	8	14	4	9	10	5	3	1	6	9	2	10	7	2	2	4	3	3	10	1	2	1	1	1	2	0	10	4	0	4	2	3	2	5	6					
10	Число действительных избирательных бюллетеней	17855	905	905	918	1247	1034	804	523	849	785	447	434	138	478	853	115	578	619	172	261	274	161	59	514	321	132	140	334	268	541	210	829	611	51	75	265	105	315	184	401					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	535	25	25	32	30	43	25	15	25	20	15	15	5	10	20	5	20	10	5	10	5	5	5	15	10	5	5	10	5	15	5	25	15	5	5	10	5	10	5	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	321	15	19	30	25	38	13	6	12	7	1	8	1	10	16	5	20	5	4	5	2	2	1	10	2	0	0	3	1	12	1	21	12	0	5	0	0	4	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	178	10	9	5	4	6	12	5	2	0	4	2	1	20	9	4	3	4	4	7	5	2	5	5	7	0	2	1	2	3	4	8	2	5	1	2	1	2	4	6					
14	Число погашенных неиспользованных открепительных удостоверений	214	10	6	2	5	5	12	9	13	13	14	7	4	0	4	0	0	5	1	5	3	3	4	5	8	5	5	7	4	3	4	4	3	5	0	10	5	6	4	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	436	13	21	16	19	28	11	13	20	7	2	13	4	11	30	9	12	20	6	6	4	4	1	13	23	2	2	14	9	10	14	29	15	2	0	6	1	8	1	17					
		2.41%	1.42%	2.29%	1.72%	1.50%	2.69%	1.34%	2.47%	2.33%	0.88%	0.44%	2.97%	2.88%	2.27%	3.48%	7.69%	2.04%	3.19%	3.45%	2.28%	1.44%	2.44%	1.61%	2.48%	7.14%	1.49%	1.42%	4.18%	3.35%	1.84%	6.67%	3.46%	2.44%	3.92%	0.00%	2.25%	0.93%	2.52%	0.53%	4.18%					
19	2.Всероссийская политическая партия «Гражданская Сила»	110	8	7	9	9	6	2	3	5	1	2	0	0	2	14	0	3	4	0	1	0	0	0	2	6	0	0	1	1	3	1	7	3	1	0	2	0	2	1	4					
		0.61%	0.87%	0.76%	0.97%	0.71%	0.58%	0.24%	0.57%	0.58%	0.13%	0.44%	0.00%	0.00%	0.41%	1.62%	0.00%	0.51%	0.64%	0.00%	0.38%	0.00%	0.00%	0.00%	0.38%	1.86%	0.00%	0.00%	0.30%	0.37%	0.55%	0.48%	0.83%	0.49%	1.96%	0.00%	0.75%	0.00%	0.63%	0.53%	0.98%					
20	3.Политическая партия «Демократическая партия России»	30	0	1	0	4	0	2	1	1	0	0	0	0	1	2	0	2	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	2	0	0	2	1	2	0	3					
		0.17%	0.00%	0.11%	0.00%	0.32%	0.00%	0.24%	0.19%	0.12%	0.00%	0.00%	0.00%	0.00%	0.21%	0.23%	0.00%	0.34%	0.16%	0.00%	0.38%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.37%	0.18%	0.00%	0.12%	0.33%	0.00%	0.00%	0.75%	0.93%	0.63%	0.00%	0.74%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2695	94	122	139	207	181	105	93	127	145	85	64	29	49	158	11	84	90	12	24	33	23	12	99	38	15	26	56	38	73	24	140	87	13	15	52	29	24	12	67					
		14.92%	10.26%	13.29%	14.95%	16.38%	17.37%	12.84%	17.65%	14.80%	18.24%	18.81%	14.65%	20.86%	10.12%	18.33%	9.40%	14.29%	14.38%	6.90%	9.13%	11.87%	14.02%	19.35%	18.89%	11.80%	11.19%	18.44%	16.72%	14.13%	13.44%	11.43%	16.69%	14.15%	25.49%	18.99%	19.48%	26.85%	7.57%	6.35%	16.46%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	117	2	14	3	3	7	7	4	1	10	3	0	0	8	5	0	5	4	1	1	0	0	0	0	1	0	0	0	3	8	0	17	6	0	0	1	0	1	1	1					
		0.65%	0.22%	1.53%	0.32%	0.24%	0.67%	0.86%	0.76%	0.12%	1.26%	0.66%	0.00%	0.00%	1.65%	0.58%	0.00%	0.85%	0.64%	0.57%	0.38%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	1.12%	1.47%	0.00%	2.03%	0.98%	0.00%	0.00%	0.37%	0.00%	0.32%	0.53%	0.25%					
23	6.Политическая партия «Партия социальной справедливости»	39	2	3	1	5	1	1	0	2	2	2	0	0	0	4	0	2	5	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	2					
		0.22%	0.22%	0.33%	0.11%	0.40%	0.10%	0.12%	0.00%	0.23%	0.25%	0.44%	0.00%	0.00%	0.00%	0.46%	0.00%	0.34%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.71%	0.30%	0.00%	0.00%	0.48%	0.12%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.49%					
24	7.Политическая партия «Либерально-демократическая партия России»	1798	85	94	63	117	89	94	60	91	68	57	36	9	76	106	16	63	72	27	31	20	19	1	47	38	12	18	24	24	59	16	96	55	2	4	22	6	28	22	31					
		9.95%	9.28%	10.24%	6.77%	9.26%	8.54%	11.49%	11.39%	10.61%	8.55%	12.61%	8.24%	6.47%	15.70%	12.30%	13.68%	10.71%	11.50%	15.52%	11.79%	7.19%	11.59%	1.61%	8.97%	11.80%	8.96%	12.77%	7.16%	8.92%	10.87%	7.62%	11.44%	8.94%	3.92%	5.06%	8.24%	5.56%	8.83%	11.64%	7.62%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1826	119	90	117	154	131	90	39	74	62	34	33	6	43	93	2	84	88	16	19	17	10	0	46	35	7	5	25	14	53	11	85	82	5	5	24	2	52	30	24					
