Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Ленинская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781					
1	"Число избирателей, внесенных в списки избирателей"	84558	2080	1683	2163	2037	2237	1517	1274	1437	1385	2096	1713	1575	2973	1287	2097	2348	2381	1102	2642	1371	1446	1704	1698	1718	2289	2571	2629	2069	2390	2048	1927	2545	2169	2685	2251	2147	2350	2318	2435	2842	738	236	750	385	423	397					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	81680	2450	1600	2000	2000	2100	1400	1200	1350	1300	2250	1650	1400	2750	1100	2150	2200	2250	1100	2550	1400	1400	1650	1750	1650	2150	2350	2550	1950	2200	1900	2050	2500	2100	2550	2100	2050	2250	2300	2250	2650	630	300	750	450	450	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	67528	1609	1518	1688	1758	1653	1022	1098	1034	1151	1732	1450	1149	2195	746	1496	1630	1510	847	2140	1132	1139	1540	1530	1582	1800	1779	2067	1832	2123	1800	1542	2128	2035	2292	1566	1832	2013	2002	1921	2234	582	141	750	241	356	143					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	7533	470	81	204	189	167	155	93	281	149	103	188	128	221	183	181	148	458	120	299	68	191	74	51	1	350	294	212	81	66	53	292	289	65	216	66	87	123	160	165	240	11	95	0	144	67	254					
6	Число погашенных избирательных бюллетеней	6619	371	1	108	53	280	223	9	35	0	415	12	123	334	171	473	422	282	133	111	200	70	36	169	67	0	277	271	37	11	47	216	83	0	42	468	131	114	138	164	176	37	64	0	65	27	153					
7	Число избирательных бюллетеней в переносных ящиках для голосования	7525	470	81	204	189	167	155	93	281	149	103	188	128	221	183	181	148	458	120	299	68	191	74	51	1	350	294	204	81	66	53	292	289	65	216	66	87	123	160	165	240	11	95	0	144	67	254					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	67511	1609	1518	1688	1758	1653	1014	1098	1034	1151	1732	1450	1149	2195	744	1496	1630	1508	847	2140	1132	1139	1540	1530	1582	1800	1779	2067	1832	2118	1800	1542	2128	2035	2292	1566	1832	2013	2002	1921	2234	582	141	750	241	356	143					
9	Число недействительных избирательных бюллетеней	549	8	0	3	3	4	129	5	0	0	5	0	2	1	37	17	5	14	0	2	18	2	6	0	11	0	41	7	2	25	12	2	10	0	21	41	14	5	0	23	35	23	4	0	6	6	0					
10	Число действительных избирательных бюллетеней	74487	2071	1599	1889	1944	1816	1040	1186	1315	1300	1830	1638	1275	2415	890	1660	1773	1952	967	2437	1182	1328	1608	1581	1572	2150	2032	2264	1911	2159	1841	1832	2407	2100	2487	1591	1905	2131	2162	2063	2439	570	232	750	379	417	397					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2746	80	63	60	70	80	60	50	46	50	97	60	50	90	50	60	80	62	40	80	65	67	70	75	50	70	70	95	60	75	60	69	70	80	70	75	70	70	55	80	72	50	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2444	74	63	56	68	78	46	45	38	43	78	44	41	83	28	58	68	53	31	74	63	59	61	75	30	64	69	92	60	75	48	67	62	67	70	66	51	70	55	80	72	19	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2506	258	31	166	55	111	46	78	30	133	40	32	187	50	22	17	29	9	25	18	29	21	200	78	33	67	56	53	18	24	21	16	16	0	23	74	18	24	10	58	25	47	80	0	26	124	28					
14	Число погашенных неиспользованных открепительных удостоверений	302	6	0	4	2	2	14	5	8	7	19	16	9	7	22	2	12	9	9	6	2	8	9	0	20	6	1	3	0	0	12	2	8	13	0	9	19	0	0	0	0	31	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	1.Политическая партия «Аграрная партия России»	250	10	7	3	1	4	8	1	0	0	8	1	15	8	2	11	1	14	3	1	3	15	8	8	7	1	13	4	0	6	0	5	1	0	18	18	4	11	3	1	18	4	1	1	0	2	0					
		0.33%	0.48%	0.44%	0.16%	0.05%	0.22%	0.68%	0.08%	0.00%	0.00%	0.44%	0.06%	1.17%	0.33%	0.22%	0.66%	0.06%	0.71%	0.31%	0.04%	0.25%	1.13%	0.50%	0.51%	0.44%	0.05%	0.63%	0.18%	0.00%	0.27%	0.00%	0.27%	0.04%	0.00%	0.72%	1.10%	0.21%	0.51%	0.14%	0.05%	0.73%	0.67%	0.42%	0.13%	0.00%	0.47%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	233	10	3	3	3	3	4	3	0	0	14	0	3	6	2	5	29	11	1	2	13	7	2	4	6	3	14	3	3	4	0	4	5	0	12	12	8	9	0	0	17	5	0	0	0	0	0					
		0.31%	0.48%	0.19%	0.16%	0.15%	0.16%	0.34%	0.25%	0.00%	0.00%	0.76%	0.00%	0.23%	0.25%	0.22%	0.30%	1.63%	0.56%	0.10%	0.08%	1.08%	0.53%	0.12%	0.25%	0.38%	0.14%	0.68%	0.13%	0.16%	0.18%	0.00%	0.22%	0.21%	0.00%	0.48%	0.74%	0.42%	0.42%	0.00%	0.00%	0.69%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	36	1	4	0	1	3	0	0	0	0	0	0	0	3	0	2	0	1	2	1	2	1	1	2	3	0	3	2	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0					
		0.05%	0.05%	0.25%	0.00%	0.05%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.12%	0.00%	0.05%	0.21%	0.04%	0.17%	0.08%	0.06%	0.13%	0.19%	0.00%	0.14%	0.09%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.06%	0.05%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5185	60	69	115	131	99	144	32	68	139	220	136	157	165	79	221	167	234	24	266	135	96	111	108	100	19	201	86	41	75	125	137	34	73	199	257	138	241	150	98	149	29	3	38	10	5	1					
		6.91%	2.89%	4.32%	6.08%	6.73%	5.44%	12.32%	2.69%	5.17%	10.69%	11.99%	8.30%	12.29%	6.83%	8.52%	13.18%	9.39%	11.90%	2.48%	10.91%	11.25%	7.22%	6.88%	6.83%	6.32%	0.88%	9.70%	3.79%	2.14%	3.43%	6.75%	7.47%	1.41%	3.48%	7.93%	15.75%	7.19%	11.28%	6.94%	4.70%	6.02%	4.89%	1.27%	5.07%	2.60%	1.18%	0.25%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	199	4	3	1	3	6	8	3	0	0	11	3	1	7	4	12	3	7	4	2	5	15	3	9	4	0	10	10	3	5	5	10	6	0	5	4	4	11	0	1	6	1	0	0	0	0	0					
		0.27%	0.19%	0.19%	0.05%	0.15%	0.33%	0.68%	0.25%	0.00%	0.00%	0.60%	0.18%	0.08%	0.29%	0.43%	0.72%	0.17%	0.36%	0.41%	0.08%	0.42%	1.13%	0.19%	0.57%	0.25%	0.00%	0.48%	0.44%	0.16%	0.23%	0.27%	0.55%	0.25%	0.00%	0.20%	0.25%	0.21%	0.51%	0.00%	0.05%	0.24%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	66	1	5	0	0	2	1	1	0	0	5	0	0	1	0	3	0	3	4	1	3	3	1	3	3	0	2	1	2	6	0	2	0	0	1	1	3	1	0	2	4	1	0	0	0	0	0					
