Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Ленинская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732					
1	"Число избирателей, внесенных в список избирателей"	84327	2366	1681	1962	1901	2038	1460	1118	1316	1113	2183	1598	1289	2824	1345	2222	2227	2175	1366	2772	1383	1408	1566	1826	2188	2388	2512	2531	1941	2300	2000	2459	2480	1910	2846	2142	2056	2449	2298	2249	2710	2085	227	308	181	468	460					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	80650	2250	1570	1850	1870	1800	1300	1170	1280	1090	2000	1560	1220	2580	1290	2080	2000	1990	1490	2630	1370	1410	1600	1770	2100	2270	2360	2300	1870	2100	1830	2250	2350	1910	2670	1950	1860	2390	2210	2200	2520	2010	300	650	380	480	520					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	65126	1716	1166	1246	1774	1323	876	982	1012	763	1675	1144	857	2109	857	1718	1640	1363	888	2309	1135	1066	1050	1116	2098	2099	2123	1997	1418	1990	1712	1819	2053	1778	2445	1737	1387	1749	1891	1890	2331	1984	130	83	81	354	192					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	6489	501	124	100	52	156	67	102	132	229	245	148	109	107	115	310	127	157	157	196	40	199	50	65	2	171	116	98	76	92	51	212	287	88	179	95	86	167	211	132	108	26	97	225	100	114	268					
6	Число погашенных избирательных бюллетеней	9032	33	280	504	44	321	357	86	136	98	80	268	254	364	315	52	233	470	445	125	195	145	500	589	0	0	121	205	376	18	67	219	10	44	46	118	387	474	108	178	81	0	73	342	199	12	60					
7	Число избирательных бюллетеней в переносных ящиках для голосования	6485	501	122	100	52	156	67	102	132	229	245	148	109	107	115	310	127	157	156	196	40	199	50	65	2	171	116	98	75	92	51	212	287	88	179	95	86	167	211	132	108	26	97	225	100	114	268					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	64865	1716	1164	1246	1774	1323	876	982	1012	762	1675	1144	857	1955	857	1718	1640	1363	886	2309	1049	1065	1050	1116	2098	2099	2123	1991	1416	1984	1711	1819	2053	1778	2445	1737	1387	1749	1891	1890	2331	1984	130	83	81	354	192					
9	Число недействительных избирательных бюллетеней	665	15	22	20	0	2	20	12	26	20	5	26	13	110	13	0	2	10	19	6	12	23	46	11	2	3	4	4	23	4	21	15	0	0	13	31	36	23	0	7	0	0	2	0	5	6	33					
10	Число действительных избирательных бюллетеней	70685	2202	1264	1326	1826	1477	923	1072	1118	971	1915	1266	953	1952	959	2028	1765	1510	1023	2499	1077	1241	1054	1170	2098	2267	2235	2085	1468	2072	1741	2016	2340	1866	2611	1801	1437	1893	2102	2015	2439	2010	225	308	176	462	427					
