Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Кагальницкая																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	25566	449	1023	187	783	1529	1242	1002	570	724	475	191	602	593	184	221	727	1041	743	154	969	1092	1149	312	214	1801	189	106	993	1473	734	1017	678	222	641	52	373	136	739	117	119									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24145	400	1000	185	750	1400	1100	900	550	700	450	190	600	550	195	220	700	1000	700	150	950	1000	1100	310	210	1600	185	100	900	1400	700	1000	650	220	620	50	350	130	700	115	115									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11005	167	374	89	380	568	423	350	149	265	185	82	284	410	167	163	384	618	272	94	341	462	507	181	140	614	142	78	289	577	260	269	256	131	382	42	242	100	409	78	81									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1081	31	67	19	24	35	18	50	23	37	4	11	26	19	3	14	46	47	53	17	69	56	58	16	10	20	8	6	24	29	34	40	5	25	36	3	24	13	46	6	9									
6	Число погашенных избирательных бюллетеней	12059	202	559	77	346	797	659	500	378	398	261	97	290	121	25	43	270	335	375	39	540	482	535	113	60	966	35	16	587	794	406	691	389	64	202	5	84	17	245	31	25									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1081	31	67	19	24	35	18	50	23	37	4	11	26	19	3	14	46	47	53	17	69	56	58	16	10	20	8	6	24	29	34	40	5	25	36	3	24	13	46	6	9									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11005	167	374	89	380	568	423	350	149	265	185	82	284	410	167	163	384	618	272	94	341	462	507	181	140	614	142	78	289	577	260	269	256	131	382	42	242	100	409	78	81									
9	Число недействительных избирательных бюллетеней	205	8	7	3	7	12	8	2	8	10	6	2	3	1	5	1	6	7	0	4	8	12	0	3	0	14	6	0	8	0	11	5	9	2	8	0	6	0	10	1	2									
10	Число действительных избирательных бюллетеней	11881	190	434	105	397	591	433	398	164	292	183	91	307	428	165	176	424	658	325	107	402	506	565	194	150	620	144	84	305	606	283	304	252	154	410	45	260	113	445	83	88									
