Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Пустошкинская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443					
1	"Число избирателей, внесенных в списки"	9297	2233	2088	499	73	194	233	291	283	463	399	202	152	481	389	208	252	263	101	345	148					
2	"Число бюллетеней, полученных участковыми комиссиями"	9181	2223	2040	497	74	184	213	291	281	458	397	202	152	482	385	198	246	263	101	338	156					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5053	1499	1328	262	22	91	111	137	168	185	162	65	44	222	171	91	110	139	34	152	60					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1659	53	51	98	38	75	99	85	54	147	115	93	67	161	74	64	103	64	44	112	62					
6	Число погашенных бюллетеней	2469	671	661	137	14	18	3	69	59	126	120	44	41	99	140	43	33	60	23	74	34					
7	Число бюллетеней в переносных ящиках для голосования	1655	53	51	98	38	75	99	85	54	143	115	93	67	161	74	64	103	64	44	112	62					
8	Число бюллетеней в стационарных ящиках для голосования	5049	1499	1324	262	22	91	111	137	168	185	162	65	44	222	171	91	110	139	34	152	60					
9	Число недействительных бюллетеней	97	16	10	6	2	4	8	6	4	6	7	4	0	8	6	0	1	1	3	4	1					
10	Число действительных бюллетеней	6607	1536	1365	354	58	162	202	216	218	322	270	154	111	375	239	155	212	202	75	260	121					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	168	40	37	9	2	3	4	5	5	8	7	4	3	9	7	4	5	5	2	6	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	56	31	14	0	0	0	0	0	2	1	0	0	0	0	0	0	0	4	1	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	38	6	3	2	0	2	3	2	2	1	5	1	2	0	0	2	1	2	1	2	1					
