Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Муезерская																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359					
1	"Число избирателей, внесенных в список"	12222	2956	1141	645	848	340	298	238	230	1285	129	973	367	1906	693	173					
2	Число полученных избирательных бюллетеней	11620	2700	1100	620	850	310	290	230	220	1250	130	950	350	1800	650	170					
3	"Число избирательных бюллетеней, выданных  досрочно"	214	33	0	0	0	0	0	0	0	181	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6866	1567	654	437	432	223	204	146	156	663	71	546	225	1029	371	142					
5	"Число избирательных бюллетеней, выданных вне помещения"	407	60	49	10	29	8	18	26	24	31	5	38	14	43	37	15					
6	Число погашенных избирательных бюллетеней	4133	1040	397	173	389	79	68	58	40	375	54	366	111	728	242	13					
7	Число избирательных бюллетеней в переносных ящиках	621	93	49	10	29	8	18	26	24	212	5	38	14	43	37	15					
8	Число бюллетеней в стационарных ящиках для голосования	6865	1566	654	437	432	223	204	146	156	663	71	546	225	1029	371	142					
9	Число недействительных избирательных бюллетеней	58	10	9	5	2	0	4	3	2	4	0	5	1	9	3	1					
10	Число действительных избирательных бюллетеней	7428	1649	694	442	459	231	218	169	178	871	76	579	238	1063	405	156					
11	Число полученных открепительных  удостоверений	200	50	10	10	10	10	10	10	10	10	10	10	10	20	10	10					
12	Число выданных открепительных удостоверений	89	33	7	5	4	1	2	1	2	5	2	0	1	12	7	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	42	8	2	3	1	1	6	1	1	5	2	2	4	1	2	3					
14	Число неиспользованных открепительных удостоверений	111	17	3	5	6	9	8	9	8	5	8	10	9	8	3	3					
15	"Число открепительных удостоверений, выданных в ТИК"	7	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	122	41	5	9	6	2	2	1	1	10	1	6	4	25	8	1					
		1.63%	2.47%	0.71%	2.01%	1.30%	0.87%	0.90%	0.58%	0.56%	1.14%	1.32%	1.03%	1.67%	2.33%	1.96%	0.64%					
19	. Малышкин Олег Александрович	153	34	17	18	14	10	1	6	1	10	2	11	3	17	8	1					
		2.04%	2.05%	2.42%	4.03%	3.04%	4.33%	0.45%	3.49%	0.56%	1.14%	2.63%	1.88%	1.26%	1.59%	1.96%	0.64%					
20	. Миронов Сергей Михайлович	72	15	6	5	1	1	2	1	2	5	0	8	7	17	1	1					
		0.96%	0.90%	0.85%	1.12%	0.22%	0.43%	0.90%	0.58%	1.11%	0.57%	0.00%	1.37%	2.93%	1.59%	0.25%	0.64%					
21	. Путин Владимир Владимирович	5865	1227	538	334	348	200	180	140	151	743	69	473	193	831	334	104					
		78.35%	73.96%	76.53%	74.72%	75.49%	86.58%	81.08%	81.40%	83.89%	84.91%	90.79%	80.99%	80.75%	77.52%	81.86%	66.24%					
22	. Хакамада Ирина Муцуовна	230	91	20	13	4	1	10	1	2	21	0	10	6	32	12	7					
		3.07%	5.49%	2.84%	2.91%	0.87%	0.43%	4.50%	0.58%	1.11%	2.40%	0.00%	1.71%	2.51%	2.99%	2.94%	4.46%					
23	. Харитонов Николай Михайлович	805	171	88	59	73	15	21	18	15	62	1	67	21	119	35	40					
		10.75%	10.31%	12.52%	13.20%	15.84%	6.49%	9.46%	10.47%	8.33%	7.09%	1.32%	11.47%	8.79%	11.10%	8.58%	25.48%					
																						
24	Против всех	181	70	20	4	13	2	2	2	6	20	3	4	4	22	7	2					
		2.42%	4.22%	2.84%	0.89%	2.82%	0.87%	0.90%	1.16%	3.33%	2.29%	3.95%	0.68%	1.67%	2.05%	1.72%	1.27%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
