Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Новолялинская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17570	1148	2192	1300	1171	966	1120	483	1212	637	697	1550	1796	622	819	378	130	80	242	196	266	182	165	218									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16800	1100	2050	1300	1100	950	1100	450	950	600	700	1550	1800	600	800	350	100	80	220	200	250	180	150	220									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6161	423	928	526	344	311	382	173	340	202	209	555	611	163	255	169	40	26	96	105	94	76	69	64									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	548	3	39	19	41	4	2	8	216	9	16	12	32	10	16	16	0	2	47	8	13	1	10	24									
6	Число погашенных избирательных бюллетеней	10091	674	1083	755	715	635	716	269	394	389	475	983	1157	427	529	165	60	52	77	87	143	103	71	132									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	548	3	39	19	41	4	2	8	216	9	16	12	32	10	16	16	0	2	47	8	13	1	10	24									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6160	423	928	526	344	311	381	173	340	202	209	555	611	163	255	169	40	26	96	105	94	76	69	64									
9	Число недействительных избирательных бюллетеней	197	17	35	21	12	5	20	1	21	6	6	22	7	2	7	0	0	1	0	8	1	2	2	1									
10	Число действительных избирательных бюллетеней	6511	409	932	524	373	310	363	180	535	205	219	545	636	171	264	185	40	27	143	105	106	75	77	87									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	330	20	25	20	20	15	20	10	15	15	15	20	25	10	15	10	10	5	10	10	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	87	6	9	3	4	5	8	2	3	2	5	7	15	1	3	1	0	0	1	7	1	0	1	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	68	3	6	3	5	4	0	2	7	4	3	6	2	6	2	2	0	0	3	0	2	2	2	4									
14	Число погашенных неиспользованных открепительных удостоверений	243	14	16	17	16	10	12	8	12	13	10	13	10	9	12	9	10	5	9	3	9	10	9	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	2	8	1	0	1	2	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	59	1	6	11	3	7	2	1	3	0	1	6	5	4	1	0	1	0	2	0	1	2	0	2									
