Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
"Наименование Избирательной комиссии:    Ярославль, Ленинская"																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213					
1	"Число избирателей, внесенных в список избирателей"	53137	2052	1672	1673	1436	2188	2028	1977	1880	2160	2110	2031	2290	1904	1982	1925	2014	2085	1964	2112	1813	1842	1643	1582	1663	1832	1765	2185	181	268	67	90	163	85	378	97					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	43730	1650	1350	1350	1150	1750	1650	1550	1500	1700	1700	1600	2000	1550	1600	1550	1600	1650	1550	1700	1450	1500	1350	1300	1350	1500	1400	1700	252	351	153	179	265	173	476	181					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	28381	925	936	841	855	1234	1206	1140	1186	1305	1126	991	1181	1107	1009	1048	1045	1130	1037	1083	978	1008	920	799	845	907	903	1169	138	76	20	11	51	8	66	97					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2479	23	64	43	43	78	80	79	70	61	86	66	66	30	66	81	89	86	64	64	64	77	47	67	51	41	34	39	43	152	47	79	110	77	312	0					
6	Число погашенных избирательных бюллетеней	12870	702	350	466	252	438	364	331	244	334	488	543	753	413	525	421	466	434	449	553	408	415	383	434	454	552	463	492	71	123	86	89	104	88	98	84					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2479	23	64	43	43	78	80	79	70	61	86	66	66	30	66	81	89	86	64	64	64	77	47	67	51	41	34	39	43	152	47	79	110	77	312	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28358	925	936	837	853	1234	1204	1139	1186	1304	1125	991	1181	1107	1009	1048	1044	1130	1036	1083	978	1007	919	793	843	907	903	1169	138	76	20	11	51	8	66	97					
9	Число недействительных избирательных бюллетеней	553	20	22	8	14	32	24	20	25	16	23	14	15	19	19	19	21	24	19	25	18	21	22	21	16	22	11	30	4	2	1	2	1	0	3	0					
10	Число действительных избирательных бюллетеней	30284	928	978	872	882	1280	1260	1198	1231	1349	1188	1043	1232	1118	1056	1110	1112	1192	1081	1122	1024	1063	944	839	878	926	926	1178	177	226	66	88	160	85	375	97					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1140	45	37	29	32	42	29	34	41	35	35	33	274	40	48	29	33	38	30	29	35	25	27	27	31	28	25	29	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1046	41	34	23	31	39	29	32	36	30	32	28	274	37	41	24	30	38	30	24	32	16	23	23	29	23	19	28	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	774	34	54	26	22	28	25	37	24	19	27	11	52	8	23	13	21	40	17	15	18	6	16	10	14	13	22	30	38	16	22	11	17	14	14	17					
14	Число погашенных неиспользованных открепительных удостоверений	94	4	3	6	1	3	0	2	5	5	3	5	0	3	7	5	3	0	0	5	3	9	4	4	2	5	6	1	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	1	2	1	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6461	177	205	210	184	302	309	262	315	307	257	205	239	254	220	195	256	267	220	228	222	219	200	201	169	196	180	246	31	45	11	15	45	22	31	16					
		20.95%	18.67%	20.50%	23.86%	20.54%	23.02%	24.07%	21.51%	25.08%	22.49%	21.22%	19.39%	19.17%	22.34%	20.47%	17.27%	22.59%	21.96%	20.00%	19.88%	21.31%	20.20%	20.70%	23.37%	18.90%	20.68%	19.21%	20.36%	17.13%	19.74%	16.42%	16.67%	27.95%	25.88%	8.20%	16.49%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4465	191	130	140	133	143	165	164	146	187	167	181	224	194	165	152	143	149	171	145	152	139	153	143	118	147	165	185	14	38	11	27	12	12	49	10					
		14.48%	20.15%	13.00%	15.91%	14.84%	10.90%	12.85%	13.46%	11.62%	13.70%	13.79%	17.12%	17.96%	17.06%	15.35%	13.46%	12.62%	12.25%	15.55%	12.64%	14.59%	12.82%	15.84%	16.63%	13.20%	15.51%	17.61%	15.31%	7.73%	16.67%	16.42%	30.00%	7.45%	14.12%	12.96%	10.31%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	685	16	16	22	33	31	26	46	38	28	13	24	38	30	32	25	24	22	17	18	16	29	26	21	17	14	17	30	2	0	0	2	3	2	4	3					
		2.22%	1.69%	1.60%	2.50%	3.68%	2.36%	2.02%	3.78%	3.03%	2.05%	1.07%	2.27%	3.05%	2.64%	2.98%	2.21%	2.12%	1.81%	1.55%	1.57%	1.54%	2.68%	2.69%	2.44%	1.90%	1.48%	1.81%	2.48%	1.10%	0.00%	0.00%	2.22%	1.86%	2.35%	1.06%	3.09%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7679	229	273	201	201	329	287	275	327	370	302	259	328	296	268	296	320	336	261	301	261	270	247	190	242	221	224	292	63	44	12	17	37	18	54	28					
		24.90%	24.16%	27.30%	22.84%	22.43%	25.08%	22.35%	22.58%	26.04%	27.11%	24.94%	24.50%	26.30%	26.03%	24.93%	26.22%	28.24%	27.63%	23.73%	26.24%	25.05%	24.91%	25.57%	22.09%	27.07%	23.31%	23.91%	24.17%	34.81%	19.30%	17.91%	18.89%	22.98%	21.18%	14.29%	28.87%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2391	66	81	68	91	153	125	133	109	128	129	85	104	91	88	75	106	94	71	73	58	65	57	39	62	53	65	72	3	14	2	2	8	1	15	5					
		7.75%	6.96%	8.10%	7.73%	10.16%	11.66%	9.74%	10.92%	8.68%	9.38%	10.65%	8.04%	8.34%	8.00%	8.19%	6.64%	9.36%	7.73%	6.45%	6.36%	5.57%	5.99%	5.90%	4.53%	6.94%	5.59%	6.94%	5.96%	1.66%	6.14%	2.99%	2.22%	4.97%	1.18%	3.97%	5.15%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8306	238	254	222	226	306	333	303	289	317	316	279	287	242	270	356	255	314	330	346	308	333	253	235	262	286	264	343	64	83	30	24	55	29	219	35					
		26.94%	25.11%	25.40%	25.23%	25.22%	23.32%	25.93%	24.88%	23.01%	23.22%	26.09%	26.40%	23.02%	21.28%	25.12%	31.53%	22.51%	25.82%	30.00%	30.17%	29.56%	30.72%	26.19%	27.33%	29.31%	30.17%	28.18%	28.39%	35.36%	36.40%	44.78%	26.67%	34.16%	34.12%	57.94%	36.08%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	297	11	19	9	14	16	15	15	7	12	4	10	12	11	13	11	8	10	11	11	7	8	8	10	8	9	11	10	0	2	0	1	0	1	3	0					
		0.96%	1.16%	1.90%	1.02%	1.56%	1.22%	1.17%	1.23%	0.56%	0.88%	0.33%	0.95%	0.96%	0.97%	1.21%	0.97%	0.71%	0.82%	1.00%	0.96%	0.67%	0.74%	0.83%	1.16%	0.89%	0.95%	1.17%	0.83%	0.00%	0.88%	0.00%	1.11%	0.00%	1.18%	0.79%	0.00%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
