Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Жуковская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418					
1	"Число избирателей, внесенных в списки"	31127	2370	2050	1659	3008	1402	1777	1334	2238	260	2028	422	655	395	112	327	560	336	549	128	287	193	73	842	833	86	1653	560	115	356	594	731	745	351	1521	412	165					
2	"Число бюллетеней, полученных участковыми комиссиями"	32500	2520	2150	1680	3090	1420	1870	1400	2360	270	2120	430	690	410	113	340	590	350	580	130	290	192	75	880	910	85	1730	590	120	390	620	770	790	360	1600	420	165					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17582	1381	1215	773	1627	688	897	711	1089	188	1055	324	378	280	67	214	309	203	331	72	196	124	62	460	461	48	714	318	58	231	306	392	319	273	1311	373	134					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1634	58	55	67	175	74	68	67	106	42	59	0	56	28	12	9	40	55	43	13	30	21	0	67	49	5	37	40	24	41	73	54	96	25	18	27	0					
6	Число погашенных бюллетеней	13284	1081	880	840	1288	658	905	622	1165	40	1006	106	256	102	34	117	241	92	206	45	64	47	13	353	400	32	979	232	38	118	241	324	375	62	271	20	31					
7	Число бюллетеней в переносных ящиках для голосования	1634	58	55	67	175	74	68	67	106	42	59	0	56	28	12	9	40	55	43	13	30	21	0	67	49	5	37	40	24	41	73	54	96	25	18	27	0					
8	Число бюллетеней в стационарных ящиках для голосования	17573	1381	1215	773	1621	688	897	711	1086	188	1055	324	378	280	67	214	309	203	331	72	196	124	62	460	461	48	714	318	58	231	306	392	319	273	1311	373	134					
9	Число недействительных бюллетеней	305	14	18	7	17	9	14	7	9	2	24	22	10	2	4	14	0	3	16	0	7	6	0	3	6	0	12	2	0	3	48	6	12	2	6	0	0					
10	Число действительных бюллетеней	18902	1425	1252	833	1779	753	951	771	1183	228	1090	302	424	306	75	209	349	255	358	85	219	139	62	524	504	53	739	356	82	269	331	440	403	296	1323	400	134					
