Выборы Президента Российской Федерации																																																																																													
Дата голосования: 04.03.2012																																																																																													
																																																																																													
Наименование Избирательной комиссии:    Миасская городская																																																																																													
																																																																																													
Сводная таблица итогов голосования																																																																																													
																																																																																													
	Число участковых избирательных комиссий	82																																																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	82																																																																																											
																																																																																													
		Сумма	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226									
1	Число избирателей, включенных в список избирателей	139451	1088	778	957	52	2550	1885	1505	1718	1867	1592	1604	1490	2204	1593	1664	1928	1586	2526	2301	2424	2436	2484	2666	2570	2510	1195	1581	2458	2364	2483	2005	1839	1165	2033	1043	2178	1279	2106	1969	1980	1375	2092	2116	1030	1786	1683	2367	1656	1718	1931	1445	1856	2022	1480	1479	1713	2404	1459	2808	1455	2184	1111	1570	1240	1849	1327	1397	1141	1716	1679	1966	1960	1634	1361	1636	958	647	1185	1021	1088	491	759									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	117720	1000	600	700	40	2000	1500	1500	1500	1500	1500	1500	1500	2000	1500	1500	1500	1500	2000	2000	2000	2000	2000	2000	2000	2000	1000	1500	2000	2000	2000	1500	1500	1000	2000	1000	2000	1000	2000	1500	1500	1000	2000	2000	1000	1500	1500	2000	1500	1500	1500	1100	1500	2000	1100	1100	1500	2000	1000	2300	1060	2000	1000	1500	1000	1500	1000	1000	1000	1500	1500	1500	1500	1500	1000	1500	700	500	1000	1000	1000	400	620									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	74323	450	352	466	38	1211	1158	1002	1064	1107	837	881	930	1252	919	886	1116	942	1637	1536	1432	1599	1475	1584	1175	1409	649	900	1305	1290	1459	1054	1160	513	1095	488	1110	753	1153	921	895	794	1093	1348	611	1146	1099	1505	1029	1048	1116	646	1037	1170	612	722	1040	1338	655	1216	647	1116	478	796	619	794	501	504	528	760	716	818	755	691	526	596	397	353	588	473	426	217	596									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2394	104	28	0	0	50	12	8	16	17	65	29	15	22	24	15	43	15	30	33	7	9	10	33	109	10	7	11	15	57	71	25	11	4	52	46	39	11	52	37	152	16	51	29	14	27	8	14	13	13	22	11	38	18	8	35	10	23	10	42	34	16	16	52	15	20	8	37	49	36	30	19	9	19	19	100	43	6	63	26	51	23	7									
6	Число погашенных избирательных бюллетеней	41002	446	220	234	2	739	330	490	420	376	598	590	555	726	557	599	341	543	333	431	561	392	515	383	716	581	344	589	680	653	470	421	329	483	853	466	851	236	795	542	453	190	856	623	375	327	393	481	458	438	362	443	425	812	480	343	450	639	335	1042	379	868	506	652	366	686	491	459	423	704	754	663	736	790	455	804	260	141	349	501	523	160	17									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2395	104	28	0	0	50	12	8	16	17	65	29	15	22	24	15	43	15	30	33	7	9	10	33	109	10	7	11	15	57	71	25	11	4	52	46	39	11	52	37	152	16	51	29	14	27	8	14	13	13	22	11	38	18	8	35	10	23	10	42	34	16	16	52	15	20	8	37	49	36	30	19	10	19	19	100	43	6	63	26	51	23	7									
8	Число бюллетеней в стационарных ящиках для голосования	74292	450	352	466	38	1211	1158	1002	1063	1105	836	881	930	1252	919	886	1115	942	1633	1535	1432	1599	1469	1581	1175	1409	649	900	1304	1289	1459	1054	1160	513	1095	487	1110	753	1153	921	895	794	1093	1348	611	1143	1099	1505	1029	1045	1116	646	1037	1170	612	722	1040	1338	655	1216	647	1116	477	796	619	794	500	504	528	760	716	818	754	691	526	596	397	353	588	473	426	217	596									
9	Число недействительных избирательных бюллетеней	1233	6	9	7	0	21	23	18	15	13	15	20	15	21	10	11	14	9	28	15	28	18	22	26	39	21	15	12	31	22	15	19	25	8	25	9	20	9	25	14	25	12	19	28	8	20	15	15	24	21	17	15	16	21	14	7	17	30	14	14	11	18	5	7	6	12	6	5	8	16	8	12	20	16	8	7	6	4	11	6	8	0	8									
10	Число действительных избирательных бюллетеней	75454	548	371	459	38	1240	1147	992	1064	1109	886	890	930	1253	933	890	1144	948	1635	1553	1411	1590	1457	1588	1245	1398	641	899	1288	1324	1515	1060	1146	509	1122	524	1129	755	1180	944	1022	798	1125	1349	617	1150	1092	1504	1018	1037	1121	642	1059	1167	606	750	1033	1331	651	1244	670	1114	488	841	628	802	502	536	569	780	738	825	744	694	537	689	434	355	640	493	469	240	595									
11	Число полученных открепительных  удостоверений	829	14	5	3	0	8	11	17	20	15	10	10	18	17	11	5	10	24	20	23	20	30	20	20	12	14	8	11	10	7	15	7	9	7	10	5	8	3	15	7	10	9	11	10	9	19	10	10	10	8	13	8	13	11	10	10	9	5	9	10	5	8	3	14	8	5	6	5	3	10	3	6	6	5	3	5	13	3	5	7	7	3	13									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	743	14	2	1	0	7	10	14	18	14	9	9	18	17	11	4	10	16	19	21	17	28	20	20	10	14	8	7	10	7	14	7	9	7	10	5	5	3	13	4	10	7	9	6	8	17	10	10	10	8	13	7	13	11	9	9	9	5	7	10	5	5	0	14	7	5	4	5	3	10	3	4	5	4	3	3	13	1	5	7	5	1	11									
13	Число избирателей, проголосовавших по открепительным удостоверениям	667	9	3	5	11	20	14	12	5	7	7	5	8	10	7	5	11	14	15	14	18	12	9	17	11	18	7	9	14	9	14	4	9	4	6	11	11	10	10	8	13	7	6	1	5	5	11	17	9	14	8	10	6	5	5	2	8	4	8	0	4	10	2	12	7	5	3	10	2	5	4	6	14	5	2	2	8	1	14	1	3	0	10									
14	Число неиспользованных открепительных удостоверений	86	0	3	2	0	1	1	3	2	1	1	1	0	0	0	1	0	8	1	2	3	2	0	0	2	0	0	4	0	0	1	0	0	0	0	0	3	0	2	3	0	2	2	4	1	2	0	0	0	0	0	1	0	0	1	1	0	0	2	0	0	3	3	0	1	0	2	0	0	0	0	2	1	1	0	2	0	2	0	0	2	2	2									
15	Число открепительных удостоверений, выданных избирателям ТИК	161	2	0	1	0	4	2	2	5	1	0	2	1	1	2	1	0	2	3	2	0	4	2	3	5	2	2	2	2	3	2	4	2	2	3	0	3	0	1	0	6	0	0	1	5	2	1	1	1	0	0	1	2	2	2	1	1	2	1	5	3	2	0	2	0	0	6	9	4	3	2	2	5	4	3	5	1	0	1	2	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																													
19	Жириновский Владимир Вольфович	4248	44	24	28	0	86	57	35	46	41	36	55	32	55	50	46	64	35	88	96	60	81	74	83	83	94	41	54	97	84	59	72	66	35	58	25	78	32	65	54	44	44	55	46	23	67	55	98	45	52	61	29	68	66	64	48	40	78	41	103	47	40	29	64	45	42	27	40	38	57	37	41	57	55	38	58	17	34	37	23	30	25	27									
