Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
"Наименование Избирательной комиссии:    Новокузнецк, Новоильинская"																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682					
1	"Число избирателей, внесенных в списки"	51150	2205	2026	2663	2479	2005	2408	2600	2780	2504	1841	2636	1850	1734	2008	1534	1988	2590	2596	2741	2825	2959	2178					
2	"Число бюллетеней, полученных участковыми комиссиями"	47000	2000	1800	2500	2200	1800	2200	2300	2500	2300	1600	2400	1700	1600	2000	1500	1800	2500	2500	2500	2600	2700	2000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	27979	1263	1107	1423	1351	1074	1248	1372	1497	1453	1007	1448	929	1021	1073	750	1125	1452	1493	1528	1580	1505	1280					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	848	14	13	22	25	45	54	24	19	27	9	36	7	21	19	45	21	30	23	14	23	325	32					
6	Число погашенных бюллетеней	18173	723	680	1055	824	681	898	904	984	820	584	916	764	558	908	705	654	1018	984	958	997	870	688					
7	Число бюллетеней в переносных ящиках для голосования	848	14	13	22	25	45	54	24	19	27	9	36	7	21	19	45	21	30	23	14	23	325	32					
8	Число бюллетеней в стационарных ящиках для голосования	27881	1261	1107	1423	1351	1074	1245	1371	1497	1453	1007	1445	928	996	1073	750	1120	1447	1493	1526	1580	1473	1261					
9	Число недействительных бюллетеней	238	7	7	27	0	2	8	18	9	10	7	3	9	9	14	13	10	13	19	15	11	14	13					
10	Число действительных бюллетеней	28491	1268	1113	1418	1376	1117	1291	1377	1507	1470	1009	1478	926	1008	1078	782	1131	1464	1497	1525	1592	1784	1280					
