Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Тоцкая																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720					
1	"Число избирателей, внесенных в списки"	33839	2252	1966	1667	124	355	1478	3549	2413	3415	2615	2230	1812	1051	316	232	190	265	322	322	86	82	512	98	147	530	131	70	319	51	248	227	27	432	263	220	211	262	223	337	726	129	52	39	90	328	255	626	217	327					
2	"Число бюллетеней, полученных участковыми комиссиями"	34461	2098	1925	1484	107	357	1359	3480	2116	2989	2341	3165	3105	1056	311	234	190	258	314	323	80	90	498	99	168	520	129	72	321	53	245	223	29	411	258	218	204	261	213	339	746	133	52	45	89	328	256	619	221	329					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21779	1086	1118	640	89	281	1059	2174	1451	2155	1855	1387	1091	573	225	186	177	217	258	297	77	82	338	70	127	447	112	65	262	51	236	193	27	336	200	146	134	200	192	253	515	86	41	34	74	226	181	392	139	224					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1082	45	53	180	4	9	38	6	4	18	26	68	42	183	36	14	0	6	19	0	0	0	61	14	20	0	0	0	0	0	0	0	0	19	4	20	2	18	4	23	11	0	0	0	0	0	17	52	32	34					
6	Число погашенных бюллетеней	11600	967	754	664	14	67	262	1300	661	816	460	1710	1972	300	50	34	13	35	37	26	3	8	99	15	21	73	17	7	59	2	9	30	2	56	54	52	68	43	17	63	220	47	11	11	15	102	58	175	50	71					
7	Число бюллетеней в переносных ящиках для голосования	1082	45	53	180	4	9	38	6	4	18	26	68	42	183	36	14	0	6	19	0	0	0	61	14	20	0	0	0	0	0	0	0	0	19	4	20	2	18	4	23	11	0	0	0	0	0	17	52	32	34					
8	Число бюллетеней в стационарных ящиках для голосования	21778	1086	1118	640	89	281	1059	2174	1451	2155	1855	1386	1091	573	225	186	177	217	258	297	77	82	338	70	127	447	112	65	262	51	236	193	27	336	200	146	134	200	192	253	515	86	41	34	74	226	181	392	139	224					
9	Число недействительных бюллетеней	367	6	5	10	3	11	17	89	27	32	22	12	15	15	0	2	1	3	1	7	3	0	1	0	0	12	1	0	4	0	19	1	0	2	0	6	0	12	0	2	9	7	1	0	0	0	2	4	2	1					
10	Число действительных бюллетеней	22493	1125	1166	810	90	279	1080	2091	1428	2141	1859	1442	1118	741	261	198	176	220	276	290	74	82	398	84	147	435	111	65	258	51	217	192	27	353	204	160	136	206	196	274	517	79	40	34	74	226	196	440	169	257					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	800	55	50	50	5	5	25	50	50	50	50	4	96	20	10	10	5	10	10	10	5	5	20	5	5	20	5	5	10	5	5	5	5	20	5	5	5	5	5	10	20	5	5	5	5	5	10	15	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	129	2	6	5	0	0	2	14	4	4	4	4	70	0	1	0	0	0	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	51	5	4	1	0	0	6	6	5	2	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	4	0	0	1	0	1	3	0	0	1	0	0	0	1	0	2	0	0	0	1	0	2	1	0	0					
14	Число погашенных открепительных удостоверений	671	53	44	45	5	5	23	36	46	46	46	0	26	20	9	10	5	10	5	10	5	5	20	5	5	19	5	5	9	5	5	5	5	20	5	4	5	5	5	10	20	5	5	5	5	5	9	11	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	"1. ""ЕДИНЕНИЕ"""	436	11	17	10	5	0	29	54	37	78	50	13	18	11	2	3	0	7	2	1	1	0	6	3	2	11	4	5	2	0	6	2	1	2	4	3	0	0	1	1	3	0	3	0	2	6	2	11	1	6					
		1.90%	0.97%	1.45%	1.21%	5.37%	0.0%	2.64%	2.47%	2.54%	3.58%	2.65%	0.89%	1.58%	1.45%	0.76%	1.5%	0.0%	3.13%	0.72%	0.33%	1.29%	0.0%	1.50%	3.57%	1.36%	2.46%	3.57%	7.69%	0.76%	0.0%	2.54%	1.03%	3.70%	0.56%	1.96%	1.80%	0.0%	0.0%	0.51%	0.36%	0.57%	0.0%	7.31%	0.0%	2.70%	2.65%	1.01%	2.47%	0.58%	2.32%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	484	17	9	9	2	4	17	88	42	101	42	57	27	2	0	4	1	0	1	2	0	0	1	0	1	4	0	0	4	0	1	3	1	2	1	2	3	5	1	5	6	1	0	0	2	3	0	5	4	4					
		2.11%	1.50%	0.76%	1.09%	2.15%	1.37%	1.54%	4.03%	2.88%	4.64%	2.23%	3.92%	2.38%	0.26%	0.0%	2.0%	0.56%	0.0%	0.36%	0.67%	0.0%	0.0%	0.25%	0.0%	0.68%	0.89%	0.0%	0.0%	1.52%	0.0%	0.42%	1.55%	3.70%	0.56%	0.49%	1.20%	2.20%	2.29%	0.51%	1.81%	1.14%	1.16%	0.0%	0.0%	2.70%	1.32%	0.0%	1.12%	2.33%	1.55%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	379	18	15	13	1	2	21	46	22	33	24	26	14	6	6	11	3	1	3	3	0	0	13	2	5	7	2	0	0	5	2	0	0	7	0	2	6	8	0	0	10	5	1	0	3	2	6	10	3	12					
		1.65%	1.59%	1.28%	1.58%	1.07%	0.68%	1.91%	2.11%	1.51%	1.51%	1.27%	1.78%	1.23%	0.79%	2.29%	5.5%	1.69%	0.44%	1.08%	1.01%	0.0%	0.0%	3.25%	2.38%	3.40%	1.56%	1.78%	0.0%	0.0%	9.80%	0.84%	0.0%	0.0%	1.97%	0.0%	1.20%	4.41%	3.66%	0.0%	0.0%	1.90%	5.81%	2.43%	0.0%	4.05%	0.88%	3.03%	2.25%	1.75%	4.65%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	324	14	14	7	5	6	21	61	21	41	33	23	20	6	2	0	1	0	0	0	1	0	6	0	1	1	0	0	1	2	0	0	0	8	0	0	0	1	0	5	12	1	1	0	2	0	3	4	0	0					
		1.41%	1.23%	1.19%	0.85%	5.37%	2.06%	1.91%	2.79%	1.44%	1.88%	1.75%	1.58%	1.76%	0.79%	0.76%	0.0%	0.56%	0.0%	0.0%	0.0%	1.29%	0.0%	1.50%	0.0%	0.68%	0.22%	0.0%	0.0%	0.38%	3.92%	0.0%	0.0%	0.0%	2.25%	0.0%	0.0%	0.0%	0.45%	0.0%	1.81%	2.28%	1.16%	2.43%	0.0%	2.70%	0.0%	1.51%	0.90%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	109	4	3	2	0	1	8	16	7	13	6	6	9	2	0	2	0	1	3	1	0	0	4	0	1	2	0	0	0	0	0	0	0	1	0	2	0	0	3	3	3	0	1	0	0	0	1	3	0	1					
		0.47%	0.35%	0.25%	0.24%	0.0%	0.34%	0.72%	0.73%	0.48%	0.59%	0.31%	0.41%	0.79%	0.26%	0.0%	1.0%	0.0%	0.44%	1.08%	0.33%	0.0%	0.0%	1.00%	0.0%	0.68%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	1.20%	0.0%	0.0%	1.53%	1.08%	0.57%	0.0%	2.43%	0.0%	0.0%	0.0%	0.50%	0.67%	0.0%	0.38%					
23	"6. ""Объединенная Российская партия ""Русь"""	68	2	2	1	1	2	4	6	6	9	12	6	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	2	0	2	0	0	0	2	0	0	0	3					
		0.29%	0.17%	0.17%	0.12%	1.07%	0.68%	0.36%	0.27%	0.41%	0.41%	0.63%	0.41%	0.08%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	1.96%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.73%	0.0%	0.0%	0.72%	0.0%	2.32%	0.0%	0.0%	0.0%	0.88%	0.0%	0.0%	0.0%	1.16%					
24	"7. ""Новый курс - Автомобильная Россия"""	205	6	3	7	0	1	8	43	16	33	33	16	17	1	0	0	0	1	0	4	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5	0	0	0	0	1	1	2	0	2					
		0.89%	0.53%	0.25%	0.85%	0.0%	0.34%	0.72%	1.97%	1.09%	1.51%	1.75%	1.10%	1.50%	0.13%	0.0%	0.0%	0.0%	0.44%	0.0%	1.34%	0.0%	0.0%	0.50%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.44%	0.50%	0.45%	0.0%	0.77%					
25	"8. ""Народно-республиканская партия России"""	37	0	1	0	0	1	5	7	1	4	3	1	1	0	0	1	2	0	1	0	0	0	2	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0					
		0.16%	0.0%	0.08%	0.0%	0.0%	0.34%	0.45%	0.32%	0.06%	0.18%	0.15%	0.06%	0.08%	0.0%	0.0%	0.5%	1.12%	0.0%	0.36%	0.0%	0.0%	0.0%	0.50%	0.0%	0.68%	0.22%	0.0%	1.53%	0.0%	1.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	1.35%	0.44%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	99	1	3	1	0	0	2	26	10	13	17	14	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0					
		0.43%	0.08%	0.25%	0.12%	0.0%	0.0%	0.18%	1.19%	0.68%	0.59%	0.90%	0.96%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.47%	0.0%	0.0%	0.45%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	2480	115	174	84	7	108	65	29	31	27	21	27	11	83	58	28	21	50	93	54	37	11	111	18	74	82	18	7	143	17	101	74	1	84	39	52	27	89	71	90	55	15	9	9	8	46	34	32	7	33					
		10.84%	10.16%	14.85%	10.24%	7.52%	37.24%	5.92%	1.33%	2.13%	1.24%	1.11%	1.85%	0.97%	10.97%	22.22%	14.0%	11.86%	22.42%	33.57%	18.18%	48.05%	13.41%	27.81%	21.42%	50.34%	18.34%	16.07%	10.76%	54.58%	33.33%	42.79%	38.34%	3.70%	23.66%	19.11%	31.32%	19.85%	40.82%	36.22%	32.60%	10.45%	17.44%	21.95%	26.47%	10.81%	20.35%	17.17%	7.20%	4.09%	12.79%					
28	"11. ""Истинные патриоты России"""	38	3	0	0	0	1	2	5	1	2	3	3	2	0	2	1	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	2	1	0					
