Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Калачеевская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645					
1	"Число избирателей, внесенных в списки избирателей"	46981	2509	1809	2344	1695	2365	2399	1616	2177	329	150	2708	1518	1551	1538	828	509	593	396	139	723	1034	236	244	570	356	366	128	1650	2926	455	1128	765	1328	676	1492	437	83	595	1840	338	390	740	615	429	264					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	46000	2300	1750	2300	1500	2200	2200	1500	2100	320	140	2700	1450	1600	1600	880	500	600	400	130	700	1000	250	250	600	370	370	120	1600	2950	430	1100	790	1330	700	1500	440	90	600	1800	350	390	750	650	450	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	27268	1378	989	1353	956	1234	1126	804	1031	168	68	1688	820	1179	901	567	341	407	261	105	441	554	171	171	300	238	266	75	1005	1793	349	547	403	874	450	935	273	48	366	954	213	239	455	362	272	138					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	5216	248	109	149	172	211	169	147	173	99	55	148	171	94	73	83	72	89	57	21	77	183	36	35	158	50	56	39	87	270	25	165	135	199	102	194	76	20	100	374	63	115	110	77	76	54					
6	Число погашенных избирательных бюллетеней	13516	674	652	798	372	755	905	549	896	53	17	864	459	327	626	230	87	104	82	4	182	263	43	44	142	82	48	6	508	887	56	388	252	257	148	371	91	22	134	472	74	36	185	211	102	58					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5216	248	109	149	172	211	169	147	173	99	55	148	171	94	73	83	72	89	57	21	77	183	36	35	158	50	56	39	87	270	25	165	135	199	102	194	76	20	100	374	63	115	110	77	76	54					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27259	1378	989	1353	956	1234	1126	803	1031	168	68	1687	820	1179	900	567	341	407	261	105	441	550	171	171	300	238	266	75	1005	1791	349	547	403	874	450	935	273	48	366	954	213	239	455	362	272	138					
9	Число недействительных избирательных бюллетеней	300	8	6	15	7	7	10	10	6	1	0	25	17	5	10	8	2	5	2	0	3	6	0	0	2	3	3	0	11	28	1	2	4	35	20	1	2	1	5	12	1	1	4	7	3	1					
10	Число действительных избирательных бюллетеней	32175	1618	1092	1487	1121	1438	1285	940	1198	266	123	1810	974	1268	963	642	411	491	316	126	515	727	207	206	456	285	319	114	1081	2033	373	710	534	1038	532	1128	347	67	461	1316	275	353	561	432	345	191					
