Выборы Президента Российской Федерации																																											
																																											
Наименование Избирательной комиссии:    Кромская																																											
																																											
Итоги голосования 																																											
																																											
		Сумма	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №790					
1	"Число избирателей, внесенных в список"	16201	755	464	236	313	484	1093	512	352	803	454	466	269	217	148	302	312	287	256	973	1452	935	1545	329	235	149	413	145	301	160	388	195	281	73	267	238	399					
2	Число полученных избирательных бюллетеней	16800	766	462	242	344	501	1081	566	385	830	462	494	274	218	160	320	316	321	263	1015	1648	889	1543	330	241	150	427	151	317	165	398	201	301	76	292	241	410					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12428	413	444	214	255	302	887	339	209	635	266	333	197	181	99	268	233	233	234	692	1176	701	1304	272	138	122	282	71	247	123	377	191	245	47	180	190	328					
5	"Число избирательных бюллетеней, выданных вне помещения"	2175	260	0	6	22	108	7	48	116	139	134	119	51	32	44	28	76	42	10	150	69	91	37	28	85	15	119	69	34	36	0	0	24	22	69	35	50					
6	Число погашенных избирательных бюллетеней	2197	93	18	22	67	91	187	179	60	56	62	42	26	5	17	24	7	46	19	173	403	97	202	30	18	13	26	11	36	6	21	10	32	7	43	16	32					
7	Число избирательных бюллетеней в переносных ящиках	2175	260	0	6	22	108	7	48	116	139	134	119	51	32	44	28	76	42	10	150	69	91	37	28	85	15	119	69	34	36	0	0	24	22	69	35	50					
8	Число бюллетеней в стационарных ящиках для голосования	12428	413	444	214	255	302	887	339	209	635	266	333	197	181	99	268	233	233	234	692	1176	701	1304	272	138	122	282	71	247	123	377	191	245	47	180	190	328					
9	Число недействительных избирательных бюллетеней	115	3	4	0	0	1	12	4	5	4	1	1	2	5	1	5	1	3	0	9	16	5	9	5	3	0	2	1	1	0	4	0	2	0	2	1	3					
10	Число действительных избирательных бюллетеней	14488	670	440	220	277	409	882	383	320	770	399	451	246	208	142	291	308	272	244	833	1229	787	1332	295	220	137	399	139	280	159	373	191	267	69	247	224	375					
11	Число полученных открепительных  удостоверений	291	13	7	4	6	8	17	9	11	13	7	13	4	3	2	5	5	5	4	25	30	17	26	5	4	2	7	2	5	2	6	3	5	1	5	4	6					
12	Число выданных открепительных удостоверений	152	5	7	4	3	5	4	0	8	8	2	13	0	0	1	0	1	0	0	19	19	17	11	3	2	1	4	1	2	0	3	2	2	0	1	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	129	10	19	0	1	3	10	1	2	1	5	2	2	2	1	1	6	2	0	8	11	16	9	3	0	0	2	1	1	1	3	2	0	1	0	2	1					
14	Число неиспользованных открепительных удостоверений	139	8	0	0	3	3	13	9	3	5	5	0	4	3	1	5	4	5	4	6	11	0	15	2	2	1	3	1	3	2	3	1	3	1	4	3	3					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	. Глазьев Сергей Юрьевич	404	24	10	1	11	9	48	11	12	23	15	7	10	2	0	4	2	5	6	26	44	10	44	11	1	1	15	2	5	3	7	4	5	0	3	4	19					
