12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																		
13	Бабурин Сергей Николаевич	132	0	2	0	0	4	5	0	2	2	3	1	2	2	3	2	2	3	1	3	5	0	3	2	1	1	0	0	1	1	0	1	3	0	2	3	3	3	0	3	1	0	1	0	2	2	2	5	4	2	2	3	0	2	2	0	1	2	4	3	2	1	0	2	5	2	2	1	0	1	0	9									
		0.17%	0.00%	0.28%	0.00%	0.00%	0.25%	0.44%	0.00%	0.17%	0.21%	0.18%	0.11%	0.14%	0.18%	0.19%	0.12%	0.12%	0.20%	0.07%	0.25%	0.37%	0.00%	0.37%	0.17%	0.07%	0.07%	0.00%	0.00%	0.08%	0.20%	0.00%	0.07%	0.41%	0.00%	0.25%	0.30%	0.27%	0.21%	0.00%	0.23%	0.09%	0.00%	0.22%	0.00%	0.16%	0.16%	0.13%	0.33%	0.25%	0.14%	0.16%	0.27%	0.00%	0.15%	0.16%	0.00%	0.07%	0.28%	0.31%	0.23%	0.21%	0.10%	0.00%	0.15%	0.36%	0.22%	0.23%	0.38%	0.00%	0.54%	0.00%	0.41%									
14	Грудинин Павел Николаевич	2016	5	21	19	16	36	32	4	28	15	44	25	31	24	39	37	52	36	46	33	42	10	9	25	38	20	33	6	20	16	42	28	18	29	17	28	38	44	16	38	37	23	24	46	37	38	31	41	35	33	21	18	0	23	20	18	26	17	46	32	33	28	13	22	28	15	25	1	3	4	4	214									
		2.61%	1.08%	2.97%	2.16%	2.06%	2.28%	2.83%	0.55%	2.37%	1.54%	2.58%	2.87%	2.20%	2.15%	2.48%	2.25%	3.22%	2.34%	3.17%	2.76%	3.10%	1.67%	1.11%	2.10%	2.76%	1.31%	3.02%	0.53%	1.63%	3.14%	3.14%	2.04%	2.47%	2.89%	2.14%	2.78%	3.48%	3.15%	2.23%	2.93%	3.26%	2.81%	5.38%	3.88%	2.88%	3.08%	2.08%	2.72%	2.18%	2.35%	1.63%	1.61%	0.00%	1.72%	1.55%	2.40%	1.86%	2.34%	3.55%	2.42%	3.47%	2.69%	1.52%	1.65%	2.02%	1.62%	2.90%	0.38%	1.81%	2.15%	2.61%	9.68%									
15	Жириновский Владимир Вольфович	1890	3	36	18	13	29	31	11	26	19	43	16	31	18	31	38	37	20	51	28	31	10	23	18	28	8	19	9	33	11	25	34	16	36	17	30	28	34	15	27	22	13	18	27	23	20	30	30	34	32	22	19	4	27	26	7	33	16	26	25	9	13	12	38	37	15	19	7	2	4	3	326									
		2.45%	0.65%	5.09%	2.04%	1.67%	1.84%	2.74%	1.52%	2.20%	1.95%	2.52%	1.83%	2.20%	1.62%	1.97%	2.31%	2.29%	1.30%	3.52%	2.34%	2.29%	1.67%	2.83%	1.51%	2.03%	0.52%	1.74%	0.79%	2.69%	2.16%	1.87%	2.48%	2.20%	3.59%	2.14%	2.98%	2.57%	2.43%	2.09%	2.08%	1.94%	1.59%	4.04%	2.28%	1.79%	1.62%	2.01%	1.99%	2.12%	2.28%	1.71%	1.70%	2.96%	2.02%	2.02%	0.93%	2.36%	2.20%	2.01%	1.89%	0.95%	1.25%	1.41%	2.85%	2.66%	1.62%	2.20%	2.69%	1.20%	2.15%	1.96%	14.75%									
16	Путин Владимир Владимирович	71209	444	625	807	735	1473	1029	704	1089	906	1563	814	1313	1036	1458	1527	1485	1441	1315	1101	1246	565	757	1118	1280	1478	1007	1108	1155	462	1227	1265	668	910	741	924	995	1263	671	1209	1047	765	392	1077	1193	1145	1400	1392	1485	1305	1219	1054	129	1249	1214	712	1311	678	1180	1238	889	976	798	1246	1287	870	792	242	154	174	140	1542									
		92.26%	95.90%	88.40%	91.60%	94.59%	93.41%	90.90%	97.24%	92.21%	93.21%	91.62%	93.35%	93.05%	92.99%	92.81%	92.88%	91.89%	93.82%	90.69%	91.98%	92.09%	94.48%	93.23%	93.95%	92.89%	96.79%	92.05%	97.79%	94.06%	90.77%	91.84%	92.20%	91.76%	90.82%	93.09%	91.76%	91.20%	90.41%	93.72%	93.29%	92.17%	93.52%	87.89%	90.89%	92.99%	92.94%	93.83%	92.19%	92.64%	92.88%	94.72%	94.44%	95.56%	93.49%	94.18%	95.06%	93.84%	93.39%	91.12%	93.72%	93.58%	93.85%	93.44%	93.40%	92.66%	93.95%	91.77%	93.08%	92.77%	93.55%	91.50%	69.77%									
17	Собчак Ксения Анатольевна	682	3	14	14	6	15	12	1	13	9	23	5	10	15	20	14	7	13	11	13	7	6	8	8	9	4	13	2	10	7	16	18	8	11	9	7	10	14	5	6	8	4	2	11	11	10	5	19	18	7	11	7	1	9	8	5	9	6	15	5	2	14	10	6	11	10	7	6	4	2	1	42									
		0.88%	0.65%	1.98%	1.59%	0.77%	0.95%	1.06%	0.14%	1.10%	0.93%	1.35%	0.57%	0.71%	1.35%	1.27%	0.85%	0.43%	0.85%	0.76%	1.09%	0.52%	1.00%	0.99%	0.67%	0.65%	0.26%	1.19%	0.18%	0.81%	1.38%	1.20%	1.31%	1.10%	1.10%	1.13%	0.70%	0.92%	1.00%	0.70%	0.46%	0.70%	0.49%	0.45%	0.93%	0.86%	0.81%	0.34%	1.26%	1.12%	0.50%	0.85%	0.63%	0.74%	0.67%	0.62%	0.67%	0.64%	0.83%	1.16%	0.38%	0.21%	1.35%	1.17%	0.45%	0.79%	1.08%	0.81%	2.31%	2.41%	1.08%	0.65%	1.90%									
18	Сурайкин Максим Александрович	180	3	2	1	2	2	2	1	3	1	6	3	5	1	6	2	5	4	5	2	3	2	3	1	4	2	6	1	1	3	2	2	3	2	2	4	3	4	3	0	2	0	1	3	5	1	2	5	4	6	4	1	0	5	0	1	2	1	2	2	3	0	1	0	3	5	1	0	0	0	0	13									
		0.23%	0.65%	0.28%	0.11%	0.26%	0.13%	0.18%	0.14%	0.25%	0.10%	0.35%	0.34%	0.35%	0.09%	0.38%	0.12%	0.31%	0.26%	0.34%	0.17%	0.22%	0.33%	0.37%	0.08%	0.29%	0.13%	0.55%	0.09%	0.08%	0.59%	0.15%	0.15%	0.41%	0.20%	0.25%	0.40%	0.27%	0.29%	0.42%	0.00%	0.18%	0.00%	0.22%	0.25%	0.39%	0.08%	0.13%	0.33%	0.25%	0.43%	0.31%	0.09%	0.00%	0.37%	0.00%	0.13%	0.14%	0.14%	0.15%	0.15%	0.32%	0.00%	0.12%	0.00%	0.22%	0.54%	0.12%	0.00%	0.00%	0.00%	0.00%	0.59%									
19	Титов Борис Юрьевич	196	0	1	1	0	5	5	1	2	1	2	4	5	4	4	6	4	1	5	6	4	2	4	3	5	0	4	0	0	5	10	3	1	2	0	1	1	8	0	3	5	4	2	3	3	3	5	3	5	7	0	1	0	2	4	0	1	1	2	3	2	1	3	4	7	1	3	0	0	0	1	7									
		0.25%	0.00%	0.14%	0.11%	0.00%	0.32%	0.44%	0.14%	0.17%	0.10%	0.12%	0.46%	0.35%	0.36%	0.25%	0.36%	0.25%	0.07%	0.34%	0.50%	0.30%	0.33%	0.49%	0.25%	0.36%	0.00%	0.37%	0.00%	0.00%	0.98%	0.75%	0.22%	0.14%	0.20%	0.00%	0.10%	0.09%	0.57%	0.00%	0.23%	0.44%	0.49%	0.45%	0.25%	0.23%	0.24%	0.34%	0.20%	0.31%	0.50%	0.00%	0.09%	0.00%	0.15%	0.31%	0.00%	0.07%	0.14%	0.15%	0.23%	0.21%	0.10%	0.35%	0.30%	0.50%	0.11%	0.35%	0.00%	0.00%	0.00%	0.65%	0.32%									
20	Явлинский Григорий Алексеевич	220	1	3	3	2	2	3	1	3	3	9	2	5	4	5	4	4	4	4	1	7	1	1	2	1	3	2	3	2	4	4	2	2	2	5	0	2	10	3	3	8	4	1	5	5	5	5	7	5	1	1	3	0	2	2	2	2	0	6	1	3	3	2	6	0	2	5	1	3	0	0	8									
		0.29%	0.22%	0.42%	0.34%	0.26%	0.13%	0.27%	0.14%	0.25%	0.31%	0.53%	0.23%	0.35%	0.36%	0.32%	0.24%	0.25%	0.26%	0.28%	0.08%	0.52%	0.17%	0.12%	0.17%	0.07%	0.20%	0.18%	0.26%	0.16%	0.79%	0.30%	0.15%	0.27%	0.20%	0.63%	0.00%	0.18%	0.72%	0.42%	0.23%	0.70%	0.49%	0.22%	0.42%	0.39%	0.41%	0.34%	0.46%	0.31%	0.07%	0.08%	0.27%	0.00%	0.15%	0.16%	0.27%	0.14%	0.00%	0.46%	0.08%	0.32%	0.29%	0.23%	0.45%	0.00%	0.22%	0.58%	0.38%	1.81%	0.00%	0.00%	0.36%									
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
