Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Ломоносовская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678					
1	"Число избирателей, внесенных в списки избирателей"	54717	2527	2249	2552	380	289	2718	904	2258	2836	1025	694	1834	1992	2398	1507	2787	429	2985	1109	1542	2759	1414	586	102	2005	1284	2091	1447	261	242	1043	1275	2091	2180	922					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40500	1800	2000	1800	300	200	2000	700	1600	2000	800	500	1300	1500	1700	1100	2000	400	2100	800	1100	2000	1000	500	100	1500	1000	1500	1000	250	200	800	1000	1500	1500	950					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	27614	1513	1412	1276	226	142	1210	540	1097	1420	494	489	845	978	1216	696	1303	320	1321	516	606	1284	670	255	55	928	716	1114	763	207	200	454	630	862	934	922					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1220	37	28	39	13	27	28	14	71	11	15	0	14	12	15	25	89	2	54	34	183	43	96	31	0	12	7	77	109	0	0	78	18	25	13	0					
6	Число погашенных избирательных бюллетеней	11666	250	560	485	61	31	762	146	432	569	291	11	441	510	469	379	608	78	725	250	311	673	234	214	45	560	277	309	128	43	0	268	352	613	553	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1220	37	28	39	13	27	28	14	71	11	15	0	14	12	15	25	89	2	54	34	183	43	96	31	0	12	7	77	109	0	0	78	18	25	13	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27597	1513	1407	1274	226	142	1207	537	1097	1420	494	489	845	978	1216	696	1303	320	1321	516	606	1284	670	255	55	928	716	1114	760	207	200	454	630	862	933	922					
9	Число недействительных избирательных бюллетеней	287	19	12	16	6	1	12	4	13	13	8	11	11	20	14	6	17	3	9	5	8	10	5	1	0	9	4	14	6	1	2	5	4	11	3	4					
10	Число действительных избирательных бюллетеней	28530	1531	1423	1297	233	168	1223	547	1155	1418	501	478	848	970	1217	715	1375	319	1366	545	781	1317	761	285	55	931	719	1177	863	206	198	527	644	876	943	918					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	991	45	46	45	11	5	23	42	40	50	15	50	30	30	30	20	50	10	40	20	30	60	27	8	8	41	25	40	25	10	5	20	20	40	30	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	900	45	15	31	11	2	23	40	40	50	13	50	20	30	30	16	50	9	29	18	30	60	27	8	8	41	25	40	21	10	4	19	20	39	26	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	694	59	22	36	12	16	4	15	25	73	18	6	27	5	17	7	25	11	19	7	20	14	19	1	3	18	7	24	122	2	4	21	4	6	8	17					
14	Число погашенных неиспользованных открепительных удостоверений	91	0	31	14	0	3	0	2	0	0	2	0	10	0	0	4	0	1	11	2	0	0	0	0	0	0	0	0	4	0	1	1	0	1	4	0					
