Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Беловская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274					
1	"Число избирателей, внесенных в список"	16719	2302	309	1015	149	588	248	103	771	1526	679	306	552	435	238	1167	189	401	128	142	311	411	175	721	687	331	216	409	796	937	477					
2	Число полученных избирательных бюллетеней	16168	2185	294	995	153	564	230	105	742	1480	662	300	526	417	230	1123	196	387	133	145	302	396	180	697	661	315	207	397	772	907	467					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11991	1410	205	633	119	463	183	80	587	1047	510	204	423	375	214	806	139	319	84	121	253	360	136	596	502	218	175	294	584	582	369					
5	"Число избирательных бюллетеней, выданных вне помещения"	1882	152	50	190	16	52	44	14	146	90	37	52	98	10	2	129	18	42	32	10	29	9	25	52	151	93	22	81	111	77	48					
6	Число погашенных избирательных бюллетеней	2295	623	39	172	18	49	3	11	9	343	115	44	5	32	14	188	39	26	17	14	20	27	19	49	8	4	10	22	77	248	50					
7	Число избирательных бюллетеней в переносных ящиках	1882	152	50	190	16	52	44	14	146	90	37	52	98	10	2	129	18	42	32	10	29	9	25	52	151	93	22	81	111	77	48					
8	Число бюллетеней в стационарных ящиках для голосования	11991	1410	205	633	119	463	183	80	587	1047	510	204	423	375	214	806	139	319	84	121	253	360	136	596	502	218	175	294	584	582	369					
9	Число недействительных избирательных бюллетеней	201	7	7	15	3	5	2	0	9	30	2	1	3	6	4	16	4	6	2	1	5	12	0	7	24	0	2	8	10	4	6					
10	Число действительных избирательных бюллетеней	13672	1555	248	808	132	510	225	94	724	1107	545	255	518	379	212	919	153	355	114	130	277	357	161	641	629	311	195	367	685	655	411					
11	Число полученных открепительных  удостоверений	159	17	5	10	3	5	3	3	7	10	5	5	5	5	3	10	3	5	5	3	3	5	3	5	5	5	3	3	5	7	3					
12	Число выданных открепительных удостоверений	48	13	0	10	0	2	0	0	3	3	0	4	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	3	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	34	2	0	2	0	1	2	0	1	4	1	1	1	2	0	2	0	1	0	1	0	0	1	0	1	2	1	1	6	1	0					
14	Число неиспользованных открепительных удостоверений	111	4	5	0	3	3	3	3	4	7	5	1	5	5	3	10	3	0	5	3	3	5	3	5	3	5	3	3	2	7	0					
15	"Число открепительных удостоверений, выданных в ТИК"	8	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	238	50	4	9	0	9	9	0	14	30	15	7	7	3	5	19	5	6	1	1	6	2	1	2	4	5	5	4	6	9	0					
		1.72%	3.20%	1.57%	1.09%	0.00%	1.75%	3.96%	0.00%	1.91%	2.64%	2.74%	2.73%	1.34%	0.78%	2.31%	2.03%	3.18%	1.66%	0.86%	0.76%	2.13%	0.54%	0.62%	0.31%	0.61%	1.61%	2.54%	1.07%	0.86%	1.37%	0.00%					
19	. Малышкин Олег Александрович	356	35	5	15	5	9	6	1	16	52	26	8	11	5	3	25	1	10	0	3	18	16	1	11	10	9	8	14	16	10	7					
		2.57%	2.24%	1.96%	1.82%	3.70%	1.75%	2.64%	1.06%	2.18%	4.57%	4.75%	3.12%	2.11%	1.30%	1.39%	2.67%	0.64%	2.77%	0.00%	2.29%	6.38%	4.34%	0.62%	1.70%	1.53%	2.89%	4.06%	3.73%	2.30%	1.52%	1.68%					
20	. Миронов Сергей Михайлович	105	19	1	6	1	3	0	1	4	17	5	3	3	1	0	5	3	1	0	3	1	4	1	1	3	1	0	2	4	10	2					
		0.76%	1.22%	0.39%	0.73%	0.74%	0.58%	0.00%	1.06%	0.55%	1.50%	0.91%	1.17%	0.58%	0.26%	0.00%	0.53%	1.91%	0.28%	0.00%	2.29%	0.35%	1.08%	0.62%	0.15%	0.46%	0.32%	0.00%	0.53%	0.58%	1.52%	0.48%					
21	. Путин Владимир Владимирович	9470	942	154	595	95	332	141	70	567	706	372	182	349	270	164	645	115	216	88	78	174	269	116	506	465	212	107	251	515	427	347					
		68.26%	60.31%	60.39%	72.30%	70.37%	64.47%	62.11%	74.47%	77.35%	62.09%	68.01%	71.09%	66.99%	70.13%	75.93%	68.98%	73.25%	59.83%	75.86%	59.54%	61.70%	72.90%	72.05%	78.09%	71.21%	68.17%	54.31%	66.93%	74.10%	64.80%	83.21%					
22	. Хакамада Ирина Муцуовна	201	29	3	11	0	12	1	1	7	32	12	0	9	6	5	16	0	4	0	1	4	2	1	10	6	4	3	4	10	7	1					
		1.45%	1.86%	1.18%	1.34%	0.00%	2.33%	0.44%	1.06%	0.95%	2.81%	2.19%	0.00%	1.73%	1.56%	2.31%	1.71%	0.00%	1.11%	0.00%	0.76%	1.42%	0.54%	0.62%	1.54%	0.92%	1.29%	1.52%	1.07%	1.44%	1.06%	0.24%					
23	. Харитонов Николай Михайлович	3084	444	78	152	3	141	66	21	113	242	109	52	138	80	33	193	28	114	22	41	64	61	41	103	138	79	71	91	132	184	50					
		22.23%	28.43%	30.59%	18.47%	2.22%	27.38%	29.07%	22.34%	15.42%	21.28%	19.93%	20.31%	26.49%	20.78%	15.28%	20.64%	17.83%	31.58%	18.97%	31.30%	22.70%	16.53%	25.47%	15.90%	21.13%	25.40%	36.04%	24.27%	18.99%	27.92%	11.99%					
																																					
24	Против всех	218	36	3	20	28	4	2	0	3	28	6	3	1	14	2	16	1	4	3	3	10	3	0	8	3	1	1	1	2	8	4					
		1.57%	2.30%	1.18%	2.43%	20.74%	0.78%	0.88%	0.00%	0.41%	2.46%	1.10%	1.17%	0.19%	3.64%	0.93%	1.71%	0.64%	1.11%	2.59%	2.29%	3.55%	0.81%	0.00%	1.23%	0.46%	0.32%	0.51%	0.27%	0.29%	1.21%	0.96%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
