Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Балтачевская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848					
1	"Число избирателей, внесенных в списки"	17582	363	304	221	258	285	154	189	247	503	143	637	185	418	223	187	200	396	356	184	475	289	279	124	359	138	152	1326	1388	1045	274	169	306	144	839	430	129	119	161	511	337	300	237	306	377	264	161	142	517	328	241	262					
2	"Число бюллетеней, полученных участковыми комиссиями"	17778	377	314	223	257	305	153	195	247	505	146	640	189	420	230	192	205	401	353	193	488	290	281	127	364	148	160	1323	1299	1087	275	172	302	142	842	430	135	121	164	519	333	312	239	332	382	266	167	147	529	341	249	267					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14520	301	259	178	213	256	134	153	207	439	120	472	151	309	169	147	143	328	306	144	375	235	222	105	285	120	134	1102	1152	946	226	154	256	129	624	387	124	105	134	386	299	255	192	283	287	231	138	121	388	266	209	221					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1184	24	24	14	19	29	14	12	11	28	17	56	20	41	26	12	24	37	29	26	29	14	42	0	26	6	12	39	31	20	38	8	23	9	91	14	0	2	12	40	14	18	19	23	47	12	9	20	76	21	0	6					
6	Число погашенных бюллетеней	2074	52	31	31	25	20	5	30	29	38	9	112	18	70	35	33	38	36	18	23	84	41	17	22	53	22	14	182	116	121	11	10	23	4	127	29	11	14	18	93	20	39	28	26	48	23	20	6	65	54	40	40					
7	Число бюллетеней в переносных ящиках для голосования	1175	24	24	14	19	29	14	12	11	28	17	56	20	41	26	12	24	37	29	26	29	14	42	0	26	6	12	39	31	20	38	8	23	9	91	14	0	2	12	40	14	18	19	23	47	12	9	20	67	21	0	6					
8	Число бюллетеней в стационарных ящиках для голосования	14523	301	259	178	213	256	134	153	207	439	120	472	151	309	169	147	143	328	306	144	375	235	222	105	285	120	134	1102	1152	946	226	154	256	129	624	387	124	105	134	386	299	255	192	283	287	231	138	121	391	266	209	221					
9	Число недействительных бюллетеней	807	8	5	13	12	9	6	7	4	21	12	50	13	29	13	13	18	8	7	18	19	35	12	26	14	18	9	44	50	11	22	19	17	16	16	14	11	11	8	21	6	15	2	22	2	35	16	16	0	7	9	18					
10	Число действительных бюллетеней	14891	317	278	179	220	276	142	158	214	446	125	478	158	321	182	146	149	357	328	152	385	214	252	79	297	108	137	1097	1133	955	242	143	262	122	699	387	113	96	138	405	307	258	209	284	332	208	131	125	458	280	200	209					
