Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    район Вешняки 																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №3176	УИК №3177					
1	"Число избирателей, внесенных в списки избирателей"	81367	2649	2164	2457	2575	2550	1986	2401	2504	2486	2554	2320	2750	2649	2331	2204	2432	2520	2147	1679	2462	2316	2537	2310	2183	1555	2333	2796	2640	2414	2586	2530	1791	2117	2223	1106	110					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	65070	2100	1700	2000	2100	2000	1500	1900	2000	2000	2000	1800	2200	2100	1800	1700	1900	2200	1700	1300	2000	1800	2000	1800	1700	1300	1800	2300	2100	2000	2100	2000	1500	1700	1700	1100	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	42306	1334	1098	1317	1318	1208	1047	1265	1214	1346	1214	1177	1469	1341	1233	1064	1208	1253	1265	910	1319	1123	1352	1146	1150	947	1131	1340	1357	1230	1292	1390	891	1095	1093	1059	110					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1372	52	31	40	45	35	38	30	45	26	32	34	22	39	33	56	43	217	24	37	31	57	22	17	29	10	38	37	54	26	29	32	52	35	24	0	0					
6	Число погашенных избирательных бюллетеней	21392	714	571	643	737	757	415	605	741	628	754	589	709	720	534	580	649	730	411	353	650	620	626	637	521	343	631	923	689	744	779	578	557	570	583	41	60					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1372	52	31	40	45	35	38	30	45	26	32	34	22	39	33	56	43	217	24	37	31	57	22	17	29	10	38	37	54	26	29	32	52	35	24	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	42144	1333	1098	1317	1318	1207	1041	1255	1210	1340	1212	1172	1469	1299	1233	1052	1208	1253	1265	910	1319	1113	1327	1144	1143	942	1127	1340	1357	1230	1285	1388	886	1095	1087	1059	110					
9	Число недействительных избирательных бюллетеней	654	20	16	16	18	18	17	25	22	20	20	12	14	19	21	15	15	13	24	20	19	16	30	25	15	28	17	23	15	23	17	16	9	18	16	18	4					
10	Число действительных избирательных бюллетеней	42862	1365	1113	1341	1345	1224	1062	1260	1233	1346	1224	1194	1477	1319	1245	1093	1236	1457	1265	927	1331	1154	1319	1136	1157	924	1148	1354	1396	1233	1297	1404	929	1112	1095	1041	106					
