Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    район Вешняки 																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №3269	УИК №3270					
1	"Число избирателей, внесенных в список избирателей"	74763	2296	2061	2340	2426	2437	1750	2258	2123	2220	2396	1935	2545	2489	2135	1871	2122	2093	2016	1418	2409	2214	2392	2046	2014	1253	2067	2363	2467	2189	2319	2442	1616	1947	2120	1850	124					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	60713	1806	1686	1906	1970	1965	1322	1818	1686	1757	1957	1593	2062	1749	1700	1475	1650	1807	1563	1137	1955	1762	1943	1665	1765	886	1620	1848	1930	1703	1877	1989	1538	1600	1723	2100	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	44242	1138	1044	1257	1339	1492	972	1034	1091	1208	1103	1057	1464	1410	1299	965	1165	1099	1091	1074	1644	1457	1547	1293	1592	757	995	1184	1452	1319	1194	1607	1494	1492	953	1838	122					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1565	38	79	46	78	49	39	38	40	32	39	31	20	40	41	33	57	257	31	36	27	38	27	49	24	10	46	41	40	29	92	27	44	29	18	0	0					
6	Число погашенных избирательных бюллетеней	14896	630	563	603	553	424	311	746	555	517	815	505	578	299	360	477	428	451	441	27	284	267	369	321	148	119	579	616	438	355	591	355	0	79	752	262	78					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1563	38	79	46	78	49	39	38	40	32	39	31	20	40	41	33	57	256	31	36	27	38	27	49	24	10	45	41	40	29	92	27	44	29	18	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	44028	1119	1044	1257	1339	1492	972	1028	1091	1205	1096	1026	1459	1410	1299	962	1108	1099	1091	1038	1644	1433	1547	1293	1588	754	995	1182	1452	1319	1194	1596	1494	1492	953	1835	122					
9	Число недействительных избирательных бюллетеней	956	20	13	27	27	14	24	25	21	29	27	25	31	25	14	19	24	17	0	121	25	25	39	25	17	9	13	30	30	19	45	96	18	0	11	42	9					
10	Число действительных избирательных бюллетеней	44635	1137	1110	1276	1390	1527	987	1041	1110	1208	1108	1032	1448	1425	1326	976	1141	1338	1122	953	1646	1446	1535	1317	1595	755	1027	1193	1462	1329	1241	1527	1520	1521	960	1793	113					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1680	50	50	50	50	40	30	50	50	50	40	50	50	50	50	50	50	60	50	30	80	40	50	50	50	75	50	50	50	45	29	61	50	50	50	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1350	33	47	45	41	28	25	49	40	43	40	37	46	48	41	37	40	40	42	20	59	37	41	38	44	64	29	34	34	30	27	49	37	50	35	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	853	18	15	27	18	18	84	36	27	28	14	45	31	29	0	20	41	46	40	42	15	16	14	12	18	19	27	9	17	27	12	12	58	12	6	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	330	17	3	5	9	12	5	1	10	7	0	13	4	2	9	13	10	20	8	10	21	3	9	12	6	11	21	16	16	15	2	12	13	0	15	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	74	5	1	1	0	3	1	0	1	3	5	3	1	4	4	8	1	3	0	1	2	2	2	3	1	0	2	1	4	0	0	1	3	3	5	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	7	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4746	244	163	221	73	158	50	38	212	249	221	14	44	156	84	58	85	225	104	109	133	199	89	174	193	124	193	128	287	100	213	41	144	42	91	62	25					
		10.41%	21.09%	14.51%	16.96%	5.15%	10.25%	4.95%	3.56%	18.74%	20.13%	19.47%	1.32%	2.97%	10.76%	6.27%	5.83%	7.30%	16.61%	9.27%	10.15%	7.96%	13.53%	5.65%	12.97%	11.97%	16.23%	18.56%	10.47%	19.24%	7.42%	16.56%	2.53%	9.36%	2.76%	9.37%	3.38%	20.49%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5498	149	137	172	193	178	129	146	148	152	205	501	127	123	182	132	126	153	147	97	168	225	227	166	138	79	141	176	132	153	155	307	36	28	51	93	26					
		12.06%	12.88%	12.20%	13.20%	13.62%	11.55%	12.76%	13.70%	13.09%	12.29%	18.06%	47.40%	8.59%	8.48%	13.58%	13.27%	10.82%	11.29%	13.10%	9.03%	10.05%	15.30%	14.42%	12.37%	8.56%	10.34%	13.56%	14.39%	8.85%	11.35%	12.05%	18.92%	2.34%	1.84%	5.25%	5.07%	21.31%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	562	21	16	15	6	20	7	21	17	20	22	11	14	29	24	2	21	22	20	14	19	6	10	1	27	17	13	24	23	12	19	23	6	3	14	22	1					
		1.23%	1.82%	1.42%	1.15%	0.42%	1.30%	0.69%	1.97%	1.50%	1.62%	1.94%	1.04%	0.95%	2.00%	1.79%	0.20%	1.80%	1.62%	1.78%	1.30%	1.14%	0.41%	0.64%	0.07%	1.67%	2.23%	1.25%	1.96%	1.54%	0.89%	1.48%	1.42%	0.39%	0.20%	1.44%	1.20%	0.82%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8960	286	214	266	251	317	268	216	315	331	233	9	399	323	313	226	185	253	195	186	330	222	387	240	278	254	257	111	332	300	333	156	134	284	233	304	19					
		19.65%	24.72%	19.06%	20.41%	17.71%	20.57%	26.51%	20.26%	27.85%	26.76%	20.53%	0.85%	26.98%	22.28%	23.36%	22.71%	15.88%	18.67%	17.38%	17.32%	19.75%	15.09%	24.59%	17.88%	17.25%	33.25%	24.71%	9.08%	22.25%	22.26%	25.89%	9.61%	8.71%	18.67%	23.99%	16.57%	15.57%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2729	142	99	136	92	45	30	66	128	176	156	9	3	75	31	7	91	171	97	40	131	12	2	6	134	4	166	105	206	16	186	71	9	20	53	7	7					
		5.99%	12.27%	8.82%	10.44%	6.49%	2.92%	2.97%	6.19%	11.32%	14.23%	13.74%	0.85%	0.20%	5.17%	2.31%	0.70%	7.81%	12.62%	8.65%	3.72%	7.84%	0.82%	0.13%	0.45%	8.31%	0.52%	15.96%	8.59%	13.81%	1.19%	14.46%	4.37%	0.59%	1.31%	5.46%	0.38%	5.74%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21813	278	472	458	769	800	500	543	273	271	261	486	854	705	678	540	628	503	550	497	855	780	816	729	819	266	244	634	472	743	323	922	1182	1140	503	1286	33					
		47.84%	24.03%	42.03%	35.15%	54.27%	51.91%	49.46%	50.94%	24.14%	21.91%	22.99%	45.98%	57.74%	48.62%	50.60%	54.27%	53.91%	37.12%	49.02%	46.28%	51.17%	53.03%	51.84%	54.32%	50.81%	34.82%	23.46%	51.84%	31.64%	55.12%	25.12%	56.81%	76.85%	74.95%	51.80%	70.08%	27.05%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	327	17	9	8	6	9	3	11	17	9	10	2	7	14	14	11	5	11	9	10	10	2	4	1	6	11	13	15	10	5	12	7	9	4	15	19	2					
		0.72%	1.47%	0.80%	0.61%	0.42%	0.58%	0.30%	1.03%	1.50%	0.73%	0.88%	0.19%	0.47%	0.97%	1.04%	1.11%	0.43%	0.81%	0.80%	0.93%	0.60%	0.14%	0.25%	0.07%	0.37%	1.44%	1.25%	1.23%	0.67%	0.37%	0.93%	0.43%	0.59%	0.26%	1.54%	1.04%	1.64%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
