Выборы Президента Российской Федерации																																																
Дата голосования: 18.03.2018																																																
																																																
Наименование Избирательной комиссии:    Плавская																																																
																																																
Сводная таблица итогов голосования																																																
																																																
	Число участковых избирательных комиссий	37																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	37																																														
																																																
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837									
1	"Число избирателей, включенных в список избирателей"	19452	690	662	664	711	723	859	781	737	704	677	761	822	729	773	825	842	757	158	405	351	630	355	165	960	254	294	162	284	280	153	154	660	476	399	181	165	249									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19560	700	700	690	750	700	850	790	750	700	700	800	800	700	750	800	900	800	150	400	350	650	350	160	1000	250	300	150	250	300	120	140	650	470	400	180	150	260									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12998	554	515	502	589	409	501	465	508	522	489	617	470	428	351	566	397	603	94	294	282	488	245	123	512	168	172	103	190	211	78	85	550	295	293	64	117	148									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2000	35	27	39	13	52	86	129	48	35	40	34	101	84	95	46	104	65	51	84	63	119	49	24	76	20	36	16	44	44	40	43	78	62	27	41	27	23									
6	Число погашенных избирательных бюллетеней	4562	111	158	149	148	239	263	196	194	143	171	149	229	188	304	188	399	132	5	22	5	43	56	13	412	62	92	31	16	45	2	12	22	113	80	75	6	89									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2000	35	27	39	13	52	86	129	48	35	40	34	101	84	95	46	104	65	51	84	63	119	49	24	76	20	36	16	44	44	40	43	78	62	27	41	27	23									
8	Число бюллетеней в стационарных ящиках для голосования	12998	554	515	502	589	409	501	465	508	522	489	617	470	428	351	566	397	603	94	294	282	488	245	123	512	168	172	103	190	211	78	85	550	295	293	64	117	148									
9	Число недействительных избирательных бюллетеней	92	2	3	5	7	3	4	5	5	5	0	4	4	5	4	6	0	7	0	1	2	2	0	0	4	2	2	0	1	3	0	0	3	3	0	0	0	0									
10	Число действительных избирательных бюллетеней	14906	587	539	536	595	458	583	589	551	552	529	647	567	507	442	606	501	661	145	377	343	605	294	147	584	186	206	119	233	252	118	128	625	354	320	105	144	171									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
13	Бабурин Сергей Николаевич	67	2	3	3	0	4	6	2	2	3	2	1	3	1	1	3	2	5	0	1	3	1	1	1	4	2	0	0	3	0	0	1	2	1	1	2	0	1									
		0.45%	0.34%	0.55%	0.55%	0.00%	0.87%	1.02%	0.34%	0.36%	0.54%	0.38%	0.15%	0.53%	0.20%	0.22%	0.49%	0.40%	0.75%	0.00%	0.26%	0.87%	0.16%	0.34%	0.68%	0.68%	1.06%	0.00%	0.00%	1.28%	0.00%	0.00%	0.78%	0.32%	0.28%	0.31%	1.90%	0.00%	0.58%									
14	Грудинин Павел Николаевич	1113	40	28	39	56	53	44	47	56	43	39	50	47	34	46	59	37	26	6	21	17	31	13	11	56	15	21	3	22	17	3	5	24	26	22	23	10	23									
		7.42%	6.79%	5.17%	7.21%	9.30%	11.50%	7.50%	7.91%	10.07%	7.72%	7.37%	7.68%	8.23%	6.64%	10.31%	9.64%	7.39%	3.89%	4.14%	5.56%	4.93%	5.11%	4.42%	7.48%	9.52%	7.98%	10.10%	2.52%	9.40%	6.67%	2.54%	3.91%	3.82%	7.28%	6.88%	21.90%	6.94%	13.45%									
15	Жириновский Владимир Вольфович	806	20	26	23	13	31	29	27	29	34	31	25	54	24	34	40	32	61	4	16	15	12	19	2	34	8	11	14	10	15	6	2	22	27	26	9	8	13									
		5.37%	3.40%	4.80%	4.25%	2.16%	6.72%	4.94%	4.55%	5.22%	6.10%	5.86%	3.84%	9.46%	4.69%	7.62%	6.54%	6.39%	9.13%	2.76%	4.23%	4.35%	1.98%	6.46%	1.36%	5.78%	4.26%	5.29%	11.76%	4.27%	5.88%	5.08%	1.56%	3.50%	7.56%	8.13%	8.57%	5.56%	7.60%									
16	Путин Владимир Владимирович	12617	511	470	456	510	361	483	501	454	458	448	560	447	440	341	488	423	560	132	338	305	551	259	130	473	158	172	100	194	218	106	117	568	295	266	69	124	131									
		84.12%	86.76%	86.72%	84.29%	84.72%	78.31%	82.28%	84.34%	81.65%	82.23%	84.69%	86.02%	78.28%	85.94%	76.46%	79.74%	84.43%	83.83%	91.03%	89.42%	88.41%	90.77%	88.10%	88.44%	80.44%	84.04%	82.69%	84.03%	82.91%	85.49%	89.83%	91.41%	90.45%	82.63%	83.13%	65.71%	86.11%	76.61%									
17	Собчак Ксения Анатольевна	111	4	7	8	7	4	6	3	2	6	0	1	3	5	7	8	0	5	2	0	1	4	1	1	10	0	2	1	1	0	1	0	3	3	2	0	1	2									
		0.74%	0.68%	1.29%	1.48%	1.16%	0.87%	1.02%	0.51%	0.36%	1.08%	0.00%	0.15%	0.53%	0.98%	1.57%	1.31%	0.00%	0.75%	1.38%	0.00%	0.29%	0.66%	0.34%	0.68%	1.70%	0.00%	0.96%	0.84%	0.43%	0.00%	0.85%	0.00%	0.48%	0.84%	0.63%	0.00%	0.69%	1.17%									
18	Сурайкин Максим Александрович	92	5	3	2	4	1	5	6	3	4	3	3	3	1	4	4	6	2	1	0	2	5	1	1	3	2	0	0	2	2	0	3	3	2	2	2	1	1									
		0.61%	0.85%	0.55%	0.37%	0.66%	0.22%	0.85%	1.01%	0.54%	0.72%	0.57%	0.46%	0.53%	0.20%	0.90%	0.65%	1.20%	0.30%	0.69%	0.00%	0.58%	0.82%	0.34%	0.68%	0.51%	1.06%	0.00%	0.00%	0.85%	0.78%	0.00%	2.34%	0.48%	0.56%	0.63%	1.90%	0.69%	0.58%									
19	Титов Борис Юрьевич	57	3	0	3	4	3	4	2	4	3	3	4	5	1	8	2	0	1	0	1	0	0	0	1	2	0	0	1	0	0	0	0	1	0	1	0	0	0									
		0.38%	0.51%	0.00%	0.55%	0.66%	0.65%	0.68%	0.34%	0.72%	0.54%	0.57%	0.61%	0.88%	0.20%	1.79%	0.33%	0.00%	0.15%	0.00%	0.26%	0.00%	0.00%	0.00%	0.68%	0.34%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.31%	0.00%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	43	2	2	2	1	1	6	1	1	1	3	3	5	1	1	2	1	1	0	0	0	1	0	0	2	1	0	0	1	0	2	0	2	0	0	0	0	0									
		0.29%	0.34%	0.37%	0.37%	0.17%	0.22%	1.02%	0.17%	0.18%	0.18%	0.57%	0.46%	0.88%	0.20%	0.22%	0.33%	0.20%	0.15%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.34%	0.53%	0.00%	0.00%	0.43%	0.00%	1.69%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
