Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Каа-Хемская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85					
1	"Число избирателей, внесенных в списки избирателей"	7719	504	582	426	441	265	264	2799	534	366	123	158	98	87	517	555					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7210	496	537	416	430	251	275	2531	479	331	106	152	97	87	487	535					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	43	3	0	0	0	0	0	0	0	23	0	0	0	10	7	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5488	409	446	357	361	170	249	1692	395	268	100	119	57	37	395	433					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	315	30	29	15	28	15	10	116	14	26	0	0	0	0	10	22					
6	Число погашенных избирательных бюллетеней	1364	54	62	44	41	66	16	723	70	14	6	33	40	40	75	80					
7	Число избирательных бюллетеней в переносных ящиках для голосования	358	33	29	15	28	15	10	116	14	49	0	0	0	10	17	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5486	409	446	357	361	170	249	1691	394	268	100	119	57	37	395	433					
9	Число недействительных избирательных бюллетеней	120	16	11	10	4	5	6	23	13	2	1	0	0	0	12	17					
10	Число действительных избирательных бюллетеней	5724	426	464	362	385	180	253	1784	395	315	99	119	57	47	400	438					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	81	5	5	3	3	1	5	31	2	5	0	3	3	0	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	57	3	5	3	2	1	5	28	2	5	0	0	0	0	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	37	3	3	3	1	0	6	10	0	1	3	1	0	0	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	24	2	0	0	1	0	0	3	0	0	0	3	3	0	4	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	41	3	2	0	1	0	1	11	3	2	0	6	0	1	8	3					
		0.70%	0.68%	0.42%	0.00%	0.26%	0.00%	0.39%	0.61%	0.74%	0.63%	0.00%	5.04%	0.00%	2.13%	1.94%	0.66%					
19	2.Всероссийская политическая партия «Гражданская Сила»	14	2	1	2	1	0	0	2	1	0	0	2	0	1	0	2					
		0.24%	0.45%	0.21%	0.54%	0.26%	0.00%	0.00%	0.11%	0.25%	0.00%	0.00%	1.68%	0.00%	2.13%	0.00%	0.44%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0					
		0.07%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	2.13%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	142	14	10	18	6	6	3	50	9	2	5	3	0	0	9	7					
		2.43%	3.17%	2.11%	4.84%	1.54%	3.24%	1.16%	2.77%	2.21%	0.63%	5.00%	2.52%	0.00%	0.00%	2.18%	1.54%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	0	0	1	1	1	0	3	0	1	0	0	0	0	0	0					
		0.12%	0.00%	0.00%	0.27%	0.26%	0.54%	0.00%	0.17%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	36	0	0	0	8	3	0	12	0	0	0	0	0	0	8	5					
		0.62%	0.00%	0.00%	0.00%	2.06%	1.62%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.94%	1.10%					
24	7.Политическая партия «Либерально-демократическая партия России»	130	6	2	3	6	3	5	86	3	2	2	3	0	1	6	2					
		2.22%	1.36%	0.42%	0.81%	1.54%	1.62%	1.93%	4.76%	0.74%	0.63%	2.00%	2.52%	0.00%	2.13%	1.46%	0.44%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	170	5	5	4	3	5	2	85	6	19	2	6	1	2	8	17					
		2.91%	1.13%	1.05%	1.08%	0.77%	2.70%	0.77%	4.70%	1.47%	5.99%	2.00%	5.04%	1.75%	4.26%	1.94%	3.74%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	32	2	2	1	2	0	0	11	7	1	0	1	0	0	0	5					
		0.55%	0.45%	0.42%	0.27%	0.51%	0.00%	0.00%	0.61%	1.72%	0.32%	0.00%	0.84%	0.00%	0.00%	0.00%	1.10%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5141	394	442	332	356	162	242	1518	366	287	90	98	56	41	361	396					
		87.97%	89.14%	93.05%	89.25%	91.52%	87.57%	93.44%	84.01%	89.71%	90.54%	90.00%	82.35%	98.25%	87.23%	87.62%	87.03%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	7	0	0	0	1	0	0	4	0	1	0	0	0	0	0	1					
		0.12%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.22%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
