Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Каа-Хемская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85					
1	"Число избирателей, внесенных в список избирателей"	7837	516	544	548	425	284	1656	1488	501	350	132	189	107	83	501	513					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7427	510	556	565	430	285	1426	1337	493	350	130	187	108	85	470	495					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	142	14	34	0	29	0	0	0	0	30	0	23	0	0	12	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5998	434	491	353	358	262	1180	933	452	294	125	164	103	77	385	387					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	548	28	19	195	37	22	71	70	41	26	0	0	0	0	14	25					
6	Число погашенных избирательных бюллетеней	739	34	12	17	6	1	175	334	0	0	5	0	5	8	59	83					
7	Число избирательных бюллетеней в переносных ящиках для голосования	690	42	53	195	66	22	71	70	41	56	0	23	0	0	26	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5998	434	491	353	358	262	1180	933	452	294	125	164	103	77	385	387					
9	Число недействительных избирательных бюллетеней	58	4	4	0	2	0	16	18	5	1	0	0	1	0	3	4					
10	Число действительных избирательных бюллетеней	6630	472	540	548	422	284	1235	985	488	349	125	187	102	77	408	408					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	79	0	3	11	5	5	17	9	3	8	0	0	0	2	9	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	79	0	3	11	5	5	17	9	3	8	0	0	0	2	9	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	55	1	1	6	1	8	16	10	3	1	1	1	0	0	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	473	11	25	4	12	3	102	138	44	10	2	13	7	2	65	35					
		7.07%	2.31%	4.60%	0.73%	2.83%	1.06%	8.15%	13.76%	8.92%	2.86%	1.60%	6.95%	6.80%	2.60%	15.82%	8.50%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	317	2	2	3	18	0	77	160	16	2	0	14	2	0	13	8					
		4.74%	0.42%	0.37%	0.55%	4.25%	0.00%	6.16%	15.95%	3.25%	0.57%	0.00%	7.49%	1.94%	0.00%	3.16%	1.94%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	0	0	0	3	0	3	9	3	1	0	2	0	0	1	0					
		0.33%	0.00%	0.00%	0.00%	0.71%	0.00%	0.24%	0.90%	0.61%	0.29%	0.00%	1.07%	0.00%	0.00%	0.24%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	279	10	9	1	11	1	81	103	19	4	0	10	1	0	17	12					
		4.17%	2.10%	1.65%	0.18%	2.59%	0.35%	6.47%	10.27%	3.85%	1.14%	0.00%	5.35%	0.97%	0.00%	4.14%	2.91%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	107	60	14	1	5	0	14	7	1	1	0	2	0	1	0	1					
		1.60%	12.61%	2.57%	0.18%	1.18%	0.00%	1.12%	0.70%	0.20%	0.29%	0.00%	1.07%	0.00%	1.30%	0.00%	0.24%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5411	389	489	539	369	280	954	563	403	331	123	144	92	74	311	350					
		80.91%	81.72%	89.89%	98.36%	87.03%	98.59%	76.26%	56.13%	81.74%	94.57%	98.40%	77.01%	89.32%	96.10%	75.67%	84.95%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	21	0	1	0	4	0	4	5	2	0	0	2	0	0	1	2					
		0.31%	0.00%	0.18%	0.00%	0.94%	0.00%	0.32%	0.50%	0.41%	0.00%	0.00%	1.07%	0.00%	0.00%	0.24%	0.49%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
