Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва														
Дата голосования: 07.12.2003 0:00:00														
														
Наименование Избирательной комиссии:    Момская														
														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)														
														
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327					
1	"Число избирателей, внесенных в списки"	2704	1466	89	272	184	121	411	161					
2	"Число бюллетеней, полученных участковыми комиссиями"	2865	1550	90	275	200	125	460	165					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	100	6	0	4	0	13	65	12					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	1935	941	79	232	152	90	300	141					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	194	117	7	20	22	7	21	0					
6	Число погашенных бюллетеней	636	486	4	19	26	15	74	12					
7	Число бюллетеней в переносных ящиках для голосования	294	123	7	24	22	20	86	12					
8	Число бюллетеней в стационарных ящиках для голосования	1935	941	79	232	152	90	300	141					
9	Число недействительных бюллетеней	26	9	0	8	3	0	4	2					
10	Число действительных бюллетеней	2203	1055	86	248	171	110	382	151					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	93	55	5	5	8	5	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	53	33	2	2	8	0	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	14	1	2	3	1	9	3					
14	Число погашенных открепительных удостоверений	40	22	3	3	0	5	7	0					
15	Число открепительных удостоверений выданных ТИК	5	2	2	0	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0					
														
18	"1. ""ЕДИНЕНИЕ"""	79	21	4	15	7	4	22	6					
		3.54%	1.97%	4.65%	5.85%	4.02%	3.63%	5.69%	3.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	302	202	18	25	12	11	20	14					
		13.54%	18.98%	20.93%	9.76%	6.89%	10.0%	5.18%	9.15%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	41	24	1	3	2	0	9	2					
		1.83%	2.25%	1.16%	1.17%	1.14%	0.0%	2.33%	1.30%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	13	7	0	2	1	0	2	1					
		0.58%	0.65%	0.0%	0.78%	0.57%	0.0%	0.51%	0.65%					
22	"5. ""За Русь Святую"""	4	2	0	0	0	1	1	0					
		0.17%	0.18%	0.0%	0.0%	0.0%	0.90%	0.25%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	5	2	0	1	0	0	1	1					
		0.22%	0.18%	0.0%	0.39%	0.0%	0.0%	0.25%	0.65%					
24	"7. ""Новый курс - Автомобильная Россия"""	7	2	0	0	2	1	0	2					
		0.31%	0.18%	0.0%	0.0%	1.14%	0.90%	0.0%	1.30%					
25	"8. ""Народно-республиканская партия России"""	4	2	0	0	0	0	0	2					
		0.17%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	1.30%					
26	"9. ""Российская экологическая партия ""Зеленые"""	2	0	0	1	0	0	0	1					
		0.08%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.65%					
27	"10. ""Аграрная партия России"""	93	33	0	3	16	14	20	7					
		4.17%	3.10%	0.0%	1.17%	9.19%	12.72%	5.18%	4.57%					
28	"11. ""Истинные патриоты России"""	4	2	0	0	1	0	1	0					
		0.17%	0.18%	0.0%	0.0%	0.57%	0.0%	0.25%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	21	17	1	0	1	0	2	0					
		0.94%	1.59%	1.16%	0.0%	0.57%	0.0%	0.51%	0.0%					
30	"13. ""Демократическая партия России"""	3	2	0	0	0	0	1	0					
		0.13%	0.18%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	18	12	0	2	0	2	2	0					
		0.80%	1.12%	0.0%	0.78%	0.0%	1.81%	0.51%	0.0%					
32	"15. ""Партия СЛОН"""	2	2	0	0	0	0	0	0					
		0.08%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	243	108	2	35	45	4	33	16					
		10.90%	10.15%	2.32%	13.67%	25.86%	3.63%	8.54%	10.45%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	7	4	0	0	0	2	1	0					
		0.31%	0.37%	0.0%	0.0%	0.0%	1.81%	0.25%	0.0%					
35	"18. ""ЛДПР"""	45	28	0	6	1	1	6	3					
		2.01%	2.63%	0.0%	2.34%	0.57%	0.90%	1.55%	1.96%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	17	8	0	1	2	0	4	2					
		0.76%	0.75%	0.0%	0.39%	1.14%	0.0%	1.03%	1.30%					
37	"20. ""Политическая партия ""Единая Россия"""	971	421	47	115	56	59	214	59					
		43.56%	39.56%	54.65%	44.92%	32.18%	53.63%	55.44%	38.56%					
38	"21. ""Российская Конституционно-демократическая партия"""	3	0	0	1	0	0	1	1					
		0.13%	0.0%	0.0%	0.39%	0.0%	0.0%	0.25%	0.65%					
39	"22. ""Развитие предпринимательства"""	6	2	0	2	0	0	1	1					
		0.26%	0.18%	0.0%	0.78%	0.0%	0.0%	0.25%	0.65%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	269	133	12	33	22	9	34	26					
		12.06%	12.5%	13.95%	12.89%	12.64%	8.18%	8.80%	16.99%					
														
41	Против всех	44	21	1	3	3	2	7	7					
		1.97%	1.97%	1.16%	1.17%	1.72%	1.81%	1.81%	4.57%					
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
