Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Саровская городская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	76502	2020	1699	911	2240	2188	2836	2230	2117	2169	2211	2249	2205	2175	2354	2156	1984	1941	2037	1989	2325	2158	2144	2144	2136	2154	2226	2257	2133	2250	2243	2149	2152	2097	2060	2007	2156									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	70000	2000	1700	800	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1500	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	38111	1161	746	542	1286	1064	1607	1121	1047	1122	951	1060	1067	1124	1215	1117	1066	968	989	808	1201	1094	1064	1009	1090	1046	1053	1035	1043	1115	1091	1022	1083	1065	970	1072	997									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	408	9	3	0	5	2	5	4	5	12	11	6	12	7	5	9	7	4	9	13	13	24	17	17	15	23	22	5	18	21	19	10	22	16	9	13	16									
6	Число погашенных избирательных бюллетеней	31480	830	951	258	709	934	388	875	948	866	1038	934	921	869	780	874	927	528	1002	1179	786	882	919	974	895	931	925	960	939	863	890	968	895	919	1021	915	987									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	408	9	3	0	5	2	5	4	5	12	11	6	12	7	5	9	7	4	9	13	13	24	17	17	15	23	22	5	18	21	19	10	22	16	9	13	16									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	38046	1156	746	541	1271	1062	1607	1120	1045	1122	950	1057	1065	1124	1215	1117	1066	966	989	807	1201	1094	1063	1006	1087	1045	1046	1035	1041	1114	1091	1022	1080	1059	968	1072	996									
9	Число недействительных избирательных бюллетеней	985	20	25	8	28	22	49	43	21	43	22	38	21	21	22	32	36	36	20	26	25	21	20	21	29	16	27	25	35	21	24	11	24	75	24	31	23									
10	Число действительных избирательных бюллетеней	37469	1145	724	533	1248	1042	1563	1081	1029	1091	939	1025	1056	1110	1198	1094	1037	934	978	794	1189	1097	1060	1002	1073	1052	1041	1015	1024	1114	1086	1021	1078	1000	953	1054	989									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	685	21	10	12	28	10	30	16	20	25	15	20	27	20	29	10	15	10	13	28	23	10	20	18	13	20	16	20	21	28	21	12	22	29	22	16	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	624	20	10	11	28	8	30	15	17	22	15	20	21	20	28	8	15	10	12	25	23	7	16	15	11	20	15	19	20	23	20	11	17	27	20	14	11									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	179	0	3	0	6	17	37	36	0	4	0	3	3	3	3	4	1	1	3	1	2	4	3	0	4	12	7	2	1	1	5	2	4	3	3	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	61	1	0	1	0	2	0	1	3	3	0	0	6	0	1	2	0	0	1	3	0	3	4	3	2	0	1	1	1	5	1	1	5	2	2	2	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	402	9	36	46	33	2	100	91	6	1	3	2	2	4	1	6	1	4	1	8	3	3	2	4	4	1	3	2	3	2	5	2	3	5	0	1	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	1283	48	19	3	41	42	27	24	34	59	31	33	52	34	59	28	24	30	26	17	32	29	52	37	29	47	31	42	41	53	43	27	37	44	37	33	38									
		3.34%	4.12%	2.54%	0.55%	3.21%	3.95%	1.67%	2.14%	3.24%	5.20%	3.23%	3.10%	4.83%	3.01%	4.84%	2.49%	2.24%	3.09%	2.61%	2.07%	2.64%	2.59%	4.81%	3.62%	2.63%	4.40%	2.90%	4.04%	3.87%	4.67%	3.87%	2.62%	3.36%	4.09%	3.79%	3.04%	3.75%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	942	18	15	18	23	29	36	26	28	29	30	21	18	23	22	30	31	31	27	23	27	29	25	32	30	18	16	30	19	37	27	24	32	34	29	33	22									
		2.45%	1.55%	2.00%	3.33%	1.80%	2.73%	2.23%	2.31%	2.67%	2.56%	3.12%	1.98%	1.67%	2.03%	1.80%	2.66%	2.89%	3.20%	2.71%	2.80%	2.22%	2.59%	2.31%	3.13%	2.72%	1.69%	1.50%	2.88%	1.79%	3.26%	2.43%	2.33%	2.90%	3.16%	2.97%	3.04%	2.17%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	1032	19	14	9	25	28	20	20	41	36	27	38	25	24	30	24	40	25	36	12	42	40	30	32	33	35	30	37	22	28	24	28	35	31	26	32	34									
