Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Камышлинская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234					
1	"Число избирателей, внесенных в списки избирателей"	8844	316	224	178	573	225	1237	1173	1465	1351	352	1055	328	205	162					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8700	313	224	175	570	227	1240	1168	1277	1337	350	1038	334	280	167					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5586	223	139	129	337	137	658	630	914	871	206	797	258	180	107					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	531	24	36	5	97	16	52	45	61	40	32	29	33	25	36					
6	Число погашенных избирательных бюллетеней	2583	66	49	41	136	74	530	493	302	426	112	212	43	75	24					
7	Число избирательных бюллетеней в переносных ящиках для голосования	531	24	36	5	97	16	52	45	61	40	32	29	33	25	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5586	223	139	129	337	137	658	630	914	871	206	797	258	180	107					
9	Число недействительных избирательных бюллетеней	69	6	2	0	0	0	6	8	20	8	0	18	0	0	1					
10	Число действительных избирательных бюллетеней	6048	241	173	134	434	153	704	667	955	903	238	808	291	205	142					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	200	10	10	5	10	5	30	30	30	25	5	25	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	69	0	2	1	2	5	5	6	7	25	4	2	5	3	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	38	3	3	2	3	1	1	9	1	6	4	3	1	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	131	10	8	4	8	0	25	24	23	0	1	23	0	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	1.Политическая партия «Аграрная партия России»	63	1	1	3	3	1	5	4	8	12	8	14	1	1	1					
		1.03%	0.40%	0.57%	2.24%	0.69%	0.65%	0.70%	0.59%	0.82%	1.32%	3.36%	1.69%	0.34%	0.49%	0.70%					
19	2.Всероссийская политическая партия «Гражданская Сила»	11	0	0	0	0	0	1	3	5	0	1	0	1	0	0					
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.44%	0.51%	0.00%	0.42%	0.00%	0.34%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.15%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1247	55	34	12	78	43	174	137	162	291	61	109	25	52	14					
		20.39%	22.27%	19.43%	8.96%	17.97%	28.10%	24.51%	20.30%	16.62%	31.94%	25.63%	13.20%	8.59%	25.37%	9.79%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	44	0	1	0	0	0	7	13	5	4	5	4	0	1	4					
		0.72%	0.00%	0.57%	0.00%	0.00%	0.00%	0.99%	1.93%	0.51%	0.44%	2.10%	0.48%	0.00%	0.49%	2.80%					
23	6.Политическая партия «Партия социальной справедливости»	11	0	0	0	0	0	1	4	2	1	0	2	0	1	0					
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.59%	0.21%	0.11%	0.00%	0.24%	0.00%	0.49%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	168	9	10	11	6	3	16	27	34	11	4	17	3	10	7					
		2.75%	3.64%	5.71%	8.21%	1.38%	1.96%	2.25%	4.00%	3.49%	1.21%	1.68%	2.06%	1.03%	4.88%	4.90%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	941	19	8	20	43	30	150	151	212	86	19	149	23	17	14					
		15.38%	7.69%	4.57%	14.93%	9.91%	19.61%	21.13%	22.37%	21.74%	9.44%	7.98%	18.04%	7.90%	8.29%	9.79%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	38	0	0	0	3	1	4	5	4	11	3	5	0	1	1					
		0.62%	0.00%	0.00%	0.00%	0.69%	0.65%	0.56%	0.74%	0.41%	1.21%	1.26%	0.61%	0.00%	0.49%	0.70%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3501	157	118	87	300	74	345	322	520	478	134	507	238	120	101					
		57.23%	63.56%	67.43%	64.93%	69.12%	48.37%	48.59%	47.70%	53.33%	52.47%	56.30%	61.38%	81.79%	58.54%	70.63%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	21	0	1	0	1	1	1	0	2	9	3	1	0	2	0					
		0.34%	0.00%	0.57%	0.00%	0.23%	0.65%	0.14%	0.00%	0.21%	0.99%	1.26%	0.12%	0.00%	0.98%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
