Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Одоевская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736					
1	"Число избирателей, внесенных в списки"	10933	1134	2387	2005	608	267	282	451	166	434	309	162	241	535	519	630	357	321	125					
2	"Число бюллетеней, полученных участковыми комиссиями"	10936	1120	2377	2013	604	268	285	461	166	437	303	155	236	541	530	635	362	317	126					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5558	573	1326	1172	238	127	110	189	88	179	110	68	118	285	262	412	146	108	47					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1132	46	21	17	135	50	58	81	23	69	64	30	46	92	63	108	102	70	57					
6	Число погашенных бюллетеней	4246	501	1030	824	231	91	117	191	55	189	129	57	72	164	205	115	114	139	22					
7	Число бюллетеней в переносных ящиках для голосования	1132	46	21	17	135	50	58	81	23	69	64	30	46	92	63	108	102	70	57					
8	Число бюллетеней в стационарных ящиках для голосования	5558	573	1326	1172	238	127	110	189	88	179	110	68	118	285	262	412	146	108	47					
9	Число недействительных бюллетеней	158	26	27	19	13	6	5	2	7	7	3	2	2	3	4	25	3	3	1					
10	Число действительных бюллетеней	6532	593	1320	1170	360	171	163	268	104	241	171	96	162	374	321	495	245	175	103					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	126	15	25	20	3	3	3	11	3	6	3	3	3	3	8	8	3	3	3					
