Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Мечетлинская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №2791	УИК №2792	УИК №2793	УИК №2794	УИК №2795	УИК №2796	УИК №2797	УИК №2798	УИК №2799	УИК №2800	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828					
1	"Число избирателей, внесенных в списки"	17536	177	1521	1850	1958	791	400	420	510	124	382	218	449	374	156	136	815	249	1002	190	340	195	183	396	287	587	350	205	219	382	228	685	148	150	136	566	193	344	220					
2	"Число бюллетеней, полученных участковыми комиссиями"	17085	173	1452	1766	1822	769	399	420	515	116	373	218	444	359	156	132	790	245	1000	187	344	199	186	391	275	562	338	201	220	378	229	680	142	149	137	568	192	338	220					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13196	149	999	1257	1326	611	315	334	412	107	319	187	296	298	129	109	575	199	674	162	257	166	146	303	229	454	269	182	191	299	186	517	132	135	126	478	173	298	197					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	446	0	16	33	26	33	12	11	7	6	11	9	13	32	0	6	18	5	17	4	11	7	11	13	6	15	20	0	10	10	6	22	7	4	2	12	4	20	7					
6	Число погашенных бюллетеней	3427	24	437	476	454	125	72	75	96	3	43	22	135	29	27	17	197	41	309	21	76	26	29	75	40	93	49	19	19	69	37	141	3	10	9	78	15	20	16					
7	Число бюллетеней в переносных ящиках для голосования	446	0	16	33	26	33	12	11	7	6	11	9	13	32	0	6	18	5	17	4	11	7	11	13	6	15	20	0	10	10	6	22	7	4	2	12	4	20	7					
8	Число бюллетеней в стационарных ящиках для голосования	13165	149	999	1253	1302	609	315	334	412	107	319	187	296	298	129	109	575	199	673	162	257	166	146	303	229	454	269	182	191	299	186	517	132	135	126	478	173	298	197					
9	Число недействительных бюллетеней	523	10	19	26	29	52	5	8	35	7	13	7	18	2	5	7	47	20	13	4	9	1	6	16	0	25	7	6	9	24	8	32	9	13	3	22	3	3	0					
10	Число действительных бюллетеней	13088	139	996	1260	1299	590	322	337	384	106	317	189	291	328	124	108	546	184	677	162	259	172	151	300	235	444	282	176	192	285	184	507	130	126	125	468	174	315	204					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	299	3	24	32	31	21	7	8	8	3	1	3	8	6	2	2	8	5	17	4	7	4	5	6	5	9	6	3	4	6	12	8	3	3	3	10	3	6	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	170	2	9	27	27	21	2	6	7	0	0	0	4	0	0	0	3	0	7	2	4	2	0	2	2	6	4	1	3	0	11	5	1	1	2	3	0	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	145	3	11	16	61	2	4	1	2	0	4	0	2	3	1	0	5	0	4	1	0	0	2	2	1	0	3	3	3	0	6	0	3	1	0	1	0	0	0					
