Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Родинская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331					
1	"Число избирателей, внесенных в списки"	19206	464	528	437	316	902	1445	389	890	269	814	425	186	1888	1829	2048	1769	997	1218	604	315	661	812					
2	"Число бюллетеней, полученных участковыми комиссиями"	18441	472	522	411	319	881	1445	387	920	272	813	428	188	1720	1630	1887	1608	979	1207	599	310	648	795					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12815	431	444	339	216	641	994	285	582	199	594	349	160	1115	1130	1135	1068	636	792	437	221	518	529					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	670	9	11	22	8	52	38	0	19	3	10	7	0	59	81	56	26	32	91	55	21	31	39					
6	Число погашенных бюллетеней	4956	32	67	50	95	188	413	102	319	70	209	72	28	546	419	696	514	311	324	107	68	99	227					
7	Число бюллетеней в переносных ящиках для голосования	670	9	11	22	8	52	38	0	19	3	10	7	0	59	81	56	26	32	91	55	21	31	39					
8	Число бюллетеней в стационарных ящиках для голосования	12815	431	444	339	216	641	994	285	582	199	594	349	160	1115	1130	1135	1068	636	792	437	221	518	529					
9	Число недействительных бюллетеней	141	0	3	6	2	16	9	7	5	0	9	3	7	8	12	11	10	11	4	5	5	3	5					
10	Число действительных бюллетеней	13344	440	452	355	222	677	1023	278	596	202	595	353	153	1166	1199	1180	1084	657	879	487	237	546	563					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	199	5	5	4	4	9	14	4	10	3	8	5	2	20	20	20	19	10	13	6	3	7	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	25	0	1	1	0	0	2	0	1	1	0	3	0	3	7	2	2	0	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	5	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	174	5	4	3	4	9	12	4	9	2	8	2	2	17	13	18	17	10	11	6	3	7	8					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	155	5	6	4	3	8	18	4	7	1	8	1	5	11	9	11	9	10	5	12	7	5	6					
