Выборы Президента Российской Федерации																																
Дата голосования: 18.03.2018																																
																																
Наименование Избирательной комиссии:    Гусевская																																
																																
Сводная таблица итогов голосования																																
																																
	Число участковых избирательных комиссий	21																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	21																														
																																
		Сумма	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143									
1	"Число избирателей, включенных в список избирателей"	25549	1465	577	2447	2391	2520	1314	1142	2372	1092	2602	2735	542	358	690	575	229	336	416	587	459	700									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24800	1400	550	2500	2300	2100	1300	1200	2300	1100	2550	2400	500	350	700	600	200	350	550	650	450	750									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	16905	980	332	1584	1507	1730	837	708	1494	694	1662	1904	367	285	470	432	172	257	321	444	293	432									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1161	70	71	52	207	76	28	98	51	26	66	82	40	17	43	37	12	27	34	34	37	53									
6	Число погашенных избирательных бюллетеней	6734	350	147	864	586	294	435	394	755	380	822	414	93	48	187	131	16	66	195	172	120	265									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1161	70	71	52	207	76	28	98	51	26	66	82	40	17	43	37	12	27	34	34	37	53									
8	Число бюллетеней в стационарных ящиках для голосования	16904	980	332	1583	1507	1730	837	708	1494	694	1662	1904	367	285	470	432	172	257	321	444	293	432									
9	Число недействительных избирательных бюллетеней	224	16	2	17	17	25	4	18	20	10	26	25	1	6	6	7	0	1	2	8	5	8									
10	Число действительных избирательных бюллетеней	17841	1034	401	1618	1697	1781	861	788	1525	710	1702	1961	406	296	507	462	184	283	353	470	325	477									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
13	Бабурин Сергей Николаевич	120	8	2	12	16	7	5	4	16	7	12	15	1	1	2	4	0	1	1	2	0	4									
		0.66%	0.76%	0.50%	0.73%	0.93%	0.39%	0.58%	0.50%	1.04%	0.97%	0.69%	0.76%	0.25%	0.33%	0.39%	0.85%	0.00%	0.35%	0.28%	0.42%	0.00%	0.82%									
14	Грудинин Павел Николаевич	1917	112	32	194	193	154	105	101	171	81	209	247	28	32	49	38	15	12	21	50	36	37									
		10.61%	10.67%	7.94%	11.87%	11.26%	8.53%	12.14%	12.53%	11.07%	11.25%	12.09%	12.44%	6.88%	10.60%	9.55%	8.10%	8.15%	4.23%	5.92%	10.46%	10.91%	7.63%									
15	Жириновский Владимир Вольфович	1436	67	54	124	118	160	81	43	101	76	125	161	32	16	55	31	19	8	30	52	23	60									
		7.95%	6.38%	13.40%	7.58%	6.88%	8.86%	9.36%	5.33%	6.54%	10.56%	7.23%	8.11%	7.86%	5.30%	10.72%	6.61%	10.33%	2.82%	8.45%	10.88%	6.97%	12.37%									
16	Путин Владимир Владимирович	13655	809	301	1211	1302	1363	648	598	1172	510	1283	1451	337	243	388	378	145	254	287	356	258	361									
		75.59%	77.05%	74.69%	74.07%	75.96%	75.47%	74.91%	74.19%	75.86%	70.83%	74.25%	73.06%	82.80%	80.46%	75.63%	80.60%	78.80%	89.44%	80.85%	74.48%	78.18%	74.43%									
17	Собчак Ксения Анатольевна	349	21	8	40	32	54	7	21	31	15	33	50	1	2	6	4	0	4	8	2	5	5									
		1.93%	2.00%	1.99%	2.45%	1.87%	2.99%	0.81%	2.61%	2.01%	2.08%	1.91%	2.52%	0.25%	0.66%	1.17%	0.85%	0.00%	1.41%	2.25%	0.42%	1.52%	1.03%									
18	Сурайкин Максим Александрович	139	5	1	18	13	13	8	6	12	7	17	11	2	1	4	4	4	0	2	4	0	7									
		0.77%	0.48%	0.25%	1.10%	0.76%	0.72%	0.92%	0.74%	0.78%	0.97%	0.98%	0.55%	0.49%	0.33%	0.78%	0.85%	2.17%	0.00%	0.56%	0.84%	0.00%	1.44%									
19	Титов Борис Юрьевич	118	5	0	13	13	16	2	11	10	9	11	11	1	0	2	3	1	1	2	3	2	2									
		0.65%	0.48%	0.00%	0.80%	0.76%	0.89%	0.23%	1.36%	0.65%	1.25%	0.64%	0.55%	0.25%	0.00%	0.39%	0.64%	0.54%	0.35%	0.56%	0.63%	0.61%	0.41%									
20	Явлинский Григорий Алексеевич	107	7	3	6	10	14	5	4	12	5	12	15	4	1	1	0	0	3	2	1	1	1									
		0.59%	0.67%	0.74%	0.37%	0.58%	0.78%	0.58%	0.50%	0.78%	0.69%	0.69%	0.76%	0.98%	0.33%	0.19%	0.00%	0.00%	1.06%	0.56%	0.21%	0.30%	0.21%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
