Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
Наименование Избирательной комиссии:    Карасукская 																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379					
1	"Число избирателей, внесенных в список избирателей"	33538	1044	1881	2037	2063	2221	965	2239	2028	1536	2054	2794	573	641	166	302	103	613	571	77	40	699	384	333	434	88	83	79	615	354	166	62	816	183	206	199	113	745	270	70	337	178	297	253	224	902	91	621	467	200	121					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38000	1149	2120	2276	2309	2623	1285	2598	2177	1575	2261	3009	681	719	182	334	113	705	637	102	43	800	405	374	559	107	89	99	661	416	194	71	905	228	226	203	129	874	283	73	409	245	345	270	256	1067	115	763	555	247	134					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22106	600	1216	1154	1068	1337	669	1234	1322	1028	1254	1730	430	438	158	222	64	459	359	66	35	594	305	266	293	82	83	79	456	268	151	50	472	160	182	164	85	531	255	63	308	145	207	180	185	547	91	447	387	123	104					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1946	81	91	64	175	111	138	102	99	18	93	58	45	41	5	13	28	60	58	6	0	33	14	27	43	0	0	0	25	27	5	0	62	9	8	0	19	65	5	6	19	28	25	10	23	107	0	52	28	10	10					
6	Число погашенных избирательных бюллетеней	13948	468	813	1058	1066	1175	478	1262	756	529	914	1221	206	240	19	99	21	186	220	30	8	173	86	81	223	25	6	20	180	121	38	21	371	59	36	39	25	278	23	4	82	72	113	80	48	413	24	264	140	114	20					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1946	81	91	64	175	111	138	102	99	18	93	58	45	41	5	13	28	60	58	6	0	33	14	27	43	0	0	0	25	27	5	0	62	9	8	0	19	65	5	6	19	28	25	10	23	107	0	52	28	10	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22106	600	1216	1154	1068	1337	669	1234	1322	1028	1254	1730	430	438	158	222	64	459	359	66	35	594	305	266	293	82	83	79	456	268	151	50	472	160	182	164	85	531	255	63	308	145	207	180	185	547	91	447	387	123	104					
9	Число недействительных избирательных бюллетеней	343	8	8	17	32	22	12	21	26	18	18	31	5	9	1	5	0	5	6	1	0	5	3	4	4	1	1	3	5	2	1	0	10	1	1	2	3	10	4	0	2	3	2	0	4	8	1	5	7	5	1					
10	Число действительных избирательных бюллетеней	23709	673	1299	1201	1211	1426	795	1315	1395	1028	1329	1757	470	470	162	230	92	514	411	71	35	622	316	289	332	81	82	76	476	293	155	50	524	168	189	162	101	586	256	69	325	170	230	190	204	646	90	494	408	128	113					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	570	17	20	23	23	31	15	31	20	25	30	32	20	17	2	5	1	10	2	4	1	4	15	1	16	4	4	4	15	10	4	5	25	2	4	2	6	13	4	5	5	10	2	1	1	35	2	21	15	4	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	570	17	20	23	23	31	15	31	20	25	30	32	20	17	2	5	1	10	2	4	1	4	15	1	16	4	4	4	15	10	4	5	25	2	4	2	6	13	4	5	5	10	2	1	1	35	2	21	15	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	267	12	10	13	7	13	17	19	20	25	10	24	0	3	1	4	1	21	6	1	0	3	2	1	3	1	1	1	1	1	0	1	1	1	2	4	1	7	3	5	3	1	2	3	3	0	5	2	1	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	480	1	3	5	2	4	4	1	6	6	5	7	9	3	0	2	0	24	46	0	0	67	3	27	14	0	0	0	5	0	0	0	4	1	0	0	3	68	0	2	46	0	41	18	35	5	0	12	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2646	92	195	136	124	196	78	150	208	113	178	188	41	42	8	16	8	56	28	5	3	29	29	43	46	19	6	6	46	36	9	1	51	7	15	15	24	65	18	10	24	10	28	14	20	71	12	57	42	15	13					
		11.00%	13.51%	14.92%	11.17%	9.98%	13.54%	9.67%	11.23%	14.64%	10.80%	13.21%	10.51%	8.63%	8.77%	4.91%	6.81%	8.70%	10.79%	6.71%	6.94%	8.57%	4.63%	9.09%	14.68%	13.69%	23.17%	7.23%	7.59%	9.56%	12.20%	5.77%	2.00%	9.55%	4.14%	7.89%	9.15%	23.08%	10.91%	6.92%	14.49%	7.34%	5.78%	12.07%	7.37%	9.62%	10.86%	13.19%	11.42%	10.12%	11.28%	11.40%					
