Выборы Президента Российской Федерации																																									
Дата голосования: 02.03.2008																																									
																																									
Наименование Избирательной комиссии:    район Ивановское 																																									
																																									
Сводная таблица результатов выборов																																									
																																									
	Число участковых избирательных комиссий	34																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	34																																							
																																									
		Сумма	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011					
1	"Число избирателей, включенных в списки избирателей"	78964	2134	2132	2516	2463	2434	2369	2505	2160	2350	2369	2782	2137	2111	1986	1989	2341	2431	2253	2115	1994	2162	1921	2135	2750	2569	2008	2092	2708	2489	2555	2418	2581	2569	2436					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	76600	2000	2150	2400	2450	2400	2300	2400	2100	2250	2200	2750	2000	2150	1950	1850	2200	2400	2200	2050	1850	2050	1850	2050	2800	2550	1900	2050	2700	2400	2500	2400	2400	2500	2400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	51733	1259	1333	2088	2098	1311	1470	1118	1437	1853	1225	2382	1796	1307	1223	1255	1729	1447	1394	1070	1425	1193	871	1660	1289	1153	1523	1316	1680	1307	1392	1895	2052	2179	2003					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1965	60	23	52	31	40	60	51	222	60	30	26	31	88	51	38	30	44	25	67	72	89	65	50	47	42	43	28	56	38	75	190	39	45	57					
6	Число погашенных избирательных бюллетеней	22902	681	794	260	321	1049	770	1231	441	337	945	342	173	755	676	557	441	909	781	913	353	768	914	340	1464	1355	334	706	964	1055	1033	315	309	276	340					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1965	60	23	52	31	40	60	51	222	60	30	26	31	88	51	38	30	44	25	67	72	89	65	50	47	42	43	28	56	38	75	190	39	45	57					
