Выборы Президента Российской Федерации																																													
Дата голосования: 04.03.2012																																													
																																													
Наименование Избирательной комиссии:    район Ивановское 																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	34																																											
																																													
		Сумма	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003									
1	Число избирателей, включенных в список избирателей	80524	2183	2167	2458	2439	2497	2417	2516	2280	2686	2453	2467	2341	2034	1981	2156	2172	2103	2284	2056	2124	1993	2131	2452	2521	2652	2433	2359	2360	2740	2578	2447	2839	2509	2696									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	63300	1700	1700	1950	1950	1950	1950	1950	1700	2100	1950	1950	1900	1600	1600	1700	1900	1650	1800	1700	1650	1550	1700	1950	2000	2050	1850	1850	1900	2050	2050	1950	2150	1950	1950									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	45980	1320	1294	1440	1452	1440	1308	1382	1316	1653	1357	1426	1719	1095	1036	1262	1303	1140	1245	1141	1236	1047	1085	1356	1409	1420	1468	1382	1332	1561	1471	1369	1668	1438	1409									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2265	39	48	69	59	71	60	77	53	71	67	47	73	65	68	36	74	59	51	75	57	75	51	94	56	94	133	76	58	76	36	72	50	122	53									
6	Число погашенных избирательных бюллетеней	15055	341	358	441	439	439	582	491	331	376	526	477	108	440	496	402	523	451	504	484	357	428	564	500	535	536	249	392	510	413	543	509	432	390	488									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2261	39	48	69	59	71	60	77	53	71	67	47	73	65	68	36	74	59	51	75	57	75	51	94	56	94	133	76	58	76	36	68	50	122	53									
8	Число бюллетеней в стационарных ящиках для голосования	45731	1318	1291	1440	1452	1439	1308	1371	1315	1649	1354	1422	1719	1095	1036	1262	1303	1138	1245	1141	1236	1036	1080	1356	1353	1389	1468	1378	1325	1560	1469	1364	1668	1346	1405									
