Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Варгашинская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289					
1	"Число избирателей, внесенных в списки"	16535	1055	937	934	566	608	869	821	813	807	74	407	382	273	493	395	357	466	340	425	838	99	406	538	99	430	374	320	312	330	273	541	216	427	310					
2	"Число бюллетеней, полученных участковыми комиссиями"	16150	980	880	890	537	604	825	775	825	835	78	379	358	256	490	392	345	464	349	413	830	98	407	534	108	415	377	304	304	318	277	544	223	426	310					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8645	492	527	465	284	248	373	372	414	419	64	313	192	167	274	232	188	256	178	216	430	60	198	299	60	210	243	225	166	170	147	248	128	255	132					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	863	22	21	21	17	26	17	17	16	27	0	10	30	20	48	22	36	53	22	8	20	4	54	20	9	33	33	11	19	53	19	31	30	30	64					
6	Число погашенных бюллетеней	6642	466	332	404	236	330	435	386	395	389	14	56	136	69	168	138	121	155	149	189	380	34	155	215	39	172	101	68	119	95	111	265	65	141	114					
7	Число бюллетеней в переносных ящиках для голосования	863	22	21	21	17	26	17	17	16	27	0	10	30	20	48	22	36	53	22	8	20	4	54	20	9	33	33	11	19	53	19	31	30	30	64					
8	Число бюллетеней в стационарных ящиках для голосования	8644	491	527	465	284	248	373	372	414	419	64	313	192	167	274	232	188	256	178	216	430	60	198	299	60	210	243	225	166	170	147	248	128	255	132					
9	Число недействительных бюллетеней	105	5	4	5	5	1	3	3	3	4	0	6	3	0	1	4	7	2	2	4	8	1	2	3	0	5	0	1	7	1	1	6	1	5	2					
10	Число действительных бюллетеней	9402	508	544	481	296	273	387	386	427	442	64	317	219	187	321	250	217	307	198	220	442	63	250	316	69	238	276	235	178	222	165	273	157	280	194					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	310	10	10	10	10	10	10	10	10	10	2	10	10	10	10	10	10	10	10	10	10	2	10	10	2	10	10	10	10	10	10	10	10	10	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	35	2	8	1	0	1	1	1	1	2	0	0	1	0	1	1	0	0	0	1	1	0	4	1	0	0	1	0	1	1	4	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	34	1	4	2	2	2	0	2	2	1	1	0	1	0	0	1	0	0	1	1	2	0	1	1	1	0	0	1	0	4	1	1	0	0	1					
14	Число погашенных открепительных удостоверений	275	8	2	9	10	9	9	9	9	8	2	10	9	10	9	9	10	10	10	9	9	2	6	9	2	10	9	10	9	9	6	10	10	9	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	123	3	4	5	2	3	4	8	6	4	0	5	3	2	6	3	2	3	2	5	3	3	3	9	0	9	0	2	6	4	3	4	3	2	2					
