Выборы Президента Российской Федерации																																																					
																																																					
Наименование Избирательной комиссии:    Саракташская																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484					
1	"Число избирателей, внесенных в список"	32145	3136	2545	3021	3121	2515	1142	393	251	184	199	553	447	403	224	500	449	493	267	637	1541	586	518	139	168	292	137	343	524	258	340	188	804	192	424	265	688	476	931	280	203	241	119	929	372	373	334					
2	Число полученных избирательных бюллетеней	31498	2900	2500	2900	2900	2400	1130	385	250	180	195	540	440	400	220	500	440	480	280	630	1588	580	515	130	160	290	140	330	515	260	340	180	800	170	420	270	700	480	920	270	190	230	120	940	380	390	520					
3	"Число избирательных бюллетеней, выданных  досрочно"	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	20253	1767	1410	1544	1621	1206	745	305	218	144	160	367	345	334	164	412	328	414	224	522	1019	462	335	104	113	214	109	293	390	80	278	154	495	143	282	241	442	276	586	214	147	164	74	622	273	276	237					
5	"Число избирательных бюллетеней, выданных вне помещения"	1669	177	79	52	56	67	100	7	15	0	0	36	35	10	17	11	61	4	14	19	87	29	24	13	20	24	5	0	14	139	15	13	81	21	41	0	20	80	131	19	23	21	17	38	13	10	11					
6	Число погашенных избирательных бюллетеней	9561	956	1011	1304	1208	1127	285	73	17	36	35	137	60	56	39	77	51	62	42	89	482	89	156	13	27	52	26	37	111	41	47	13	224	6	97	29	238	124	203	37	20	45	29	280	94	104	272					
7	Число избирательных бюллетеней в переносных ящиках	1684	177	79	52	71	67	100	7	15	0	0	36	35	10	17	11	61	4	14	19	87	29	24	13	20	24	5	0	14	139	15	13	81	21	41	0	20	80	131	19	23	21	17	38	13	10	11					
8	Число бюллетеней в стационарных ящиках для голосования	20253	1767	1410	1544	1621	1206	745	305	218	144	160	367	345	334	164	412	328	414	224	522	1019	462	335	104	113	214	109	293	390	80	278	154	495	143	282	241	442	276	586	214	147	164	74	622	273	276	237					
9	Число недействительных избирательных бюллетеней	237	15	12	12	11	19	7	0	4	2	1	5	0	6	3	7	2	1	5	12	12	5	5	5	0	5	1	3	4	3	5	1	4	4	4	1	8	7	8	1	1	2	1	11	7	3	2					
10	Число действительных избирательных бюллетеней	21700	1929	1477	1584	1681	1254	838	312	229	142	159	398	380	338	178	416	387	417	233	529	1094	486	354	112	133	233	113	290	400	216	288	166	572	160	319	240	454	349	709	232	169	183	90	649	279	283	246					
11	Число полученных открепительных  удостоверений	600	25	40	35	45	40	9	9	9	9	9	9	9	9	9	9	9	9	11	9	30	9	9	9	10	9	9	9	9	9	9	9	9	9	14	9	14	9	14	9	9	4	9	19	11	9	9					
12	Число выданных открепительных удостоверений	296	12	21	24	45	20	9	2	0	0	0	7	2	2	5	3	1	4	9	5	28	3	4	0	1	2	0	1	2	3	7	3	5	1	10	1	10	3	10	1	1	1	1	14	3	9	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	185	72	4	4	13	10	5	1	1	3	1	2	2	0	3	5	3	0	2	2	3	3	1	0	1	2	1	1	2	1	2	1	2	2	5	0	3	1	0	2	3	3	0	5	2	2	4					
14	Число неиспользованных открепительных удостоверений	304	13	19	11	0	20	0	7	9	9	9	2	7	7	4	6	8	5	2	4	2	6	5	9	9	7	9	8	7	6	2	6	4	8	4	8	4	6	4	8	8	3	8	5	8	0	8					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																					
18	. Глазьев Сергей Юрьевич	697	83	51	62	87	65	31	15	3	0	1	6	7	12	6	20	5	18	8	9	40	19	10	5	1	6	1	4	6	5	5	4	26	5	9	2	1	1	11	3	4	5	3	14	10	2	6					
		3.18%	4.27%	3.43%	3.88%	5.14%	5.11%	3.67%	4.81%	1.29%	0.00%	0.62%	1.49%	1.84%	3.49%	3.31%	4.73%	1.29%	4.31%	3.36%	1.66%	3.62%	3.87%	2.79%	4.27%	0.75%	2.52%	0.88%	1.37%	1.49%	2.28%	1.71%	2.40%	4.51%	3.05%	2.79%	0.83%	0.22%	0.28%	1.53%	1.29%	2.35%	2.70%	3.30%	2.12%	3.50%	0.70%	2.42%					
19	. Малышкин Олег Александрович	850	87	50	56	72	57	34	7	6	4	8	5	16	4	2	13	20	32	3	25	41	31	18	3	11	0	11	9	4	18	18	6	33	10	24	18	12	3	13	8	0	13	1	11	8	2	23					
		3.87%	4.48%	3.36%	3.51%	4.26%	4.48%	4.02%	2.24%	2.58%	2.78%	5.00%	1.24%	4.21%	1.16%	1.10%	3.07%	5.14%	7.66%	1.26%	4.62%	3.71%	6.31%	5.01%	2.56%	8.27%	0.00%	9.65%	3.07%	0.99%	8.22%	6.14%	3.59%	5.73%	6.10%	7.43%	7.47%	2.60%	0.84%	1.81%	3.43%	0.00%	7.03%	1.10%	1.67%	2.80%	0.70%	9.27%					
20	. Миронов Сергей Михайлович	155	10	13	13	16	13	0	0	3	3	2	1	2	6	3	3	1	6	1	3	11	3	6	1	0	0	0	0	2	3	1	0	1	2	4	1	1	1	3	2	2	2	0	4	1	3	2					
		0.71%	0.51%	0.87%	0.81%	0.95%	1.02%	0.00%	0.00%	1.29%	2.08%	1.25%	0.25%	0.53%	1.74%	1.66%	0.71%	0.26%	1.44%	0.42%	0.55%	0.99%	0.61%	1.67%	0.85%	0.00%	0.00%	0.00%	0.00%	0.50%	1.37%	0.34%	0.00%	0.17%	1.22%	1.24%	0.41%	0.22%	0.28%	0.42%	0.86%	1.18%	1.08%	0.00%	0.61%	0.35%	1.05%	0.81%					
21	. Путин Владимир Владимирович	11684	1065	734	886	944	682	431	210	170	77	96	216	225	122	69	240	235	200	57	305	615	190	170	55	102	155	63	138	249	141	135	82	287	73	154	135	212	190	386	162	68	72	22	361	211	147	145					
		53.26%	54.78%	49.29%	55.51%	55.79%	53.57%	51.01%	67.31%	72.96%	53.47%	60.00%	53.60%	59.21%	35.47%	38.12%	56.74%	60.41%	47.85%	23.95%	56.38%	55.61%	38.70%	47.35%	47.01%	76.69%	65.13%	55.26%	47.10%	61.63%	64.38%	46.08%	49.10%	49.83%	44.51%	47.68%	56.02%	45.89%	53.37%	53.84%	69.53%	40.00%	38.92%	24.18%	54.70%	73.78%	51.40%	58.47%					
22	. Хакамада Ирина Муцуовна	398	45	35	29	38	30	16	2	1	5	2	2	6	9	5	8	2	6	4	11	25	17	7	1	1	9	1	0	3	3	2	8	12	0	8	0	5	3	8	3	2	1	1	12	2	7	1					
		1.81%	2.31%	2.35%	1.82%	2.25%	2.36%	1.89%	0.64%	0.43%	3.47%	1.25%	0.50%	1.58%	2.62%	2.76%	1.89%	0.51%	1.44%	1.68%	2.03%	2.26%	3.46%	1.95%	0.85%	0.75%	3.78%	0.88%	0.00%	0.74%	1.37%	0.68%	4.79%	2.08%	0.00%	2.48%	0.00%	1.08%	0.84%	1.12%	1.29%	1.18%	0.54%	1.10%	1.82%	0.70%	2.45%	0.40%					
23	. Харитонов Николай Михайлович	7377	578	541	489	467	355	303	70	42	53	45	165	116	179	92	121	124	150	160	164	322	219	138	46	14	61	37	133	128	45	117	65	193	52	113	83	217	148	284	51	90	89	60	232	43	120	63					
		33.63%	29.73%	36.33%	30.64%	27.60%	27.89%	35.86%	22.44%	18.03%	36.81%	28.12%	40.94%	30.53%	52.03%	50.83%	28.61%	31.88%	35.89%	67.23%	30.31%	29.11%	44.60%	38.44%	39.32%	10.53%	25.63%	32.46%	45.39%	31.68%	20.55%	39.93%	38.92%	33.51%	31.71%	34.98%	34.44%	46.97%	41.57%	39.61%	21.89%	52.94%	48.11%	65.93%	35.15%	15.03%	41.96%	25.40%					
																																																					
24	Против всех	539	61	53	49	57	52	23	8	4	0	5	3	8	6	1	11	0	5	0	12	40	7	5	1	4	2	0	6	8	1	10	1	20	18	7	1	6	3	4	3	3	1	3	15	4	2	6					
		2.46%	3.14%	3.56%	3.07%	3.37%	4.08%	2.72%	2.56%	1.72%	0.00%	3.12%	0.74%	2.11%	1.74%	0.55%	2.60%	0.00%	1.20%	0.00%	2.22%	3.62%	1.43%	1.39%	0.85%	3.01%	0.84%	0.00%	2.05%	1.98%	0.46%	3.41%	0.60%	3.47%	10.98%	2.17%	0.41%	1.30%	0.84%	0.56%	1.29%	1.76%	0.54%	3.30%	2.27%	1.40%	0.70%	2.42%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
