Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Николаевская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204					
1	"Число избирателей, внесенных в списки избирателей"	23693	2340	2536	2254	2608	2607	173	890	1140	877	66	836	290	1097	604	419	909	1140	184	1000	793	227	703					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24210	2250	2450	2200	2500	2500	200	990	1350	950	90	850	290	1150	600	550	1000	1150	190	1150	850	200	750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12452	1059	1139	1139	1308	1176	74	399	587	600	41	416	136	784	379	244	488	537	112	593	584	157	500					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1153	134	60	47	55	52	44	122	98	28	15	61	5	41	22	40	90	103	10	47	38	5	36					
6	Число погашенных избирательных бюллетеней	10605	1057	1251	1014	1137	1272	82	469	665	322	34	373	149	325	199	266	422	510	68	510	228	38	214					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1153	134	60	47	55	52	44	122	98	28	15	61	5	41	22	40	90	103	10	47	38	5	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12447	1059	1139	1138	1307	1174	74	399	587	600	41	416	135	784	379	244	488	537	112	593	584	157	500					
9	Число недействительных избирательных бюллетеней	116	15	10	9	15	6	0	4	8	9	0	9	1	5	6	0	4	8	0	3	3	0	1					
10	Число действительных избирательных бюллетеней	13484	1178	1189	1176	1347	1220	118	517	677	619	56	468	139	820	395	284	574	632	122	637	619	162	535					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	399	30	28	31	41	33	5	15	22	15	5	14	6	18	10	19	16	17	5	18	34	5	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	198	11	11	17	8	18	1	8	22	4	4	8	5	7	2	14	14	1	0	5	34	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	111	9	10	12	4	11	2	2	6	3	1	3	3	10	6	1	4	5	3	3	6	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	201	19	17	14	33	15	4	7	0	11	1	6	1	11	8	5	2	16	5	13	0	5	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
