Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Лазовская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №498	УИК №499	УИК №500	УИК №502	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1471	УИК №1472	УИК №1473	УИК №1474					
1	"Число избирателей, внесенных в список избирателей"	12382	2607	717	2603	433	84	542	145	741	1469	614	126	297	314	111	813	194	90	127	126	82	24	24	29	17	17	36					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12948	2740	764	2794	438	82	561	146	780	1504	646	126	310	330	114	850	191	90	127	126	82	24	24	29	17	17	36					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6819	1266	328	1331	255	72	272	87	387	853	354	81	163	189	70	421	131	88	127	115	82	24	24	29	17	17	36					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	262	31	30	43	9	4	21	7	21	23	9	4	12	5	3	40	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	5867	1443	406	1420	174	6	268	52	372	628	283	41	135	136	41	389	60	2	0	11	0	0	0	0	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	262	31	30	43	9	4	21	7	21	23	9	4	12	5	3	40	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6818	1266	328	1331	255	72	272	87	386	853	354	81	163	189	70	421	131	88	127	115	82	24	24	29	17	17	36					
9	Число недействительных избирательных бюллетеней	285	136	11	62	14	1	6	1	17	16	4	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	1					
10	Число действительных избирательных бюллетеней	6795	1161	347	1312	250	75	287	93	390	860	359	85	165	194	73	461	131	82	127	115	82	24	24	29	17	17	35					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	239	34	18	47	9	2	11	3	18	30	15	4	10	10	5	20	3	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	140	12	3	16	9	0	5	1	18	18	13	0	10	10	5	20	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	72	7	3	2	10	9	6	3	2	12	0	3	2	4	4	4	1	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	99	22	15	31	0	2	6	2	0	12	2	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	0	0	0	0	6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1066	235	46	272	29	1	40	11	85	170	64	11	22	22	4	37	11	1	0	0	2	0	0	2	0	0	1					
		15.06%	18.12%	12.85%	19.80%	10.98%	1.32%	13.65%	11.70%	20.88%	19.41%	17.63%	12.94%	12.57%	11.34%	5.48%	8.03%	8.40%	1.14%	0.00%	0.00%	2.44%	0.00%	0.00%	6.90%	0.00%	0.00%	2.78%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1081	206	65	262	40	0	47	12	77	164	56	10	43	19	5	52	12	1	0	5	2	0	0	1	0	1	1					
		15.27%	15.88%	18.16%	19.07%	15.15%	0.00%	16.04%	12.77%	18.92%	18.72%	15.43%	11.76%	24.57%	9.79%	6.85%	11.28%	9.16%	1.14%	0.00%	4.35%	2.44%	0.00%	0.00%	3.45%	0.00%	5.88%	2.78%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	91	23	3	21	5	0	1	1	4	16	3	0	2	3	1	6	2	0	0	0	0	0	0	0	0	0	0					
		1.29%	1.77%	0.84%	1.53%	1.89%	0.00%	0.34%	1.06%	0.98%	1.83%	0.83%	0.00%	1.14%	1.55%	1.37%	1.30%	1.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1422	297	48	326	34	1	92	4	100	241	100	9	17	31	12	64	34	2	0	5	2	0	0	0	1	0	2					
		20.08%	22.90%	13.41%	23.73%	12.88%	1.32%	31.40%	4.26%	24.57%	27.51%	27.55%	10.59%	9.71%	15.98%	16.44%	13.88%	25.95%	2.27%	0.00%	4.35%	2.44%	0.00%	0.00%	0.00%	5.88%	0.00%	5.56%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	109	35	5	19	1	0	6	0	6	16	7	0	1	1	0	8	3	1	0	0	0	0	0	0	0	0	0					
		1.54%	2.70%	1.40%	1.38%	0.38%	0.00%	2.05%	0.00%	1.47%	1.83%	1.93%	0.00%	0.57%	0.52%	0.00%	1.74%	2.29%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2999	358	178	407	138	73	100	64	115	250	128	55	80	118	50	294	69	77	127	105	76	24	24	26	16	16	31					
		42.36%	27.60%	49.72%	29.62%	52.27%	96.05%	34.13%	68.09%	28.26%	28.54%	35.26%	64.71%	45.71%	60.82%	68.49%	63.77%	52.67%	87.50%	100.00%	91.30%	92.68%	100.00%	100.00%	89.66%	94.12%	94.12%	86.11%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	27	7	2	5	3	0	1	1	3	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.38%	0.54%	0.56%	0.36%	1.14%	0.00%	0.34%	1.06%	0.74%	0.34%	0.28%	0.00%	0.00%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
