Выборы Президента Российской Федерации																																																						
Дата голосования: 02.03.2008																																																						
																																																						
Наименование Избирательной комиссии:    Константиновская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
	Число участковых избирательных комиссий	47																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																				
																																																						
		Сумма	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №439	УИК №571	УИК №638	УИК №2445	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2520	УИК №2530	УИК №2561	УИК №2562	УИК №2587					
1	"Число избирателей, включенных в списки избирателей"	26497	1153	1179	974	943	1091	1083	978	1071	384	207	416	235	326	405	281	367	345	346	1344	1373	541	799	95	473	348	477	317	280	998	72	165	331	278	377	268	861	131	168	99	100	78	77	1063	1077	1038	1090	395					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24312	1052	1071	865	862	962	981	892	969	362	194	379	217	317	376	267	341	319	320	1209	1247	499	746	100	430	311	447	290	260	918	85	160	303	252	356	257	774	119	174	100	100	102	76	996	980	927	985	363					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	17488	695	834	642	626	801	684	681	757	290	111	332	192	278	324	179	262	231	174	840	788	351	528	68	316	220	265	233	203	690	61	135	198	198	260	208	504	102	96	77	79	58	60	684	636	660	612	265					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2191	42	72	84	47	42	40	34	49	40	47	44	23	24	50	41	58	31	23	89	79	93	115	14	55	52	97	34	52	40	11	9	58	39	83	48	48	17	65	15	9	7	9	64	46	42	33	77					
6	Число погашенных избирательных бюллетеней	4633	315	165	139	189	119	257	177	163	32	36	3	2	15	2	47	21	57	123	280	380	55	103	18	59	39	85	23	5	188	13	16	47	15	13	1	222	0	13	8	12	37	7	248	298	225	340	21					
