Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Константиновская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №2445	УИК №2495	УИК №2496	УИК №2497					
1	"Число избирателей, внесенных в список"	26767	1805	1802	1712	1770	2185	2010	2195	1109	363	239	388	255	525	435	400	817	329	375	1525	1388	630	786	226	579	425	610	326	298	322	280	372	286					
2	Число полученных избирательных бюллетеней	25870	1800	1750	1650	1700	2000	1950	2100	1050	360	230	370	250	500	420	390	800	320	370	1500	1350	620	770	220	560	430	600	320	290	310	270	350	270					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17246	1081	1188	1100	1281	1539	1414	1269	818	285	135	259	204	364	290	310	600	232	202	906	844	296	463	112	322	200	248	242	201	203	191	249	198					
5	"Число избирательных бюллетеней, выданных вне помещения"	3353	97	194	140	108	102	199	184	66	46	54	66	29	119	120	64	143	18	53	99	106	228	172	77	144	100	241	58	50	59	57	96	64					
6	Число погашенных избирательных бюллетеней	5271	622	368	410	311	359	337	647	166	29	41	45	17	17	10	16	57	70	115	495	400	96	135	31	94	130	111	20	39	48	22	5	8					
7	Число избирательных бюллетеней в переносных ящиках	3353	97	194	140	108	102	199	184	66	46	54	66	29	119	120	64	143	18	53	99	106	228	172	77	144	100	241	58	50	59	57	96	64					
8	Число бюллетеней в стационарных ящиках для голосования	17246	1081	1188	1100	1281	1539	1414	1269	818	285	135	259	204	364	290	310	600	232	202	906	844	296	463	112	322	200	248	242	201	203	191	249	198					
9	Число недействительных избирательных бюллетеней	134	7	8	5	8	0	4	9	3	4	2	3	0	0	1	5	3	5	1	12	9	3	10	0	6	3	4	6	2	5	5	0	1					
10	Число действительных избирательных бюллетеней	20465	1171	1374	1235	1381	1641	1609	1444	881	327	187	322	233	483	409	369	740	245	254	993	941	521	625	189	460	297	485	294	249	257	243	345	261					
11	Число полученных открепительных  удостоверений	475	25	25	25	25	25	25	25	25	10	10	10	10	10	10	10	15	10	10	20	20	10	20	10	10	10	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	199	19	10	15	16	19	9	23	7	6	1	0	0	10	10	4	1	2	3	4	0	10	14	1	7	0	2	2	1	1	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	159	10	15	15	20	27	6	7	5	3	1	4	3	5	2	1	3	1	2	3	0	3	6	2	2	0	1	1	2	3	2	1	3					
14	Число неиспользованных открепительных удостоверений	276	6	15	10	9	6	16	2	18	4	9	10	10	0	0	6	14	8	7	16	20	0	6	9	3	10	8	8	9	9	10	8	10					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	661	57	59	33	48	83	55	56	38	13	3	4	1	16	3	5	24	5	5	34	16	12	15	3	9	9	21	1	5	4	8	14	2					
		3.21%	4.84%	4.27%	2.66%	3.46%	5.06%	3.41%	3.85%	4.30%	3.93%	1.59%	1.23%	0.43%	3.31%	0.73%	1.34%	3.23%	2.00%	1.96%	3.38%	1.68%	2.29%	2.36%	1.59%	1.93%	3.00%	4.29%	0.33%	1.99%	1.53%	3.23%	4.06%	0.76%					
19	. Малышкин Олег Александрович	779	33	53	38	37	54	54	49	25	13	3	4	4	15	33	15	20	18	5	52	34	35	31	15	28	24	18	8	12	11	9	24	5					
		3.78%	2.80%	3.84%	3.06%	2.66%	3.29%	3.35%	3.37%	2.83%	3.93%	1.59%	1.23%	1.72%	3.11%	8.05%	4.01%	2.69%	7.20%	1.96%	5.17%	3.58%	6.68%	4.88%	7.94%	6.01%	8.00%	3.68%	2.67%	4.78%	4.20%	3.63%	6.96%	1.91%					
20	. Миронов Сергей Михайлович	127	8	10	11	8	6	9	10	4	0	1	4	3	1	0	0	4	0	3	6	2	4	8	0	5	5	5	2	0	1	4	2	1					
		0.62%	0.68%	0.72%	0.89%	0.58%	0.37%	0.56%	0.69%	0.45%	0.00%	0.53%	1.23%	1.29%	0.21%	0.00%	0.00%	0.54%	0.00%	1.18%	0.60%	0.21%	0.76%	1.26%	0.00%	1.07%	1.67%	1.02%	0.67%	0.00%	0.38%	1.61%	0.58%	0.38%					
21	. Путин Владимир Владимирович	14892	825	938	865	1033	1223	1188	1025	694	250	132	265	191	374	301	286	536	189	182	669	699	377	429	135	356	192	311	241	179	189	162	256	200					
		72.29%	70.03%	67.87%	69.76%	74.37%	74.53%	73.65%	70.54%	78.51%	75.53%	69.84%	81.54%	81.97%	77.43%	73.41%	76.47%	72.14%	75.60%	71.37%	66.57%	73.58%	71.95%	67.56%	71.43%	76.39%	64.00%	63.60%	80.33%	71.31%	72.14%	65.32%	74.20%	76.34%					
22	. Хакамада Ирина Муцуовна	382	25	31	31	25	27	29	37	8	4	6	4	4	2	7	6	7	2	12	25	22	7	17	6	6	6	3	5	3	5	5	3	2					
		1.85%	2.12%	2.24%	2.50%	1.80%	1.65%	1.80%	2.55%	0.90%	1.21%	3.17%	1.23%	1.72%	0.41%	1.71%	1.60%	0.94%	0.80%	4.71%	2.49%	2.32%	1.34%	2.68%	3.17%	1.29%	2.00%	0.61%	1.67%	1.20%	1.91%	2.02%	0.87%	0.76%					
23	. Харитонов Николай Михайлович	3213	186	249	229	201	219	241	236	94	42	41	33	28	63	62	50	139	24	44	178	154	71	118	29	51	51	112	37	46	42	55	43	45					
		15.60%	15.79%	18.02%	18.47%	14.47%	13.35%	14.94%	16.24%	10.63%	12.69%	21.69%	10.15%	12.02%	13.04%	15.12%	13.37%	18.71%	9.60%	17.25%	17.71%	16.21%	13.55%	18.58%	15.34%	10.94%	17.00%	22.90%	12.33%	18.33%	16.03%	22.18%	12.46%	17.18%					
																																							
24	Против всех	411	37	34	28	29	29	33	31	18	5	1	8	2	12	3	7	10	7	3	29	14	15	7	1	5	10	15	0	4	5	0	3	6					
