Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
Наименование Избирательной комиссии:    Сокольская																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720					
1	"Число избирателей, внесенных в списки"	46031	1222	460	384	908	1112	1916	2144	2516	2004	1903	1650	1766	513	1042	1964	1588	1571	2000	1639	1522	1687	1631	946	999	117	76	284	186	558	107	750	858	649	302	315	191	98	234	97	473	938	182	89	231	418	2076	1715					
2	"Число бюллетеней, полученных участковыми комиссиями"	42025	1110	420	340	820	1020	1730	1940	2280	1800	1710	1500	1610	470	940	1780	1450	1430	1810	1480	1380	1530	1480	870	920	180	120	270	190	520	120	690	780	600	270	290	175	95	230	95	430	860	170	80	210	390	1900	1540					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19461	469	169	70	369	557	891	915	1217	947	940	715	729	168	394	823	619	659	864	634	698	859	645	270	409	47	28	154	71	182	41	281	287	248	125	79	72	58	94	39	224	368	70	35	82	136	966	744					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1856	21	7	60	6	21	30	18	16	20	33	18	37	14	40	7	22	35	11	18	19	26	17	33	64	28	23	31	30	141	59	94	159	119	40	81	33	10	34	30	28	73	34	24	28	77	23	64					
6	Число погашенных бюллетеней	20708	620	244	210	445	442	809	1007	1047	833	737	767	844	288	506	950	809	736	935	828	663	645	818	567	447	105	69	85	89	197	20	315	334	233	105	130	70	27	102	26	178	419	66	21	100	177	911	732					
7	Число бюллетеней в переносных ящиках для голосования	1856	21	7	60	6	21	30	18	16	20	33	18	37	14	40	7	22	35	11	18	19	26	17	33	64	28	23	31	30	141	59	94	159	119	40	81	33	10	34	30	28	73	34	24	28	77	23	64					
8	Число бюллетеней в стационарных ящиках для голосования	19452	469	169	70	369	557	891	915	1217	943	938	715	728	168	394	823	618	659	864	634	698	859	645	270	409	47	28	154	71	182	41	281	286	248	125	79	72	58	94	39	224	368	70	35	82	136	966	744					
9	Число недействительных бюллетеней	599	18	10	5	19	25	18	20	17	23	20	15	36	7	25	29	47	19	9	9	15	15	31	12	6	7	0	4	4	14	0	17	6	4	9	7	1	3	9	4	10	5	4	2	1	1	11	26					
10	Число действительных бюллетеней	20709	472	166	125	356	553	903	913	1216	940	951	718	729	175	409	801	593	675	866	643	702	870	631	291	467	68	51	181	97	309	100	358	439	363	156	153	104	65	119	65	242	436	100	57	109	212	978	782					
